Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1140,Jordan Lefort,fr,DF,,Angers,Ligue 1,31,1993,8.0,0,1,0,0.0,0.12,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.04,0.0,0.0
1141,Diogo Leite,pt,DF,,Union Berlin,Bundesliga,25,1999,7.0,0,9,3,33.3,1.29,0.43,0.00,0.00,17.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1142,Maxim Leitsch,de,DF,,Mainz 05,Bundesliga,26,1998,5.1,1,5,1,20.0,0.98,0.20,0.20,1.00,13.1,0,0,0,1.2,1.2,0.25,-0.2,-0.2
1143,Florian Lejeune,fr,DF,,Rayo Vallecano,La Liga,33,1991,10.0,0,9,3,33.3,0.90,0.30,0.00,0.00,26.2,4,0,0,0.4,0.4,0.05,-0.4,-0.4
1144,Iñigo Lekue,es,DF,,Athletic Club,La Liga,31,1993,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1145,Nunzio Lella,it,MF,,Venezia,Serie A,24,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1146,Félix Lemaréchal,fr,MF,FW,Strasbourg,Ligue 1,21,2003,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1147,Mario Lemina,ga,MF,,Wolves,Premier League,31,1993,8.0,1,10,4,40.0,1.25,0.50,0.10,0.25,20.5,0,0,0,1.0,1.0,0.10,0.0,0.0
1148,Clément Lenglet,fr,DF,,Atlético Madrid,La Liga,29,1995,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1149,Bernd Leno,de,GK,,Fulham,Premier League,32,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1150,Donovan Léon,gf,GK,,Auxerre,Ligue 1,31,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1151,Esteban Lepaul,fr,FW,,Angers,Ligue 1,24,2000,1.3,0,1,0,0.0,0.76,0.00,0.00,,13.1,0,0,0,0.0,0.0,0.05,0.0,0.0
1152,Johann Lepenant,fr,MF,,Nantes,Ligue 1,22,2002,5.9,2,5,3,60.0,0.84,0.51,0.40,0.67,15.0,0,0,0,0.4,0.4,0.07,+1.6,+1.6
1153,Jefferson Lerma,co,MF,DF,Crystal Palace,Premier League,30,1994,4.4,0,5,0,0.0,1.14,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1154,Louis Leroux,fr,MF,FW,Nantes,Ligue 1,18,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1155,Robert Lewandowski,pl,FW,,Barcelona,La Liga,36,1988,8.9,12,37,20,54.1,4.16,2.25,0.27,0.50,14.1,2,2,3,11.6,9.3,0.25,+0.4,+0.7
1156,Jamie Leweling,de,FW,MF,Stuttgart,Bundesliga,23,2001,6.3,1,8,6,75.0,1.27,0.96,0.13,0.17,20.5,0,0,0,0.3,0.3,0.04,+0.7,+0.7
1157,Rico Lewis,eng,MF,DF,Manchester City,Premier League,19,2004,6.4,0,4,0,0.0,0.63,0.00,0.00,,14.9,0,0,0,0.7,0.7,0.18,-0.7,-0.7
1158,Keane Lewis-Potter,eng,FW,DF,Brentford,Premier League,23,2001,5.8,0,7,5,71.4,1.20,0.86,0.00,0.00,21.4,1,0,0,0.4,0.4,0.06,-0.4,-0.4
1159,Myles Lewis-Skelly,eng,DF,,Arsenal,Premier League,18,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1160,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,28,1996,6.5,1,3,1,33.3,0.46,0.15,0.33,1.00,8.7,0,0,0,0.2,0.2,0.06,+0.8,+0.8
1161,Matthijs de Ligt,nl,DF,,Manchester Utd,Premier League,25,1999,5.5,1,6,5,83.3,1.10,0.92,0.17,0.20,5.8,0,0,0,1.1,1.1,0.19,-0.1,-0.1
1162,Victor Lindelöf,se,DF,,Manchester Utd,Premier League,30,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1163,Jesper Lindstrøm,dk,FW,,Everton,Premier League,24,2000,1.7,0,5,2,40.0,3.02,1.21,0.00,0.00,16.1,1,0,0,0.5,0.5,0.10,-0.5,-0.5
1164,Karol Linetty,pl,MF,,Torino,Serie A,29,1995,6.5,1,3,1,33.3,0.46,0.15,0.33,1.00,22.6,0,0,0,0.1,0.1,0.04,+0.9,+0.9
1165,Samuel Lino,br,DF,MF,Atlético Madrid,La Liga,24,1999,5.1,0,16,6,37.5,3.12,1.17,0.00,0.00,12.9,0,0,0,2.7,2.7,0.17,-2.7,-2.7
1166,Pol Lirola,es,DF,FW,Marseille,Ligue 1,27,1997,2.1,1,3,1,33.3,1.41,0.47,0.33,1.00,14.1,0,0,0,0.5,0.5,0.15,+0.5,+0.5
1167,Dailon Livramento,cv,FW,MF,Hellas Verona,Serie A,23,2001,3.0,1,5,1,20.0,1.69,0.34,0.20,1.00,12.5,0,0,0,0.7,0.7,0.15,+0.3,+0.3
1168,Valentino Livramento,eng,DF,,Newcastle Utd,Premier League,21,2002,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1169,Diego Llorente,es,DF,,Betis,La Liga,31,1993,10.0,0,3,1,33.3,0.30,0.10,0.00,0.00,11.6,0,0,0,0.4,0.4,0.15,-0.4,-0.4
1170,Marcos Llorente,es,DF,MF,Atlético Madrid,La Liga,29,1995,7.0,2,5,2,40.0,0.72,0.29,0.40,1.00,17.3,0,0,0,0.2,0.2,0.03,+1.8,+1.8
1171,Gautier Lloris,fr,DF,,Le Havre,Ligue 1,29,1995,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,13.9,0,0,0,0.4,0.4,0.10,+0.6,+0.6
1172,Giovani Lo Celso,ar,MF,,Betis,La Liga,28,1996,5.1,5,15,9,60.0,2.95,1.77,0.27,0.44,21.2,0,1,1,2.2,1.4,0.09,+2.8,+2.6
1173,Stanislav Lobotka,sk,MF,,Napoli,Serie A,29,1994,6.7,0,2,0,0.0,0.30,0.00,0.00,,23.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1174,Manuel Locatelli,it,MF,,Juventus,Serie A,26,1998,5.6,0,1,1,100.0,0.18,0.18,0.00,0.00,29.5,0,0,0,0.0,0.0,0.02,0.0,0.0
1175,Ruben Loftus-Cheek,eng,MF,,Milan,Serie A,28,1996,4.7,0,5,1,20.0,1.07,0.21,0.00,0.00,15.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4
1176,Enzo Loiodice,fr,MF,,Las Palmas,La Liga,23,2000,2.6,0,1,0,0.0,0.38,0.00,0.00,,15.4,0,0,0,0.0,0.0,0.03,0.0,0.0
1177,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,26,1997,3.5,0,1,0,0.0,0.29,0.00,0.00,,15.5,0,0,0,0.2,0.2,0.21,-0.2,-0.2
1178,Ademola Lookman,ng,MF,FW,Atalanta,Serie A,27,1997,3.6,2,14,5,35.7,3.84,1.37,0.07,0.20,15.8,0,1,1,2.5,1.8,0.13,-0.5,-0.8
1179,David López,es,DF,,Girona,La Liga,35,1989,8.4,0,4,0,0.0,0.48,0.00,0.00,,13.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1180,Diego López,es,MF,FW,Valencia,La Liga,22,2002,7.7,1,7,3,42.9,0.91,0.39,0.14,0.33,14.2,0,0,0,0.6,0.6,0.09,+0.4,+0.4
1181,Fermin López,es,MF,,Barcelona,La Liga,21,2003,0.9,0,1,0,0.0,1.07,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0
1182,Javi López,es,DF,,Real Sociedad,La Liga,22,2002,6.1,0,3,0,0.0,0.49,0.00,0.00,,24.8,0,0,0,0.0,0.0,0.01,0.0,0.0
1183,Roberto López,es,MF,,Leganés,La Liga,24,2000,3.9,0,5,0,0.0,1.27,0.00,0.00,,29.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5
1184,Unai López,es,MF,,Rayo Vallecano,La Liga,28,1995,6.2,2,7,5,71.4,1.12,0.80,0.29,0.40,25.2,0,0,0,0.2,0.2,0.03,+1.8,+1.8
1185,Iker Losada,es,MF,FW,Betis,La Liga,23,2001,1.3,0,2,0,0.0,1.59,0.00,0.00,,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1186,Anthony Losilla,fr,MF,,Bochum,Bundesliga,38,1986,4.8,0,1,0,0.0,0.21,0.00,0.00,,20.1,0,0,0,0.0,0.0,0.04,0.0,0.0
1187,Jordan Lotomba,ch,MF,DF,Nice,Ligue 1,26,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1188,Tom Louchet,fr,MF,,Nice,Ligue 1,21,2003,0.4,0,1,0,0.0,2.65,0.00,0.00,,13.4,0,0,0,0.0,0.0,0.01,0.0,0.0
1189,Sandi Lovrić,si,MF,,Udinese,Serie A,26,1998,5.2,0,11,1,9.1,2.11,0.19,0.00,0.00,22.2,1,0,0,0.7,0.7,0.06,-0.7,-0.7
1190,Pol Lozano,es,MF,,Espanyol,La Liga,25,1999,6.2,0,1,0,0.0,0.16,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0
1191,Lorenzo Lucca,it,FW,,Udinese,Serie A,24,2000,6.9,4,9,4,44.4,1.30,0.58,0.44,1.00,12.3,0,0,0,1.2,1.2,0.14,+2.8,+2.8
1192,Jhon Lucumí,co,DF,,Bologna,Serie A,26,1998,3.4,0,1,0,0.0,0.30,0.00,0.00,,5.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1193,José Luis Gayà,es,DF,,Valencia,La Liga,29,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1194,José Luis Palomino,ar,DF,,Cagliari,Serie A,34,1990,1.3,1,1,1,100.0,0.78,0.78,1.00,1.00,4.3,0,0,0,0.5,0.5,0.46,+0.5,+0.5
1195,Douglas Luiz,br,MF,,Juventus,Serie A,26,1998,3.0,0,4,2,50.0,1.32,0.66,0.00,0.00,19.4,0,0,0,0.4,0.4,0.11,-0.4,-0.4
1196,Romelu Lukaku,be,FW,,Napoli,Serie A,31,1993,4.5,3,7,2,28.6,1.56,0.45,0.29,1.00,13.8,0,1,1,2.4,1.6,0.23,+0.6,+0.4
1197,Castello Lukeba,fr,DF,,RB Leipzig,Bundesliga,21,2002,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1198,Dodi Lukebakio,be,FW,,Sevilla,La Liga,27,1997,9.3,5,28,12,42.9,3.00,1.29,0.14,0.33,20.2,0,1,1,3.4,2.6,0.09,+1.6,+1.4
1199,Saša Lukić,rs,MF,,Fulham,Premier League,28,1996,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1200,Andriy Lunin,ua,GK,,Real Madrid,La Liga,25,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1201,Massimo Luongo,au,MF,,Ipswich Town,Premier League,32,1992,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1202,Sebastiano Luperto,it,DF,,Cagliari,Serie A,28,1996,9.0,0,9,1,11.1,1.00,0.11,0.00,0.00,12.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7
1203,Zito Luvumbo,ao,FW,MF,Cagliari,Serie A,22,2002,6.1,0,10,1,10.0,1.65,0.16,0.00,0.00,16.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0
1204,Charalambos Lykogiannis,gr,DF,,Bologna,Serie A,31,1993,4.5,0,2,1,50.0,0.45,0.22,0.00,0.00,21.4,0,0,0,0.0,0.0,0.02,0.0,0.0
1205,Senne Lynen,be,MF,,Werder Bremen,Bundesliga,25,1999,5.8,0,4,1,25.0,0.69,0.17,0.00,0.00,20.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1206,Othmane Maamma,fr,FW,,Montpellier,Ligue 1,19,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1207,Ian Maatsen,nl,DF,MF,Aston Villa,Premier League,22,2002,1.4,0,1,0,0.0,0.73,0.00,0.00,,59.0,0,0,0,0.0,0.0,0.01,0.0,0.0
1208,Alexis Mac Allister,ar,MF,,Liverpool,Premier League,25,1998,6.3,0,4,2,50.0,0.64,0.32,0.00,0.00,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1209,Deiver Machado,co,DF,,Lens,Ligue 1,31,1993,2.6,0,2,1,50.0,0.78,0.39,0.00,0.00,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0
1210,Shuto Machino,jp,FW,MF,Holstein Kiel,Bundesliga,25,1999,4.7,4,12,7,58.3,2.55,1.49,0.25,0.43,18.2,0,1,1,2.4,1.6,0.13,+1.6,+1.4
1211,Darwin Machís,ve,FW,MF,Valladolid,La Liga,31,1993,3.0,0,6,0,0.0,2.01,0.00,0.00,,19.6,1,0,0,0.6,0.6,0.11,-0.6,-0.6
1212,Yvann Macon,fr,DF,,Saint-Étienne,Ligue 1,26,1998,1.6,0,1,0,0.0,0.61,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0
1213,James Maddison,eng,MF,,Tottenham,Premier League,27,1996,6.8,2,15,8,53.3,2.22,1.18,0.13,0.25,14.8,1,0,0,2.1,2.1,0.14,-0.1,-0.1
1214,Eros Maddy,nl,DF,,Auxerre,Ligue 1,23,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1215,Noni Madueke,eng,FW,,Chelsea,Premier League,22,2002,6.1,4,23,10,43.5,3.75,1.63,0.17,0.40,15.3,0,0,0,1.9,1.9,0.08,+2.1,+2.1
1216,Pablo Maffeo,es,DF,,Mallorca,La Liga,27,1997,6.4,0,4,1,25.0,0.63,0.16,0.00,0.00,17.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1217,Gabriel Magalhães,br,DF,,Arsenal,Premier League,26,1997,8.0,2,12,4,33.3,1.50,0.50,0.17,0.50,8.5,0,0,0,1.4,1.4,0.12,+0.6,+0.6
1218,Soungoutou Magassa,fr,MF,,Monaco,Ligue 1,21,2003,1.9,0,2,1,50.0,1.05,0.53,0.00,0.00,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1219,Giangiacomo Magnani,it,DF,,Hellas Verona,Serie A,29,1995,4.3,0,7,0,0.0,1.63,0.00,0.00,,11.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6
1220,Hugo Magnetti,fr,MF,,Brest,Ligue 1,26,1998,6.3,0,4,1,25.0,0.63,0.16,0.00,0.00,22.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3
1221,Frank Magri,cm,FW,MF,Toulouse,Ligue 1,25,1999,3.2,0,8,1,12.5,2.52,0.31,0.00,0.00,10.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1222,Harry Maguire,eng,DF,,Manchester Utd,Premier League,31,1993,2.7,0,1,0,0.0,0.37,0.00,0.00,,10.3,0,0,0,0.0,0.0,0.04,0.0,0.0
1223,Jon Magunacelaya,es,MF,,Real Sociedad,La Liga,24,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1224,Arne Maier,de,MF,FW,Augsburg,Bundesliga,25,1999,2.3,0,5,1,20.0,2.21,0.44,0.00,0.00,31.2,2,0,0,0.6,0.6,0.12,-0.6,-0.6
1225,Mike Maignan,fr,GK,,Milan,Serie A,29,1995,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1226,Patrick Mainka,de,DF,,Heidenheim,Bundesliga,29,1994,7.0,0,2,0,0.0,0.29,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1227,Kobbie Mainoo,eng,MF,,Manchester Utd,Premier League,19,2005,6.3,0,4,0,0.0,0.63,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1228,Ainsley Maitland-Niles,eng,DF,MF,Lyon,Ligue 1,27,1997,6.1,1,5,2,40.0,0.82,0.33,0.20,0.50,19.8,0,0,0,0.5,0.5,0.09,+0.5,+0.5
1229,Radosław Majecki,pl,GK,,Monaco,Ligue 1,24,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1230,Lovro Majer,hr,MF,,Wolfsburg,Bundesliga,26,1998,1.3,2,2,1,50.0,1.49,0.74,0.50,1.00,21.5,0,1,1,1.1,0.4,0.18,+0.9,+0.6
1231,Jordy Makengo,fr,DF,,Freiburg,Bundesliga,23,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1232,Antoine Makoumbou,cg,MF,,Cagliari,Serie A,26,1998,3.6,0,2,0,0.0,0.56,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1233,Julián Malatini,ar,DF,,Werder Bremen,Bundesliga,23,2001,3.3,1,2,1,50.0,0.60,0.30,0.50,1.00,8.7,0,0,0,0.1,0.1,0.07,+0.9,+0.9
1234,Daniel Maldini,it,MF,,Monza,Serie A,23,2001,5.6,1,11,6,54.5,1.95,1.06,0.09,0.17,25.8,2,0,0,0.8,0.8,0.07,+0.2,+0.2
1235,Youssef Maleh,ma,MF,,Empoli,Serie A,26,1998,3.0,0,3,1,33.3,1.02,0.34,0.00,0.00,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1236,Donyell Malen,nl,FW,DF,Dortmund,Bundesliga,25,1999,3.0,1,7,2,28.6,2.36,0.67,0.14,0.50,12.8,0,0,0,1.3,1.3,0.18,-0.3,-0.3
1237,Ruslan Malinovskyi,ua,MF,FW,Genoa,Serie A,31,1993,2.5,0,6,2,33.3,2.41,0.80,0.00,0.00,30.2,3,0,0,0.1,0.1,0.02,-0.1,-0.1
1238,Lennard Maloney,us,MF,,Heidenheim,Bundesliga,25,1999,4.9,0,2,0,0.0,0.41,0.00,0.00,,7.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3
1239,Giorgi Mamardashvili,ge,GK,,Valencia,La Liga,24,2000,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1240,Dennis Man,ro,FW,,Parma,Serie A,26,1998,6.7,3,20,8,40.0,3.01,1.20,0.15,0.38,16.3,0,0,0,1.9,1.9,0.09,+1.1,+1.1
1241,Hianga Mananga Mbock,fr,MF,,Brest,Ligue 1,24,1999,0.2,0,1,1,100.0,4.29,4.29,0.00,0.00,36.4,0,0,0,0.0,0.0,0.02,0.0,0.0
1242,Gianluca Mancini,it,DF,,Roma,Serie A,28,1996,7.6,0,5,1,20.0,0.66,0.13,0.00,0.00,14.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1243,Steve Mandanda,fr,GK,,Rennes,Ligue 1,39,1985,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1244,Reinildo Mandava,mz,DF,,Atlético Madrid,La Liga,30,1994,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1245,Aïssa Mandi,dz,DF,,Lille,Ligue 1,33,1991,3.5,0,1,1,100.0,0.28,0.28,0.00,0.00,8.0,0,0,0,0.0,0.0,0.01,0.0,0.0
1246,Rolando Mandragora,it,MF,,Fiorentina,Serie A,27,1997,3.0,0,6,3,50.0,2.02,1.01,0.00,0.00,26.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1247,Orel Mangala,be,MF,,Everton,Premier League,26,1998,2.9,0,2,0,0.0,0.68,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1248,Orel Mangala,be,MF,,Lyon,Ligue 1,26,1998,0.7,0,1,0,0.0,1.34,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1249,Ryan Manning,ie,DF,FW,Southampton,Premier League,28,1996,1.7,0,1,0,0.0,0.60,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1250,Javier Manquillo,es,DF,,Celta Vigo,La Liga,30,1994,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1251,Johan Manzambi,ch,FW,,Freiburg,Bundesliga,19,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1252,Alberto Manzoni,it,MF,,Atalanta,Serie A,19,2005,0.1,0,1,0,0.0,15.00,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1253,Sekou Mara,fr,FW,MF,Strasbourg,Ligue 1,22,2002,1.8,1,8,1,12.5,4.36,0.55,0.13,1.00,14.9,0,0,0,0.7,0.7,0.10,+0.3,+0.3
1254,Alessandro Marcandalli,it,DF,,Genoa,Serie A,22,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1255,Marcão,br,DF,,Sevilla,La Liga,28,1996,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1256,Filip Marchwiński,pl,MF,,Lecce,Serie A,22,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1257,Óscar de Marcos,es,DF,,Athletic Club,La Liga,35,1989,5.6,0,1,0,0.0,0.18,0.00,0.00,,16.9,0,0,0,0.0,0.0,0.05,0.0,0.0
1258,Alberto Marí,es,FW,,Valencia,La Liga,23,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1259,Pablo Marí,es,DF,,Monza,Serie A,31,1993,8.0,0,2,0,0.0,0.25,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1260,José María Giménez,uy,DF,,Atlético Madrid,La Liga,29,1995,7.3,0,2,0,0.0,0.27,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1261,Mirko Marić,hr,FW,,Monza,Serie A,29,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1262,Pablo Marín,es,MF,,Real Sociedad,La Liga,21,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1263,Răzvan Marin,ro,MF,,Cagliari,Serie A,28,1996,6.6,2,10,5,50.0,1.52,0.76,0.10,0.20,23.0,1,1,1,1.3,0.5,0.05,+0.7,+0.5
1264,Guillermo Maripán,cl,DF,,Torino,Serie A,30,1994,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1265,Mika Màrmol,es,DF,,Las Palmas,La Liga,22,2002,5.5,0,3,0,0.0,0.55,0.00,0.00,,12.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1266,Omar Marmoush,eg,FW,MF,Eint Frankfurt,Bundesliga,25,1999,6.6,9,30,16,53.3,4.57,2.44,0.23,0.44,16.3,0,2,2,5.0,3.4,0.11,+4.0,+3.6
1267,Mario Maroto,es,MF,,Valladolid,La Liga,20,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1268,Marquinhos,br,DF,,Paris S-G,Ligue 1,30,1994,5.0,0,3,0,0.0,0.60,0.00,0.00,,8.7,0,0,0,0.3,0.3,0.10,-0.3,-0.3
1269,Aarón Martín,es,DF,,Genoa,Serie A,27,1997,6.9,0,5,2,40.0,0.73,0.29,0.00,0.00,24.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1270,Carlos Martín,es,FW,MF,Alavés,La Liga,22,2002,2.0,1,1,1,100.0,0.51,0.51,1.00,1.00,3.3,0,0,0,0.5,0.5,0.51,+0.5,+0.5
1271,Gerard Martín,es,DF,,Barcelona,La Liga,22,2002,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1272,Iván Martín,es,MF,,Girona,La Liga,25,1999,8.3,1,2,1,50.0,0.24,0.12,0.50,1.00,14.4,0,0,0,0.6,0.6,0.32,+0.4,+0.4
1273,Jon Martin,es,DF,,Real Sociedad,La Liga,18,2006,1.0,0,2,0,0.0,2.00,0.00,0.00,,12.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1274,Jonas Martin,fr,MF,,Brest,Ligue 1,34,1990,3.2,0,1,0,0.0,0.31,0.00,0.00,,4.7,0,0,0,0.1,0.1,0.12,-0.1,-0.1
1275,Mario Martín,es,MF,,Valladolid,La Liga,20,2004,5.0,0,7,3,42.9,1.41,0.61,0.00,0.00,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1276,Gabriel Martinelli,br,MF,FW,Arsenal,Premier League,23,2001,5.2,2,9,5,55.6,1.73,0.96,0.22,0.40,12.6,0,0,0,1.5,1.5,0.17,+0.5,+0.5
1277,Arnau Martinez,es,DF,FW,Girona,La Liga,21,2003,5.1,0,1,0,0.0,0.20,0.00,0.00,,6.1,0,0,0,0.0,0.0,0.03,0.0,0.0
1278,Emiliano Martínez,ar,GK,,Aston Villa,Premier League,32,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1279,Iñigo Martínez,es,DF,,Barcelona,La Liga,33,1991,8.8,0,4,1,25.0,0.46,0.11,0.00,0.00,13.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1280,Javi Martínez,es,MF,,Osasuna,La Liga,24,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1281,Lautaro Martínez,ar,FW,,Inter,Serie A,27,1997,6.2,3,20,8,40.0,3.23,1.29,0.15,0.38,15.2,0,0,0,2.0,2.0,0.10,+1.0,+1.0
1282,Lisandro Martínez,ar,DF,,Manchester Utd,Premier League,26,1998,6.8,0,7,3,42.9,1.02,0.44,0.00,0.00,15.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8
1283,Lucas Martínez Quarta,ar,DF,,Fiorentina,Serie A,28,1996,2.4,1,3,1,33.3,1.23,0.41,0.33,1.00,12.7,0,0,0,0.7,0.7,0.24,+0.3,+0.3
1284,Toni Martínez,es,FW,,Alavés,La Liga,27,1997,3.9,3,17,5,29.4,4.41,1.30,0.18,0.60,17.5,0,0,0,1.3,1.3,0.08,+1.7,+1.7
1285,Kevin Martins,it,DF,,Monza,Serie A,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1286,Javi Martón,es,FW,,Athletic Club,La Liga,25,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1287,Adam Marušić,me,DF,,Lazio,Serie A,32,1992,4.4,0,1,1,100.0,0.23,0.23,0.00,0.00,22.0,0,0,0,0.0,0.0,0.03,0.0,0.0
1288,Marvin,es,DF,FW,Las Palmas,La Liga,24,2000,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1289,Omar Mascarell,gq,MF,,Mallorca,La Liga,31,1993,5.3,0,1,1,100.0,0.19,0.19,0.00,0.00,21.4,0,0,0,0.0,0.0,0.02,0.0,0.0
1290,Adam Masina,ma,DF,,Torino,Serie A,30,1994,8.6,0,1,0,0.0,0.12,0.00,0.00,,9.9,0,0,0,0.0,0.0,0.05,0.0,0.0
