Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
150,Paulo Azzi,br,DF,,Cagliari,Serie A,30,1994,4.7,0,8,3,37.5,1.69,0.63,0.00,0.00,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
151,Shavy Babicka,ga,MF,FW,Toulouse,Ligue 1,24,2000,3.9,3,6,4,66.7,1.54,1.03,0.50,0.75,17.4,0,0,0,1.4,1.4,0.24,+1.6,+1.6
152,Aliou Badara Baldé,gn,MF,FW,Bochum,Bundesliga,21,2002,1.0,0,4,1,25.0,3.96,0.99,0.00,0.00,26.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
153,Loïc Bade,fr,DF,,Sevilla,La Liga,24,2000,8.2,0,4,1,25.0,0.49,0.12,0.00,0.00,9.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
154,Milan Badelj,hr,MF,,Genoa,Serie A,35,1989,4.4,0,3,0,0.0,0.68,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
155,Benoît Badiashile,fr,DF,,Chelsea,Premier League,23,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
156,Alex Baena,es,MF,FW,Villarreal,La Liga,23,2001,7.3,1,14,4,28.6,1.93,0.55,0.07,0.25,20.0,3,0,1,2.1,1.3,0.09,-1.1,-0.3
157,Leon Bailey,jm,FW,MF,Aston Villa,Premier League,27,1997,4.5,0,7,1,14.3,1.54,0.22,0.00,0.00,19.5,1,0,0,0.4,0.4,0.05,-0.4,-0.4
158,Eric Bailly,ci,DF,,Villarreal,La Liga,30,1994,5.9,0,3,0,0.0,0.51,0.00,0.00,,8.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
159,Theo Bair,ca,FW,,Auxerre,Ligue 1,25,1999,2.6,1,4,2,50.0,1.53,0.76,0.25,0.50,9.5,0,0,0,0.6,0.6,0.16,+0.4,+0.4
160,Cédric Bakambu,cd,FW,,Betis,La Liga,33,1991,2.2,0,4,2,50.0,1.85,0.92,0.00,0.00,15.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
161,Mitchel Bakker,nl,MF,,Atalanta,Serie A,24,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
162,Mitchel Bakker,nl,DF,,Lille,Ligue 1,24,2000,1.1,1,4,3,75.0,3.50,2.62,0.25,0.33,16.1,0,0,0,1.3,1.3,0.33,-0.3,-0.3
163,Ridle Baku,de,FW,MF,Wolfsburg,Bundesliga,26,1998,5.1,1,7,2,28.6,1.36,0.39,0.14,0.50,22.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5
164,Dilane Bakwa,fr,FW,MF,Strasbourg,Ligue 1,22,2002,7.7,0,16,8,50.0,2.07,1.04,0.00,0.00,23.5,3,0,0,1.1,1.1,0.07,-1.1,-1.1
165,Tommaso Baldanzi,it,MF,FW,Roma,Serie A,21,2003,1.9,1,8,1,12.5,4.11,0.51,0.13,1.00,18.3,0,0,0,0.7,0.7,0.08,+0.3,+0.3
166,Alejandro Balde,es,DF,,Barcelona,La Liga,21,2003,7.1,0,6,1,16.7,0.85,0.14,0.00,0.00,19.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
167,Carlos Baleba,cm,MF,,Brighton,Premier League,20,2004,5.5,1,12,3,25.0,2.19,0.55,0.08,0.33,23.0,0,0,0,0.7,0.7,0.06,+0.3,+0.3
168,Leonardo Balerdi,ar,DF,,Marseille,Ligue 1,25,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,34.7,0,0,0,0.0,0.0,0.02,0.0,0.0
169,Iván Balliu,al,DF,,Rayo Vallecano,La Liga,32,1992,6.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
170,Botond Balogh,hu,DF,,Parma,Serie A,22,2002,7.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
171,Folarin Balogun,us,FW,,Monaco,Ligue 1,23,2001,4.5,3,22,6,27.3,4.93,1.34,0.14,0.50,12.2,0,0,0,3.7,3.7,0.17,-0.7,-0.7
172,Abdoulaye Bamba,ci,DF,,Angers,Ligue 1,34,1990,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
173,Jonathan Bamba,ci,FW,MF,Celta Vigo,La Liga,28,1996,3.6,0,6,3,50.0,1.65,0.82,0.00,0.00,17.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5
174,Samuel Bamba,de,FW,MF,Bochum,Bundesliga,20,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
175,Lameck Banda,zm,FW,MF,Lecce,Serie A,23,2001,3.2,0,7,2,28.6,2.21,0.63,0.00,0.00,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6
176,Daniel Bandeira,pt,MF,,Hellas Verona,Serie A,24,2000,2.7,0,1,0,0.0,0.37,0.00,0.00,,27.3,0,0,0,0.0,0.0,0.03,0.0,0.0
177,Mattia Bani,it,DF,,Genoa,Serie A,30,1993,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,11.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
178,Scott Banks,sct,FW,MF,St. Pauli,Bundesliga,23,2001,0.5,0,2,0,0.0,3.83,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
179,Antonín Barák,cz,MF,,Fiorentina,Serie A,29,1994,0.6,0,2,2,100.0,3.33,3.33,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
180,Federico Barba,it,DF,,Como,Serie A,31,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
181,Valentín Barco,ar,DF,FW,Sevilla,La Liga,20,2004,3.1,0,7,0,0.0,2.27,0.00,0.00,,27.8,2,0,0,0.3,0.3,0.04,-0.3,-0.3
182,Bradley Barcola,fr,FW,,Paris S-G,Ligue 1,22,2002,6.1,7,24,13,54.2,3.96,2.15,0.29,0.54,12.3,0,0,0,4.4,4.4,0.18,+2.6,+2.6
183,Melvin Bard,fr,MF,DF,Nice,Ligue 1,23,2000,3.7,0,2,1,50.0,0.54,0.27,0.00,0.00,11.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
184,Nicolò Barella,it,MF,,Inter,Serie A,27,1997,4.5,1,6,1,16.7,1.34,0.22,0.17,1.00,23.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7
185,Gabriel Bares,ch,MF,,Montpellier,Ligue 1,24,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
186,Ross Barkley,eng,MF,,Aston Villa,Premier League,30,1993,2.6,0,5,1,20.0,1.94,0.39,0.00,0.00,18.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
187,Aymen Barkok,ma,MF,,Mainz 05,Bundesliga,26,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
188,Harvey Barnes,eng,FW,,Newcastle Utd,Premier League,26,1997,4.6,3,15,5,33.3,3.28,1.09,0.20,0.60,14.5,0,0,0,1.9,1.9,0.13,+1.1,+1.1
189,Enzo Barrenechea,ar,MF,,Valencia,La Liga,23,2001,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
190,Ander Barrenetxea,es,MF,,Real Sociedad,La Liga,22,2001,3.8,0,6,1,16.7,1.60,0.27,0.00,0.00,15.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
191,Pablo Barrios,es,MF,,Atlético Madrid,La Liga,21,2003,5.5,0,8,1,12.5,1.45,0.18,0.00,0.00,27.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
192,Thierno Barry,fr,FW,,Villarreal,La Liga,22,2002,7.0,2,21,5,23.8,3.02,0.72,0.10,0.40,12.3,0,0,0,3.4,3.4,0.16,-1.4,-1.4
193,Davide Bartesaghi,it,DF,,Milan,Serie A,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
194,Marc Bartra,es,DF,,Betis,La Liga,33,1991,2.9,1,2,2,100.0,0.69,0.69,0.50,0.50,11.2,0,0,0,0.2,0.2,0.10,+0.8,+0.8
195,Federico Baschirotto,it,DF,,Lecce,Serie A,28,1996,8.0,0,5,2,40.0,0.62,0.25,0.00,0.00,11.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
196,Daniele Baselli,it,MF,,Como,Serie A,32,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
197,Calvin Bassey,ng,DF,,Fulham,Premier League,24,1999,8.0,0,4,0,0.0,0.50,0.00,0.00,,19.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
198,Aboubacar Bassinga,ci,MF,,Las Palmas,La Liga,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
199,Alessandro Bastoni,it,DF,,Inter,Serie A,25,1999,6.1,0,3,1,33.3,0.49,0.16,0.00,0.00,14.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
200,Augusto Batalla,ar,GK,,Rayo Vallecano,La Liga,28,1996,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
201,Dylan Batubinsika,cd,DF,,Saint-Étienne,Ligue 1,28,1996,7.1,0,3,1,33.3,0.42,0.14,0.00,0.00,14.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3
202,Maximilian Bauer,de,DF,,Augsburg,Bundesliga,24,2000,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
203,Oliver Baumann,de,GK,,Hoffenheim,Bundesliga,34,1990,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
204,Christoph Baumgartner,at,MF,DF,RB Leipzig,Bundesliga,25,1999,1.5,0,4,1,25.0,2.61,0.65,0.00,0.00,12.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
205,Adrian Beck,de,FW,MF,Heidenheim,Bundesliga,27,1997,3.2,1,7,2,28.6,2.17,0.62,0.14,0.50,19.7,0,0,0,0.7,0.7,0.10,+0.3,+0.3
206,Sheraldo Becker,sr,FW,MF,Real Sociedad,La Liga,29,1995,5.6,0,11,6,54.5,1.95,1.07,0.00,0.00,17.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8
207,Timo Becker,de,DF,,Holstein Kiel,Bundesliga,27,1997,7.0,0,8,2,25.0,1.14,0.29,0.00,0.00,18.2,1,0,0,0.9,0.9,0.12,-0.9,-0.9
208,Jan Bednarek,pl,DF,,Southampton,Premier League,28,1996,7.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
209,Donny van de Beek,nl,MF,FW,Girona,La Liga,27,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,12.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
210,Kevin Behrens,de,FW,,Wolfsburg,Bundesliga,33,1991,0.5,0,3,0,0.0,6.00,0.00,0.00,,12.6,0,0,0,0.5,0.5,0.15,-0.5,-0.5
211,Maximilian Beier,de,FW,,Dortmund,Bundesliga,22,2002,2.7,0,3,1,33.3,1.11,0.37,0.00,0.00,16.0,0,0,0,0.5,0.5,0.17,-0.5,-0.5
212,Reda Belahyane,ma,MF,,Hellas Verona,Serie A,20,2004,7.8,0,3,0,0.0,0.39,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
213,Haris Belkebla,dz,MF,,Angers,Ligue 1,30,1994,3.9,0,1,0,0.0,0.26,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.01,0.0,0.0
214,Yassin Belkhdim,fr,MF,,Angers,Ligue 1,22,2002,4.2,0,4,2,50.0,0.96,0.48,0.00,0.00,15.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
215,Stefan Bell,de,DF,,Mainz 05,Bundesliga,33,1991,1.8,0,4,1,25.0,2.20,0.55,0.00,0.00,10.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
216,Raoul Bellanova,it,DF,,Torino,Serie A,24,2000,1.0,0,1,0,0.0,1.03,0.00,0.00,,8.4,0,0,0,0.0,0.0,0.03,0.0,0.0
217,Raoul Bellanova,it,DF,,Atalanta,Serie A,24,2000,5.2,0,4,1,25.0,0.77,0.19,0.00,0.00,17.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
218,Jean-Ricner Bellegarde,fr,MF,FW,Wolves,Premier League,26,1998,4.5,1,5,2,40.0,1.12,0.45,0.20,0.50,21.8,1,0,0,0.3,0.3,0.06,+0.7,+0.7
219,Héctor Bellerín,es,DF,,Betis,La Liga,29,1995,5.3,0,1,1,100.0,0.19,0.19,0.00,0.00,14.6,0,0,0,0.2,0.2,0.20,-0.2,-0.2
220,Jude Bellingham,eng,MF,,Real Madrid,La Liga,21,2003,5.9,0,9,3,33.3,1.53,0.51,0.00,0.00,19.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
221,Jeanuël Belocian,fr,DF,,Leverkusen,Bundesliga,19,2005,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
222,Andrea Belotti,it,FW,,Como,Serie A,30,1993,2.4,1,7,1,14.3,2.92,0.42,0.14,1.00,14.1,0,0,0,1.0,1.0,0.15,0.0,0.0
223,Fran Beltrán,es,MF,,Celta Vigo,La Liga,25,1999,6.5,1,6,1,16.7,0.92,0.15,0.17,1.00,23.8,0,0,0,0.2,0.2,0.03,+0.8,+0.8
224,Lucas Beltrán,ar,FW,MF,Fiorentina,Serie A,23,2001,1.9,1,6,2,33.3,3.16,1.05,0.17,0.50,14.0,0,0,0,1.1,1.1,0.19,-0.1,-0.1
225,Eliesse Ben Seghir,ma,FW,MF,Monaco,Ligue 1,19,2005,6.0,2,21,7,33.3,3.49,1.16,0.10,0.29,21.0,1,0,0,1.1,1.1,0.05,+0.9,+0.9
226,Carlos Benavídez,uy,MF,,Alavés,La Liga,26,1998,2.4,1,2,1,50.0,0.84,0.42,0.50,1.00,26.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9
227,László Bénes,sk,MF,FW,Union Berlin,Bundesliga,27,1997,1.7,1,7,4,57.1,4.09,2.34,0.14,0.25,23.9,1,0,0,0.3,0.3,0.05,+0.7,+0.7
228,Iker Benito,es,FW,MF,Osasuna,La Liga,22,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
229,Ismaël Bennacer,dz,MF,,Milan,Serie A,26,1997,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
230,Saïd Benrahma,dz,FW,MF,Lyon,Ligue 1,29,1995,4.0,1,7,3,42.9,1.75,0.75,0.14,0.33,23.2,0,0,0,0.6,0.6,0.08,+0.4,+0.4
231,Ramy Bensebaini,dz,DF,FW,Dortmund,Bundesliga,29,1995,3.0,1,4,2,50.0,1.34,0.67,0.25,0.50,12.8,0,0,0,0.2,0.2,0.05,+0.8,+0.8
232,Rodrigo Bentancur,uy,MF,,Tottenham,Premier League,27,1997,4.4,0,4,1,25.0,0.92,0.23,0.00,0.00,17.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3
233,Lucas Beraldo,br,DF,,Paris S-G,Ligue 1,20,2003,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
234,Yuri Berchiche,es,DF,,Athletic Club,La Liga,34,1990,6.1,0,4,1,25.0,0.66,0.17,0.00,0.00,23.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2
235,Álex Berenguer,es,FW,MF,Athletic Club,La Liga,29,1995,6.5,1,12,4,33.3,1.85,0.62,0.08,0.25,20.1,0,0,1,2.1,1.3,0.11,-1.1,-0.3
236,Sander Berge,no,MF,,Fulham,Premier League,26,1998,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
237,Lucas Bergvall,se,MF,FW,Tottenham,Premier League,18,2006,0.6,0,2,0,0.0,3.53,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
238,Medon Berisha,al,MF,FW,Lecce,Serie A,21,2003,0.9,0,5,3,60.0,5.42,3.25,0.00,0.00,29.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
239,Mergim Berisha,de,FW,,Hoffenheim,Bundesliga,26,1998,2.4,1,7,1,14.3,2.86,0.41,0.14,1.00,14.9,1,0,0,0.8,0.8,0.11,+0.2,+0.2
240,Adrian Bernabe,es,MF,,Parma,Serie A,23,2001,7.9,0,12,0,0.0,1.53,0.00,0.00,,28.2,4,0,0,0.4,0.4,0.03,-0.4,-0.4
241,Marc Bernal,es,MF,,Barcelona,La Liga,17,2007,2.7,0,2,1,50.0,0.74,0.37,0.00,0.00,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
242,Juan Bernat,es,DF,MF,Villarreal,La Liga,31,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
243,Alexander Bernhardsson,se,DF,FW,Holstein Kiel,Bundesliga,26,1998,2.1,1,4,2,50.0,1.95,0.97,0.25,0.50,19.2,0,0,0,0.2,0.2,0.05,+0.8,+0.8
244,Victor Bernth Kristiansen,dk,DF,,Leicester City,Premier League,21,2002,7.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
245,Matúš Bero,sk,MF,,Bochum,Bundesliga,29,1995,5.7,2,3,2,66.7,0.52,0.35,0.67,1.00,15.6,0,0,0,0.3,0.3,0.09,+1.7,+1.7
246,Juan Berrocal,es,DF,,Getafe,La Liga,25,1999,4.9,0,1,0,0.0,0.20,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.20,-0.2,-0.2
247,Dimitry Bertaud,cd,GK,,Montpellier,Ligue 1,26,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
248,Beto,gw,FW,,Everton,Premier League,26,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
249,Sam Beukema,nl,DF,,Bologna,Serie A,25,1998,7.5,0,4,1,25.0,0.53,0.13,0.00,0.00,15.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
250,Alessandro Bianco,it,MF,,Monza,Serie A,22,2002,3.0,1,3,1,33.3,0.99,0.33,0.33,1.00,16.6,0,0,0,0.5,0.5,0.15,+0.5,+0.5
251,Alessandro Bianco,it,MF,,Fiorentina,Serie A,22,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
252,Jaka Bijol,si,DF,,Udinese,Serie A,25,1999,9.0,0,6,2,33.3,0.67,0.22,0.00,0.00,18.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
253,El Bilal Touré,ml,FW,MF,Stuttgart,Bundesliga,23,2001,1.6,1,8,3,37.5,5.00,1.87,0.13,0.33,11.4,0,0,0,1.4,1.4,0.17,-0.4,-0.4
254,Philip Billing,dk,MF,,Bournemouth,Premier League,28,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
255,Cristiano Biraghi,it,DF,,Fiorentina,Serie A,32,1992,4.7,1,4,2,50.0,0.86,0.43,0.25,0.50,24.5,2,0,0,0.1,0.1,0.03,+0.9,+0.9
256,Samuele Birindelli,it,DF,,Monza,Serie A,25,1999,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,17.3,0,0,0,0.0,0.0,0.03,0.0,0.0
257,Tom Bischof,de,MF,,Hoffenheim,Bundesliga,19,2005,3.8,0,5,2,40.0,1.32,0.53,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
258,Yves Bissouma,ml,MF,,Tottenham,Premier League,28,1996,3.0,2,2,2,100.0,0.66,0.66,1.00,1.00,18.7,0,0,0,0.3,0.3,0.13,+1.7,+1.7
259,Leonardo Bittencourt,de,MF,,Werder Bremen,Bundesliga,30,1993,1.4,0,5,2,40.0,3.54,1.42,0.00,0.00,23.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
260,Emmanuel Biumla,fr,DF,,Angers,Ligue 1,19,2005,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
261,Marco Bizot,nl,GK,,Brest,Ligue 1,33,1991,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
262,Antonio Blanco,es,MF,,Alavés,La Liga,24,2000,6.5,0,8,1,12.5,1.23,0.15,0.00,0.00,22.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
263,Ludovic Blas,fr,MF,FW,Rennes,Ligue 1,26,1997,8.6,3,26,11,42.3,3.02,1.28,0.12,0.27,16.1,0,0,0,2.7,2.7,0.10,+0.3,+0.3
264,Daley Blind,nl,DF,,Girona,La Liga,34,1990,7.6,0,1,1,100.0,0.13,0.13,0.00,0.00,10.4,0,0,0,0.0,0.0,0.01,0.0,0.0
265,Myron Boadu,nl,FW,,Bochum,Bundesliga,23,2001,3.9,2,9,4,44.4,2.33,1.04,0.22,0.50,11.7,0,0,0,2.0,2.0,0.23,0.0,0.0
266,Augustine Boakye,gh,MF,FW,Saint-Étienne,Ligue 1,23,2000,0.9,0,4,1,25.0,4.68,1.17,0.00,0.00,19.7,1,0,0,0.2,0.2,0.04,-0.2,-0.2
267,Sacha Boey,fr,DF,,Bayern Munich,Bundesliga,24,2000,1.4,0,1,0,0.0,0.71,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.04,0.0,0.0
268,Jeremie Boga,ci,MF,FW,Nice,Ligue 1,27,1997,3.5,0,9,4,44.4,2.58,1.15,0.00,0.00,17.9,2,0,0,0.6,0.6,0.07,-0.6,-0.6
269,Lamare Bogarde,nl,DF,,Aston Villa,Premier League,20,2004,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
270,Emil Bohinen,no,MF,,Genoa,Serie A,25,1999,1.8,0,2,0,0.0,1.08,0.00,0.00,,28.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1
271,Adama Boiro,es,DF,,Athletic Club,La Liga,22,2002,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
272,Willy Boly,ci,DF,,Nott'ham Forest,Premier League,33,1991,1.0,0,1,1,100.0,0.99,0.99,0.00,0.00,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
273,Moïse Bombito,ca,DF,,Nice,Ligue 1,24,2000,5.7,0,1,1,100.0,0.18,0.18,0.00,0.00,9.4,0,0,0,0.0,0.0,0.02,0.0,0.0
274,Warren Bondo,fr,MF,,Monza,Serie A,21,2003,7.1,0,2,0,0.0,0.28,0.00,0.00,,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
275,Victor Boniface,ng,FW,,Leverkusen,Bundesliga,23,2000,5.4,5,32,10,31.3,5.88,1.84,0.16,0.50,15.5,0,0,1,4.9,4.1,0.13,+0.1,+0.9
276,Ange-Yoan Bonny,fr,FW,,Parma,Serie A,21,2003,6.7,3,18,5,27.8,2.70,0.75,0.11,0.40,16.1,0,1,1,2.8,2.0,0.11,+0.2,0.0
277,Sebastiaan Bornauw,be,DF,,Wolfsburg,Bundesliga,25,1999,7.0,2,6,2,33.3,0.86,0.29,0.33,1.00,8.2,0,0,0,0.8,0.8,0.13,+1.2,+1.2
278,Ayyoub Bouaddi,fr,MF,,Lille,Ligue 1,17,2007,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
279,Badredine Bouanani,dz,FW,MF,Nice,Ligue 1,19,2004,2.9,0,11,5,45.5,3.81,1.73,0.00,0.00,21.9,1,0,0,0.7,0.7,0.07,-0.7,-0.7
280,Benjamin Bouchouari,ma,MF,,Saint-Étienne,Ligue 1,22,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
281,Hicham Boudaoui,dz,MF,,Nice,Ligue 1,25,1999,6.0,1,6,3,50.0,1.00,0.50,0.17,0.33,20.3,0,0,0,0.5,0.5,0.08,+0.5,+0.5
282,Carlo Boukhalfa,ma,MF,,St. Pauli,Bundesliga,25,1999,2.6,1,5,1,20.0,1.90,0.38,0.20,1.00,11.9,0,0,0,0.3,0.3,0.07,+0.7,+0.7
283,Benjamin Bourigeaud,fr,MF,,Rennes,Ligue 1,30,1994,0.9,1,2,1,50.0,2.25,1.13,0.50,1.00,16.1,1,0,0,0.2,0.2,0.08,+0.8,+0.8
284,Edoardo Bove,it,MF,FW,Fiorentina,Serie A,22,2002,4.8,0,5,1,20.0,1.04,0.21,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
285,Jarrod Bowen,eng,MF,FW,West Ham,Premier League,27,1996,7.7,2,16,7,43.8,2.07,0.91,0.13,0.29,20.0,0,0,0,1.0,1.0,0.06,+1.0,+1.0
286,Enzo Boyomo,cm,DF,,Osasuna,La Liga,23,2001,7.0,1,2,1,50.0,0.29,0.14,0.50,1.00,13.9,0,0,0,0.2,0.2,0.12,+0.8,+0.8
287,Enzo Boyomo,cm,DF,,Valladolid,La Liga,23,2001,3.0,0,2,0,0.0,0.67,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
288,Domagoj Bradarić,hr,DF,,Hellas Verona,Serie A,24,1999,1.9,0,1,1,100.0,0.53,0.53,0.00,0.00,26.4,0,0,0,0.0,0.0,0.04,0.0,0.0
289,Conor Bradley,nir,DF,,Liverpool,Premier League,21,2003,0.9,0,2,1,50.0,2.28,1.14,0.00,0.00,8.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2
290,Bilal Brahimi,dz,MF,,Nice,Ligue 1,24,2000,0.8,0,1,1,100.0,1.18,1.18,0.00,0.00,23.0,1,0,0,0.0,0.0,0.04,0.0,0.0
291,Julian Brandt,de,MF,,Dortmund,Bundesliga,28,1996,6.2,0,12,4,33.3,1.93,0.64,0.00,0.00,19.1,0,0,0,1.2,1.2,0.10,-1.2,-1.2
292,Jarrad Branthwaite,eng,DF,,Everton,Premier League,22,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
293,Darko Brašanac,rs,MF,,Leganés,La Liga,32,1992,5.6,0,4,1,25.0,0.72,0.18,0.00,0.00,13.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4
294,Lilian Brassier,fr,DF,,Marseille,Ligue 1,24,1999,5.0,0,3,1,33.3,0.60,0.20,0.00,0.00,12.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
295,Matthias Braunöder,at,MF,,Como,Serie A,22,2002,2.1,0,1,0,0.0,0.47,0.00,0.00,,30.6,0,0,0,0.0,0.0,0.02,0.0,0.0
296,Iker Bravo,es,FW,MF,Udinese,Serie A,19,2005,1.5,0,2,0,0.0,1.36,0.00,0.00,,10.3,0,0,0,0.5,0.5,0.23,-0.5,-0.5
297,Tim Breithaupt,de,MF,,Augsburg,Bundesliga,22,2002,1.3,0,1,0,0.0,0.75,0.00,0.00,,7.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
298,Gleison Bremer,br,DF,,Juventus,Serie A,27,1997,6.0,0,3,0,0.0,0.50,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
