Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
526,Alexis Claude-Maurice,fr,MF,Nice,Ligue 1,22,1998,21.2,996,12,139,465,414,55,996,73,48,65.8,25,34.2,681,3938,2119,61,45,20,62,43,751,116
527,Jonathan Clauss,fr,DF,Lens,Ligue 1,27,1992,28.0,1713,54,322,679,735,61,1713,49,22,44.9,27,55.1,826,5075,3085,102,69,19,52,13,906,235
528,Carlos Clerc,es,DF,Levante,La Liga,28,1992,30.9,1982,83,622,831,551,33,1982,55,36,65.5,18,32.7,1060,5948,3239,87,55,6,36,17,1160,196
529,Nathaniel Clyne,eng,DF,Crystal Palace,Premier League,29,1991,12.7,698,35,227,331,142,6,698,6,4,66.7,2,33.3,346,1638,820,18,10,0,8,2,364,20
530,Conor Coady,eng,DF,Wolves,Premier League,27,1993,36.7,2137,402,1320,809,17,12,2137,8,6,75.0,2,25.0,1282,5200,2411,4,5,0,9,3,1494,2
531,Marcus Coco,fr,MF,Nantes,Ligue 1,24,1996,16.4,814,21,121,420,284,33,814,41,23,56.1,18,43.9,451,2586,1072,36,31,6,51,35,574,97
532,Coke,es,DF,Levante,La Liga,33,1987,9.3,566,42,237,235,96,9,566,7,4,57.1,3,42.9,285,1203,589,10,7,3,8,3,331,23
533,Séamus Coleman,ie,DF,Everton,Premier League,31,1988,17.9,964,73,320,422,237,29,964,33,20,60.6,13,39.4,540,3113,1426,31,28,4,27,23,579,90
534,Ebrima Colley,gm,MF,Hellas Verona,it Serie A,20,2000,8.2,371,2,27,155,196,34,371,31,18,58.1,13,41.9,260,1909,805,28,34,8,34,19,301,95
535,Omar Colley,gm,DF,Sampdoria,it Serie A,27,1992,28.8,1679,232,919,717,53,21,1679,3,2,66.7,1,33.3,909,4439,2389,12,8,0,8,1,993,0
536,Simone Colombi,it,GK,Parma,it Serie A,29,1991,2.0,58,50,57,1,0,0,58,0,0,,0,,28,112,86,0,0,0,0,0,22,0
537,Lorenzo Colombo,it,FW,Milan,it Serie A,18,2002,1.0,26,2,4,12,11,5,26,2,1,50.0,1,50.0,13,138,100,4,1,1,2,1,15,3
538,Racine Coly,sn,MF,Nice,Ligue 1,24,1995,0.2,21,1,2,16,3,0,21,1,1,100.0,0,0.0,12,77,59,1,0,0,0,0,14,0
539,Kingsley Coman,fr,FW,Bayern Munich,Bundesliga,24,1996,19.5,1091,7,85,334,681,121,1091,92,56,60.9,36,39.1,764,5409,2789,103,45,43,49,38,891,268
540,Daniel Congré,fr,DF,Montpellier,Ligue 1,35,1985,36.6,1886,231,964,878,51,21,1886,6,4,66.7,2,33.3,979,4746,2768,26,6,1,15,3,1107,4
541,Aaron Connolly,ie,FW,Brighton,Premier League,20,2000,8.8,174,1,12,57,108,35,174,11,5,45.5,6,54.5,106,652,276,12,11,5,27,8,134,58
542,Andrea Consigli,it,GK,Sassuolo,it Serie A,33,1987,37.0,1464,1075,1444,20,0,0,1464,0,0,,0,,859,4714,3211,0,0,0,1,0,712,0
543,Andrea Conti,it,DF,Milan,it Serie A,26,1994,0.3,29,2,8,17,4,0,29,2,2,100.0,0,0.0,17,109,77,3,1,0,2,0,20,0
544,Andrea Conti,it,DF,Parma,it Serie A,26,1994,9.0,556,29,195,269,96,14,556,5,2,40.0,3,60.0,252,1236,811,20,12,0,6,4,312,21
545,Liam Cooper,sct,DF,Leeds United,Premier League,28,1991,24.3,1934,207,1087,806,51,23,1934,4,3,75.0,1,25.0,1122,5979,3577,12,8,0,7,1,1242,1
546,Francis Coquelin,fr,MF,Villarreal,La Liga,29,1991,8.2,586,21,129,363,103,13,586,15,12,80.0,3,20.0,329,1254,656,10,9,1,6,6,419,20
547,Theo Corbeanu,ca,FW,Wolves,Premier League,18,2002,0.1,8,0,0,7,1,0,8,0,0,,0,,5,27,7,0,0,0,2,0,5,1
548,Sébastien Corchia,fr,DF,Nantes,Ligue 1,29,1990,23.0,1248,66,315,534,410,16,1248,37,17,45.9,20,54.1,522,2634,1317,39,30,3,26,15,546,97
549,Alex Cordaz,it,GK,Crotone,it Serie A,37,1983,36.0,1529,1287,1521,8,0,0,1529,1,1,100.0,0,0.0,841,4267,2352,0,0,0,1,0,720,0
550,Iñigo Córdoba,es,FW,Athletic Club,La Liga,23,1997,1.1,47,0,10,17,20,2,47,3,2,66.7,1,33.3,19,91,46,1,1,0,2,0,29,7
551,Iñigo Córdoba,es,MF,Alavés,La Liga,23,1997,2.4,108,2,24,45,43,3,108,4,4,100.0,0,0.0,53,210,92,2,3,1,8,4,63,15
552,Jhon Córdoba,co,FW,Hertha BSC,Bundesliga,27,1993,17.1,486,6,23,227,241,86,486,20,15,75.0,5,25.0,285,1460,512,22,12,10,64,29,381,97
553,Sergio Córdova,ve,FW,Arminia,Bundesliga,22,1997,12.1,425,12,44,199,194,34,425,33,12,36.4,21,63.6,245,1263,508,17,12,5,41,22,280,77
554,Jack Cork,eng,MF,Burnley,Premier League,31,1989,15.0,639,26,106,397,143,13,639,7,5,71.4,2,28.6,322,1337,520,8,11,1,14,13,375,13
555,Andreas Cornelius,dk,FW,Parma,it Serie A,27,1993,21.1,781,26,66,399,320,90,781,19,11,57.9,8,42.1,390,1608,419,12,8,4,56,34,625,135
556,Maxwel Cornet,ci,DF,Lyon,Ligue 1,23,1996,27.2,2010,78,591,957,476,50,2010,39,23,59.0,16,41.0,1069,5008,2862,73,51,15,36,15,1210,196
557,Ángel Correa,ar,FW,Atlético Madrid,La Liga,25,1995,26.6,1218,16,157,489,585,147,1218,90,53,58.9,37,41.1,721,3199,1546,64,32,33,77,57,884,186
558,Joaquín Correa,ar,FW,Lazio,it Serie A,25,1994,21.5,999,15,55,386,570,142,998,84,35,41.7,49,58.3,665,4048,2078,66,59,34,65,37,824,187
559,Rober Correa,es,DF,Eibar,La Liga,27,1992,12.6,769,32,221,371,183,10,769,17,13,76.5,4,23.5,318,1482,717,15,19,0,18,6,320,26
560,Félix Correia,pt,MF,Juventus,it Serie A,19,2001,0.1,9,1,3,2,4,0,9,0,0,,0,,4,23,12,0,0,0,0,0,5,0
561,Thierry Correia,pt,DF,Valencia,La Liga,21,1999,23.7,1480,89,522,622,357,13,1480,45,27,60.0,18,40.0,741,3823,2019,48,32,2,20,12,827,94
562,Danny da Costa,de,DF,Mainz 05,Bundesliga,27,1993,13.4,653,28,189,268,203,14,653,21,17,81.0,4,19.0,264,1488,752,23,17,6,18,4,287,41
563,Danny da Costa,de,DF,Eint Frankfurt,Bundesliga,27,1993,1.2,68,6,14,24,30,2,68,1,1,100.0,0,0.0,30,191,92,4,2,0,4,0,42,7
564,David Costa,pt,MF,Lens,Ligue 1,19,2001,1.7,66,1,11,30,26,5,66,6,4,66.7,2,33.3,38,230,126,4,4,2,4,1,46,6
565,Diego Costa,es,FW,Atlético Madrid,La Liga,31,1988,2.3,94,2,6,40,49,17,93,1,1,100.0,0,0.0,57,228,66,3,5,2,7,6,91,21
566,Douglas Costa,br,MF,Juventus,it Serie A,29,1990,0.5,31,0,4,17,11,0,31,0,0,,0,,17,93,47,0,1,0,2,1,20,6
567,Douglas Costa,br,FW,Bayern Munich,Bundesliga,29,1990,3.6,225,1,15,94,121,22,225,14,9,64.3,5,35.7,133,978,503,15,12,5,10,7,164,40
568,Hélder Costa,ao,MF,Leeds United,Premier League,26,1994,12.8,497,9,92,182,230,44,497,48,19,39.6,29,60.4,303,2135,1162,47,17,13,43,20,337,84
569,Jaume Costa,es,DF,Villarreal,La Liga,32,1988,3.9,288,15,85,128,78,4,288,6,3,50.0,3,50.0,151,825,515,9,7,1,3,5,169,20
570,Angelo da Costa Júnior,br,GK,Bologna,it Serie A,36,1983,6.0,298,251,298,0,0,0,298,0,0,,0,,171,1033,734,0,0,0,1,0,165,0
571,Charles Costes,fr,MF,Dijon,Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
572,Benoît Costil,fr,GK,Bordeaux,Ligue 1,33,1987,38.0,1424,1181,1407,17,0,0,1424,3,3,100.0,0,0.0,733,3232,1815,0,1,1,0,0,612,0
573,Vladimír Coufal,cz,DF,West Ham,Premier League,27,1992,33.9,2096,162,629,897,588,42,2096,24,15,62.5,9,37.5,897,4638,2079,70,38,9,36,16,1057,159
574,Kalifa Coulibaly,ml,FW,Nantes,Ligue 1,28,1991,10.9,372,13,20,134,219,53,371,6,3,50.0,3,50.0,159,643,181,6,8,4,26,13,298,70
575,Lassana Coulibaly,ml,MF,Angers,Ligue 1,24,1996,18.7,916,35,202,565,168,12,916,34,15,44.1,19,55.9,486,2852,1127,20,19,2,27,17,497,21
576,Mamadou Coulibaly,sn,MF,Udinese,it Serie A,21,1999,2.0,110,1,11,63,36,2,110,3,2,66.7,1,33.3,51,237,68,1,0,0,6,4,63,22
577,Senou Coulibaly,ml,DF,Dijon,Ligue 1,25,1994,21.5,1226,156,754,462,18,6,1226,10,7,70.0,3,30.0,701,3618,2069,8,6,0,9,8,781,1
578,Tanguy Coulibaly,fr,DF,Stuttgart,Bundesliga,19,2001,16.7,710,10,97,293,341,65,710,79,50,63.3,29,36.7,420,3127,1512,46,33,22,49,43,456,149
579,Thibaut Courtois,be,GK,Real Madrid,La Liga,28,1992,38.0,1404,1219,1401,3,0,0,1404,0,0,,0,,804,4413,2274,0,0,0,2,0,743,0
580,Philippe Coutinho,br,MF,Barcelona,La Liga,28,1992,7.3,584,7,36,244,310,38,584,15,11,73.3,4,26.7,387,2308,1257,38,35,15,9,7,506,61
581,Nicolas Cozza,fr,DF,Montpellier,Ligue 1,21,1999,15.2,791,85,340,345,113,7,791,20,12,60.0,8,40.0,426,2293,1336,25,23,1,21,3,427,27
582,Alessio Cragno,it,GK,Cagliari,it Serie A,26,1994,34.0,1048,919,1041,7,0,0,1048,0,0,,0,,482,2806,1987,0,1,1,1,0,344,0
583,Gian Crespi,it,GK,Crotone,it Serie A,19,2001,1.0,40,37,40,0,0,0,40,0,0,,0,,17,57,45,0,0,0,0,0,20,0
584,Aaron Cresswell,eng,DF,West Ham,Premier League,30,1989,35.2,2366,169,758,1071,555,14,2366,10,4,40.0,6,60.0,1148,5201,2524,35,31,0,13,9,1349,96
585,Domenico Criscito,it,DF,Genoa,it Serie A,33,1986,19.2,1279,120,521,639,132,6,1278,8,4,50.0,4,50.0,681,3551,2217,39,19,0,10,4,792,18
586,Bryan Cristante,it,DF,Roma,it Serie A,25,1995,23.9,1694,148,611,926,170,22,1694,27,23,85.2,4,14.8,1016,5818,3200,24,21,1,19,5,1252,33
587,Giovanni Crociata,it,DF,Crotone,it Serie A,22,1997,0.3,21,1,3,8,11,1,21,2,2,100.0,0,0.0,12,133,51,3,1,0,3,1,15,2
588,Juan Cruz Armada,es,DF,Osasuna,La Liga,28,1992,21.8,1052,67,347,509,200,3,1052,11,8,72.7,3,27.3,396,1988,836,19,19,1,18,8,456,41
589,Juan Cuadrado,co,DF,Juventus,it Serie A,32,1988,24.2,2028,42,426,923,705,71,2027,68,45,66.2,23,33.8,1217,6466,4037,93,68,37,47,20,1492,217
590,Andrés Cubas,py,MF,Nîmes,Ligue 1,24,1996,24.9,1275,61,424,757,113,7,1275,17,10,58.8,7,41.2,673,2738,1240,6,11,2,25,23,669,10
591,Sergio Cubero Ezcurra,es,MF,Eibar,La Liga,20,1999,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
592,Cucho,co,FW,Getafe,La Liga,21,1999,16.3,712,8,46,280,398,53,712,43,30,69.8,13,30.2,452,2673,1226,51,35,17,63,44,557,98
593,Marc Cucurella,es,MF,Getafe,La Liga,22,1998,36.0,1738,26,215,687,865,86,1738,59,24,40.7,35,59.3,894,4768,2328,77,53,24,83,42,1031,219
594,Mickaël Cuisance,fr,MF,Marseille,Ligue 1,20,1999,11.4,632,5,64,397,178,19,632,33,13,39.4,20,60.6,415,1930,820,19,18,3,37,35,487,53
595,Mickaël Cuisance,fr,FW,Bayern Munich,Bundesliga,20,1999,0.2,12,0,0,8,4,0,12,0,0,,0,,4,24,22,1,0,0,0,2,9,1
596,Matheus Cunha,br,FW,Hertha BSC,Bundesliga,21,1999,23.9,1144,11,107,513,558,85,1141,137,82,59.9,55,40.1,661,5134,2629,91,62,46,72,68,709,137
597,Giuseppe Cuomo,it,DF,Crotone,it Serie A,22,1998,8.9,623,48,314,289,21,4,623,9,3,33.3,6,66.7,306,1545,867,6,4,0,6,7,378,5
598,Patrick Cutrone,it,FW,Wolves,Premier League,22,1998,0.3,4,0,0,1,3,1,4,0,0,,0,,2,5,0,0,0,0,1,0,4,3
599,Patrick Cutrone,it,FW,Fiorentina,it Serie A,22,1998,2.2,75,1,2,35,39,7,75,0,0,,0,,39,210,75,1,1,1,4,7,57,22
600,Patrick Cutrone,it,FW,Valencia,La Liga,22,1998,1.2,31,0,2,18,11,3,31,1,1,100.0,0,0.0,22,76,37,1,1,0,4,0,23,6
601,Wylan Cyprien,fr,MF,Parma,it Serie A,25,1995,4.6,345,16,106,185,57,1,345,5,2,40.0,3,60.0,191,836,388,4,3,0,5,4,238,2
602,Rafael Czichos,de,DF,Köln,Bundesliga,30,1990,25.1,1623,200,920,683,29,15,1623,11,5,45.5,6,54.5,926,4912,2998,21,4,0,5,2,984,6
603,Lennart-Marten Czyborra,de,DF,Genoa,it Serie A,21,1999,13.0,685,35,201,301,185,14,685,12,5,41.7,7,58.3,326,1577,748,14,16,1,15,7,389,34
604,Danilo D'Ambrosio,it,DF,Inter,it Serie A,31,1988,7.8,544,51,220,259,66,10,544,7,4,57.1,3,42.9,326,1351,776,5,5,0,9,3,400,20
605,Damien Da Silva,fr,DF,Rennes,Ligue 1,32,1988,29.6,2267,190,988,1215,76,31,2267,11,10,90.9,1,9.1,1455,8235,4719,28,20,2,5,3,1667,4
606,Moanes Dabbur,il,FW,Hoffenheim,Bundesliga,28,1992,11.1,485,10,38,236,217,46,484,35,21,60.0,14,40.0,270,1350,602,20,17,5,44,17,349,80
607,Bryan Dabo,bf,MF,Benevento,it Serie A,28,1992,12.4,703,29,127,402,185,21,703,29,19,65.5,10,34.5,371,2196,1118,25,24,3,29,8,478,44
608,Colin Dagba,fr,DF,Paris S-G,Ligue 1,21,1998,15.1,1071,37,244,483,349,32,1071,11,7,63.6,4,36.4,618,2840,1620,38,33,12,15,12,759,110
609,Finn Dahmen,de,GK,Mainz 05,Bundesliga,22,1998,3.0,95,87,95,0,0,0,95,0,0,,0,,45,240,148,0,0,0,0,0,32,0
610,Mahmoud Dahoud,de,MF,Dortmund,Bundesliga,24,1996,14.0,1055,24,214,658,202,10,1055,25,22,88.0,3,12.0,630,3567,1506,21,29,4,23,21,761,30
611,Leon Dajaku,de,FW,Union Berlin,Bundesliga,19,2001,0.4,23,0,3,15,6,0,23,2,1,50.0,1,50.0,11,61,5,0,0,0,2,1,15,2
612,Stuart Dallas,nir,MF,Leeds United,Premier League,29,1991,37.9,2600,86,691,1299,636,58,2600,33,22,66.7,11,33.3,1475,8193,4303,95,68,10,53,34,1747,126
613,Diogo Dalot,pt,DF,Milan,it Serie A,21,1999,12.1,773,54,241,363,177,17,773,12,9,75.0,3,25.0,347,1937,1204,28,12,7,16,4,415,47
614,Mikkel Damsgaard,dk,MF,Sampdoria,it Serie A,20,2000,19.7,1033,15,139,453,468,52,1033,87,51,58.6,36,41.4,568,3304,1701,45,40,14,54,29,683,131
615,Flavius Daniliuc,at,DF,Nice,Ligue 1,19,2001,16.4,1242,99,527,655,61,13,1242,3,3,100.0,0,0.0,777,3905,2598,25,6,0,11,3,902,7
616,Danilo,br,DF,Juventus,it Serie A,29,1991,32.4,2744,148,843,1565,364,23,2744,25,22,88.0,3,12.0,1511,7130,4081,59,39,5,18,9,2011,55
617,Scott Dann,eng,DF,Crystal Palace,Premier League,33,1987,15.0,769,103,424,324,25,17,769,4,4,100.0,0,0.0,397,1543,779,2,0,0,5,0,446,0
618,Tiago Dantas,pt,MF,Bayern Munich,Bundesliga,19,2000,0.8,35,0,1,18,16,1,35,0,0,,0,,24,77,34,1,1,0,0,0,27,3
619,Dante,br,DF,Nice,Ligue 1,36,1983,8.6,757,80,377,366,15,11,757,1,1,100.0,0,0.0,536,2525,1469,3,2,0,2,1,608,0
620,Andrea Danzi,it,DF,Hellas Verona,it Serie A,21,1999,1.2,7,2,6,1,0,0,7,0,0,,0,,3,11,7,0,0,0,0,0,5,0
621,Ebrima Darboe,gm,MF,Roma,it Serie A,19,2001,3.6,289,5,65,201,27,0,289,4,3,75.0,1,25.0,193,910,415,3,2,0,3,1,212,2
622,Márton Dárdai,hu,DF,Hertha BSC,Bundesliga,18,2002,9.1,607,53,270,295,43,2,607,2,0,0.0,2,100.0,382,2279,1516,10,6,0,6,2,407,1
623,Vladimír Darida,cz,MF,Hertha BSC,Bundesliga,29,1990,21.1,1270,16,182,681,426,36,1270,34,20,58.8,14,41.2,680,3350,1413,35,34,6,42,21,801,105
624,Karl Darlow,wls,GK,Newcastle Utd,Premier League,29,1990,25.0,808,697,802,7,0,0,808,0,0,,0,,336,2189,1341,0,0,0,1,0,226,0
625,Matteo Darmian,it,DF,Parma,it Serie A,30,1989,2.3,125,7,57,48,21,0,125,1,1,100.0,0,0.0,43,161,72,1,1,0,1,1,70,7
626,Matteo Darmian,it,DF,Inter,it Serie A,30,1989,12.9,634,44,192,217,228,26,634,9,2,22.2,7,77.8,269,1155,660,19,7,5,7,5,359,79
627,Jonathan David,ca,FW,Lille,Ligue 1,20,2000,26.2,838,4,47,310,489,115,838,47,24,51.1,23,48.9,503,2325,1163,46,37,31,84,47,630,173
628,Alphonso Davies,ca,DF,Bayern Munich,Bundesliga,19,2000,19.6,1736,54,420,877,480,34,1736,96,63,65.6,33,34.4,1027,6227,3498,80,63,14,62,28,1109,131
629,Ben Davies,wls,DF,Tottenham,Premier League,27,1993,15.0,954,77,305,462,192,13,954,7,3,42.9,4,57.1,469,2152,1221,28,20,3,5,2,554,55
630,Tom Davies,eng,MF,Everton,Premier League,22,1998,15.8,866,57,278,497,105,4,866,24,18,75.0,6,25.0,507,2495,1166,11,7,1,21,10,576,17
631,Keinan Davis,eng,FW,Aston Villa,Premier League,22,1998,3.1,118,3,8,46,67,29,118,12,9,75.0,3,25.0,73,401,182,7,6,4,10,4,97,37
632,Leif Davis,eng,DF,Leeds United,Premier League,20,2000,0.4,25,3,16,7,3,0,25,0,0,,0,,15,100,46,1,2,0,1,1,17,0
633,Paweł Dawidowicz,pl,DF,Hellas Verona,it Serie A,25,1995,20.7,1111,127,550,463,103,20,1111,9,7,77.8,2,22.2,557,2374,1195,12,14,0,14,3,589,23
634,Craig Dawson,eng,DF,West Ham,Premier League,30,1990,21.4,961,164,540,396,32,21,961,0,0,,0,,522,2266,1078,2,3,0,5,0,537,1
635,Kevin De Bruyne,be,MF,Manchester City,Premier League,29,1991,22.2,1686,13,105,715,890,92,1683,67,48,71.6,19,28.4,1029,5855,3560,102,88,25,45,33,1285,186
636,Sebastien De Maio,fr,DF,Udinese,it Serie A,33,1987,9.5,471,62,229,233,13,7,471,0,0,,0,,240,1176,472,3,2,1,5,2,237,2
637,Rodrigo De Paul,ar,MF,Udinese,it Serie A,26,1994,35.6,2548,21,351,1257,996,59,2545,182,122,67.0,60,33.0,1675,12061,6259,167,142,21,93,56,1855,135
638,Mattia De Sciglio,it,DF,Juventus,it Serie A,27,1992,0.3,14,1,4,4,6,1,14,0,0,,0,,6,30,14,1,0,0,0,0,13,4
639,Mattia De Sciglio,it,DF,Lyon,Ligue 1,27,1992,16.3,1136,58,353,555,235,16,1136,21,12,57.1,9,42.9,586,2623,1274,25,18,3,17,2,695,82
640,Lorenzo De Silvestri,it,DF,Bologna,it Serie A,32,1988,23.8,1506,90,507,725,285,25,1506,4,3,75.0,1,25.0,741,3529,1694,28,21,2,13,13,876,52
641,Thibault De Smet,be,DF,Reims,Ligue 1,22,1998,5.5,414,12,122,200,95,5,414,4,2,50.0,2,50.0,202,1221,741,23,10,2,3,0,238,30
642,Lucas Deaux,fr,MF,Nîmes,Ligue 1,31,1988,19.5,1214,71,386,653,191,25,1214,30,19,63.3,11,36.7,714,3120,1696,23,7,6,35,18,793,47
643,Mathieu Debuchy,fr,DF,Saint-Étienne,Ligue 1,35,1985,23.4,1585,87,524,670,399,40,1585,29,14,48.3,15,51.7,651,2926,1383,33,18,1,33,14,736,91
644,Grégoire Defrel,mq,MF,Sassuolo,it Serie A,29,1991,14.8,549,8,57,244,255,45,549,26,14,53.8,12,46.2,323,1817,671,23,23,5,33,14,403,82
645,Alessandro Deiola,it,MF,Spezia,it Serie A,24,1995,4.0,184,8,35,96,56,7,184,2,2,100.0,0,0.0,104,448,151,3,2,1,6,2,122,16
646,Alessandro Deiola,it,MF,Cagliari,it Serie A,24,1995,6.8,310,17,94,160,60,3,310,1,1,100.0,0,0.0,129,718,257,5,2,1,7,4,177,9
647,Romain Del Castillo,fr,MF,Rennes,Ligue 1,24,1996,7.2,486,3,39,172,279,29,486,33,19,57.6,14,42.4,282,1521,787,24,11,10,28,12,347,104
648,Lorenzo Del Pinto,it,MF,Benevento,it Serie A,30,1990,0.1,8,0,3,5,0,0,8,0,0,,0,,3,16,0,0,0,0,0,1,8,0
649,Thomas Delaine,fr,DF,Metz,Ligue 1,28,1992,19.8,1029,48,295,444,304,24,1029,51,29,56.9,22,43.1,588,4611,3014,98,69,16,27,11,624,113
650,Thomas Delaney,dk,MF,Dortmund,Bundesliga,28,1991,14.3,976,33,268,583,133,11,976,5,2,40.0,3,60.0,457,1649,637,5,3,1,18,5,654,19
651,Liam Delap,eng,FW,Manchester City,Premier League,17,2003,0.4,10,0,0,7,3,1,10,0,0,,0,,5,7,0,0,0,0,3,1,7,1
652,Jonathan Delaplace,fr,DF,Lorient,Ligue 1,34,1986,10.1,613,30,179,271,167,17,613,7,4,57.1,3,42.9,268,1226,525,15,9,3,19,1,301,48
653,Sacha Delaye,fr,MF,Montpellier,Ligue 1,18,2002,0.1,4,1,3,1,0,0,4,0,0,,0,,2,4,2,0,0,0,0,0,1,0
654,Cristian Dell'Orco,it,DF,Spezia,it Serie A,26,1994,2.9,171,20,77,79,18,2,171,0,0,,0,,72,419,253,2,2,0,3,1,90,2
655,Andy Delort,dz,FW,Montpellier,Ligue 1,28,1991,27.6,1232,37,83,508,658,144,1231,62,31,50.0,31,50.0,620,2910,1238,48,28,25,75,23,923,210
656,Fabian Delph,eng,MF,Everton,Premier League,30,1989,3.0,268,7,70,170,32,0,268,10,7,70.0,3,30.0,170,840,390,2,7,0,4,0,208,4
657,Moussa Dembélé,fr,FW,Atlético Madrid,La Liga,24,1996,1.1,46,0,1,21,25,10,46,2,2,100.0,0,0.0,28,294,93,4,2,2,6,1,38,12
658,Moussa Dembélé,fr,FW,Lyon,Ligue 1,24,1996,7.5,240,13,17,85,138,49,240,23,9,39.1,14,60.9,128,592,229,9,6,7,17,14,173,45
659,Ousmane Dembélé,fr,FW,Barcelona,La Liga,23,1997,19.7,1258,6,72,376,830,136,1258,99,63,63.6,36,36.4,921,6842,3716,140,100,62,51,31,1041,288
660,Merih Demiral,tr,DF,Juventus,it Serie A,22,1998,10.4,735,95,388,326,25,10,735,4,2,50.0,2,50.0,378,1960,792,2,3,0,3,2,535,2
661,Kerem Demirbay,de,MF,Leverkusen,Bundesliga,27,1993,19.4,1440,20,180,827,450,29,1440,41,23,56.1,18,43.9,777,4193,2101,41,43,7,54,29,1031,74
662,Ermedin Demirović,ba,FW,Freiburg,Bundesliga,22,1998,16.6,482,29,60,196,231,58,482,28,14,50.0,14,50.0,255,1359,461,16,7,9,52,30,320,88
663,Diego Demme,de,MF,Napoli,it Serie A,28,1991,17.7,1412,47,280,894,247,21,1412,14,7,50.0,7,50.0,887,3953,1867,27,31,2,14,18,1084,26
664,Jason Denayer,be,DF,Lyon,Ligue 1,25,1995,29.0,1924,216,892,1001,39,7,1924,6,6,100.0,0,0.0,1203,5541,3349,15,14,1,6,1,1386,3
665,Leander Dendoncker,be,MF,Wolves,Premier League,25,1995,27.8,1488,95,435,834,227,59,1488,13,7,53.8,6,46.2,727,3396,1628,15,12,4,30,11,967,31
666,Kévin Denkey,tg,FW,Nîmes,Ligue 1,19,2000,5.8,168,3,8,78,83,25,168,9,5,55.6,4,44.4,107,388,119,6,1,5,18,9,121,37
667,Emmanuel Dennis,ng,FW,Köln,Bundesliga,22,1997,5.3,211,1,18,96,101,21,211,21,11,52.4,10,47.6,122,821,291,11,7,5,28,4,147,44
668,Stefano Denswil,sr,DF,Bologna,it Serie A,27,1993,1.3,89,2,38,36,15,0,89,0,0,,0,,49,151,92,1,1,0,0,0,58,1
669,Fabio Depaoli,it,DF,Benevento,it Serie A,23,1997,12.4,544,49,216,221,114,11,544,9,5,55.6,4,44.4,232,1019,517,4,9,1,10,7,266,25
670,Fabio Depaoli,it,MF,Sampdoria,it Serie A,23,1997,0.9,25,1,1,6,19,3,25,1,1,100.0,0,0.0,15,82,40,2,1,1,4,0,17,9
671,Fabio Depaoli,it,DF,Atalanta,it Serie A,23,1997,2.1,125,2,17,61,47,4,125,2,1,50.0,1,50.0,59,227,127,3,3,0,5,3,82,22
672,Clément Depres,fr,FW,Nîmes,Ligue 1,25,1994,0.2,6,0,1,2,3,0,6,1,0,0.0,1,100.0,5,11,3,0,0,0,0,0,6,2
673,Mike van der Hoorn,nl,DF,Arminia,Bundesliga,27,1992,15.1,972,134,601,357,17,13,972,1,1,100.0,0,0.0,552,2610,1437,4,1,0,3,3,645,3
674,Kastriot Dermaku,al,DF,Parma,it Serie A,28,1992,1.1,53,15,34,19,0,0,53,0,0,,0,,16,102,54,0,0,0,0,0,31,0
675,Kiril Despodov,bg,FW,Cagliari,it Serie A,23,1996,0.1,4,0,0,1,3,0,4,0,0,,0,,1,1,0,0,0,0,1,0,1,0
676,Sergiño Dest,us,DF,Barcelona,La Liga,19,2000,21.2,1501,40,300,553,657,77,1501,60,29,48.3,31,51.7,968,4665,2582,74,38,26,34,26,1081,218
677,Mattia Destro,it,FW,Genoa,it Serie A,29,1991,17.8,456,10,37,236,191,79,456,52,24,46.2,28,53.8,280,1254,502,22,11,12,44,20,346,76
678,Gerard Deulofeu,es,FW,Udinese,it Serie A,26,1994,6.6,322,2,22,94,209,46,322,21,9,42.9,12,57.1,220,1422,845,34,11,21,21,10,235,73
679,Deyverson,br,FW,Alavés,La Liga,29,1991,9.7,434,13,52,200,187,29,434,18,9,50.0,9,50.0,195,727,246,5,7,1,32,11,290,48
680,Jacopo Dezi,it,FW,Parma,it Serie A,28,1992,0.9,55,0,6,27,22,2,55,0,0,,0,,24,109,14,0,2,0,3,1,37,5
681,Samuel Di Carmine,it,FW,Hellas Verona,it Serie A,31,1988,5.6,169,5,10,80,80,22,169,3,2,66.7,1,33.3,95,520,174,10,4,3,14,13,154,44
682,Samuel Di Carmine,it,FW,Crotone,it Serie A,31,1988,5.3,140,5,13,78,49,9,140,2,0,0.0,2,100.0,81,308,88,5,3,1,8,5,114,21
683,Giovanni Di Lorenzo,it,DF,Napoli,it Serie A,26,1993,36.0,2917,118,795,1438,714,82,2917,54,30,55.6,24,44.4,1819,8831,5164,104,59,13,31,16,2038,192
684,Ángel Di María,ar,FW,Paris S-G,Ligue 1,32,1988,20.6,1447,13,75,540,846,84,1447,78,40,51.3,38,48.7,962,5564,2661,90,67,24,56,22,1144,219
685,Alessandro Di Pardo,it,FW,Juventus,it Serie A,21,1999,0.2,9,1,3,5,1,0,9,2,2,100.0,0,0.0,5,15,12,0,0,0,0,0,6,0
