Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2065,Jordan Pefok,us,FW,,Gladbach,Bundesliga,27,1996,15.8,470,35,56,273,144,64,470,13,3,23.1,9,69.2,253,934,285,5,4,2,43,30,337,73
2066,Jordan Pefok,us,FW,,Union Berlin,Bundesliga,27,1996,0.3,12,0,2,4,6,3,12,0,0,,0,,5,13,0,0,0,0,4,1,8,1
2067,Dženan Pejčinović,de,FW,,Wolfsburg,Bundesliga,18,2005,0.4,16,0,0,7,9,4,16,0,0,,0,,8,23,19,1,0,0,1,0,11,2
2068,Pejiño,es,FW,,Las Palmas,La Liga,27,1996,5.6,321,3,29,124,170,15,321,34,15,44.1,18,52.9,204,1363,511,17,15,4,17,13,241,66
2069,Pietro Pellegri,it,FW,,Torino,Serie A,22,2001,8.4,231,5,18,99,123,25,231,15,5,33.3,7,46.7,129,835,366,14,15,2,25,15,162,52
2070,Lorenzo Pellegrini,it,MF,,Roma,Serie A,27,1996,20.7,1090,23,161,581,364,49,1089,38,19,50.0,16,42.1,645,4091,1797,43,36,5,42,20,772,97
2071,Luca Pellegrini,it,DF,,Lazio,Serie A,24,1999,8.7,613,20,197,275,150,7,613,28,14,50.0,12,42.9,292,1638,983,18,8,2,10,6,351,30
2072,Marco Pellegrino,,DF,,Salernitana,Serie A,,,6.1,318,46,171,136,12,5,318,2,1,50.0,1,50.0,160,719,369,0,2,0,1,2,200,1
2073,Marco Pellegrino,,DF,,Milan,Serie A,,,0.8,55,9,33,20,2,1,55,1,0,0.0,1,100.0,41,228,153,1,0,0,0,0,39,0
2074,Facundo Pellistri,uy,FW,MF,Manchester Utd,Premier League,21,2001,1.9,117,5,23,37,58,13,117,11,5,45.5,4,36.4,74,482,185,6,7,4,4,4,79,31
2075,Facundo Pellistri,uy,MF,FW,Granada,La Liga,21,2001,13.7,460,9,66,150,260,50,460,28,12,42.9,14,50.0,271,2127,1015,33,14,13,42,20,281,96
2076,Andy Pelmard,fr,DF,,Clermont Foot,Ligue 1,23,2000,33.2,1928,220,844,1011,94,4,1928,10,7,70.0,2,20.0,1393,9458,4757,39,24,2,10,3,1256,7
2077,Aurélien Pelon,fr,DF,,Lorient,Ligue 1,19,2004,1.0,44,13,31,12,1,0,44,1,1,100.0,0,0.0,27,135,30,0,0,0,0,0,25,0
2078,Faris Pemi Moumbagna,cm,FW,,Marseille,Ligue 1,23,2000,6.1,168,1,6,75,88,37,168,7,1,14.3,6,85.7,123,506,165,6,4,4,19,7,125,32
2079,Iñaki Peña,es,GK,,Barcelona,La Liga,24,1999,10.0,314,279,313,1,0,0,314,0,0,,0,,187,792,437,0,0,0,0,0,165,0
2080,Marcos Peña,es,MF,,Almería,La Liga,18,2005,4.9,274,15,104,162,11,1,274,1,0,0.0,1,100.0,103,443,140,0,2,0,3,3,158,0
2081,Rubén Peña,es,DF,FW,Osasuna,La Liga,32,1991,23.2,1241,49,290,501,468,41,1241,73,35,47.9,33,45.2,608,3824,1843,62,43,9,45,33,670,147
2082,Pepín,gq,MF,FW,Monza,Serie A,26,1996,2.7,177,7,28,87,62,2,177,4,1,25.0,1,25.0,109,423,162,1,3,0,6,1,123,12
2083,Alberto Perea,es,MF,FW,Granada,La Liga,32,1990,0.0,8,0,1,3,4,0,8,1,0,0.0,0,0.0,7,24,10,0,0,0,0,0,6,1
2084,Andreas Pereira,br,MF,,Fulham,Premier League,27,1996,29.0,1516,20,161,662,703,64,1516,41,19,46.3,22,53.7,829,4460,2016,56,51,13,49,41,1013,125
2085,Danilo Pereira,pt,DF,,Paris S-G,Ligue 1,31,1991,22.2,2430,240,827,1543,70,15,2430,5,3,60.0,2,40.0,2016,10737,6336,28,23,0,4,1,1902,2
2086,Mathias Pereira Lage,pt,FW,MF,Brest,Ligue 1,26,1996,13.2,564,15,70,215,285,45,564,28,8,28.6,16,57.1,354,2261,727,19,14,3,28,13,351,95
2087,Pedro Pereira,pt,DF,,Monza,Serie A,25,1998,9.3,600,22,164,261,179,15,600,11,5,45.5,4,36.4,361,1501,886,20,18,3,6,8,401,69
2088,Daniel Peretz,il,GK,,Bayern Munich,Bundesliga,23,2000,0.2,17,12,17,0,0,0,17,0,0,,0,,11,31,24,0,0,0,0,0,12,0
2089,Roberto Pereyra,ar,FW,MF,Udinese,Serie A,32,1991,20.6,806,36,182,387,253,41,805,40,16,40.0,22,55.0,486,3084,1350,39,21,8,46,27,531,82
2090,Ayoze Pérez,es,FW,,Betis,La Liga,30,1993,25.5,1125,19,126,510,513,156,1125,112,50,44.6,54,48.2,700,4465,2436,90,51,41,70,51,799,175
2091,Carles Pérez,es,MF,DF,Celta Vigo,La Liga,25,1998,8.6,393,9,55,147,200,25,393,37,14,37.8,18,48.6,264,1791,882,34,20,8,20,17,287,66
2092,Francisco Perez,es,MF,FW,Valencia,La Liga,20,2002,22.8,856,16,144,362,374,43,856,101,40,39.6,47,46.5,578,3862,1719,59,29,17,72,42,599,145
2093,Kike Pérez,es,MF,FW,Rayo Vallecano,La Liga,26,1997,9.3,510,14,76,285,155,15,510,33,9,27.3,19,57.6,296,1798,879,17,10,3,30,16,346,42
2094,Nehuén Pérez,ar,DF,,Udinese,Serie A,23,2000,36.0,1990,249,946,939,133,29,1990,15,9,60.0,5,33.3,998,4824,2854,28,21,1,18,6,1061,24
2095,Matteo Perez Vinlöf,se,FW,,Bayern Munich,Bundesliga,17,2005,0.2,19,0,9,6,4,0,19,1,0,0.0,1,100.0,9,30,11,0,0,0,1,0,12,1
2096,Simone Perilli,it,GK,,Hellas Verona,Serie A,28,1995,1.0,45,32,44,1,0,0,45,0,0,,0,,23,110,58,0,0,0,0,0,19,0
2097,Mattia Perin,it,GK,,Juventus,Serie A,30,1992,2.5,70,57,69,1,0,0,70,0,0,,0,,41,255,141,0,0,0,0,0,38,0
2098,Samuele Perisan,it,GK,,Empoli,Serie A,25,1997,1.0,33,32,33,0,0,0,33,0,0,,0,,13,61,53,0,0,0,0,0,12,0
2099,Ivan Perišić,hr,FW,,Tottenham,Premier League,34,1989,1.1,93,3,24,20,49,10,93,7,4,57.1,3,42.9,65,398,277,15,5,6,2,0,74,17
2100,Romain Perraud,fr,DF,FW,Nice,Ligue 1,25,1997,4.1,300,15,104,120,77,5,300,7,2,28.6,4,57.1,176,947,393,6,6,1,11,2,162,13
2101,Lucas Perrin,fr,DF,,Strasbourg,Ligue 1,24,1998,30.3,2122,350,1141,937,58,24,2122,10,5,50.0,4,40.0,1553,9267,5259,17,11,2,15,4,1446,8
2102,Máximo Perrone,ar,MF,,Las Palmas,La Liga,20,2003,18.0,1492,54,457,901,144,8,1492,24,11,45.8,11,45.8,759,2885,1239,12,11,2,23,14,1141,22
2103,Pavao Pervan,at,GK,,Wolfsburg,Bundesliga,35,1987,9.0,314,279,314,0,0,0,314,0,0,,0,,170,784,465,0,0,0,0,0,163,0
2104,Matteo Pessina,it,MF,,Monza,Serie A,26,1997,35.8,2459,89,502,1550,421,31,2454,34,14,41.2,15,44.1,1582,9264,4472,69,66,2,54,18,1773,53
2105,Andrea Petagna,it,FW,,Cagliari,Serie A,28,1995,11.1,328,8,26,153,153,39,328,17,11,64.7,4,23.5,180,923,264,11,8,3,31,23,256,56
2106,Denis Petrić,rs,GK,,Nantes,Ligue 1,35,1988,0.3,8,7,8,0,0,0,8,0,0,,0,,6,38,16,0,0,0,0,0,4,0
2107,Njegoš Petrović,rs,MF,FW,Granada,La Liga,24,1999,1.7,108,6,20,59,31,1,108,5,3,60.0,2,40.0,67,340,163,3,1,0,5,0,69,3
2108,Đorđe Petrović,rs,GK,,Chelsea,Premier League,23,1999,22.1,855,755,852,3,0,0,855,0,0,,0,,482,2076,1103,0,0,0,1,0,475,0
2109,Jens Petter Hauge,no,MF,FW,Eint Frankfurt,Bundesliga,23,1999,1.6,103,2,16,44,44,5,103,6,2,33.3,4,66.7,63,405,238,7,3,3,3,0,69,15
2110,Germán Pezzella,ar,DF,,Betis,La Liga,32,1991,30.7,1779,240,1028,705,53,35,1779,6,3,50.0,3,50.0,974,4522,2271,5,7,0,19,4,1105,1
2111,Giuseppe Pezzella,it,DF,,Empoli,Serie A,25,1997,12.1,707,38,221,305,186,7,707,25,10,40.0,14,56.0,364,2324,1406,44,22,1,11,6,399,36
2112,Luca Pfeiffer,de,FW,MF,Darmstadt 98,Bundesliga,26,1996,18.0,565,25,66,266,237,59,565,21,7,33.3,9,42.9,278,1365,529,15,14,2,23,19,373,81
2113,Patric Pfeiffer,de,DF,,Augsburg,Bundesliga,23,1999,5.7,340,36,153,158,31,19,340,1,0,0.0,1,100.0,153,637,299,1,0,0,6,1,184,4
2114,Maximilian Philipp,de,FW,MF,Freiburg,Bundesliga,29,1994,3.6,155,4,22,76,57,14,155,1,0,0.0,1,100.0,94,341,105,3,4,2,8,7,105,28
2115,Kalvin Phillips,eng,MF,,West Ham,Premier League,27,1995,3.4,215,7,43,153,21,1,215,5,1,20.0,4,80.0,110,585,240,3,1,0,4,3,136,4
2116,Kalvin Phillips,eng,MF,,Manchester City,Premier League,27,1995,1.0,87,3,14,52,23,1,87,3,1,33.3,2,66.7,51,402,221,7,5,1,4,2,57,3
2117,Jaden Philogene Bidace,eng,FW,,Aston Villa,Premier League,21,2002,0.0,4,0,1,1,2,1,4,0,0,,0,,2,39,39,2,1,1,0,0,3,1
2118,Kamil Piątkowski,pl,DF,,Granada,La Liga,23,2000,5.6,301,43,185,102,15,5,301,1,1,100.0,0,0.0,181,766,406,2,1,0,7,1,191,0
2119,Roberto Piccoli,it,FW,,Empoli,Serie A,22,2001,0.4,10,0,0,4,6,1,10,1,0,0.0,1,100.0,5,12,1,0,0,0,1,0,6,0
2120,Roberto Piccoli,it,FW,,Lecce,Serie A,22,2001,15.3,478,15,57,206,224,77,477,34,13,38.2,19,55.9,265,1364,598,25,12,14,49,31,330,72
2121,Florian Pick,de,MF,FW,Heidenheim,Bundesliga,27,1995,3.6,237,5,32,80,131,13,237,26,11,42.3,13,50.0,139,929,421,12,6,4,8,7,143,34
2122,Jordan Pickford,eng,GK,,Everton,Premier League,29,1994,38.0,1680,1106,1544,141,0,0,1680,1,1,100.0,0,0.0,904,6014,3889,1,0,0,0,0,773,0
2123,Amos Pieper,de,DF,,Werder Bremen,Bundesliga,25,1998,6.6,395,45,195,177,27,10,395,0,0,,0,,194,983,474,3,3,0,5,0,220,3
2124,Marvin Pieringer,de,MF,FW,Heidenheim,Bundesliga,23,1999,16.8,644,28,99,325,231,64,644,28,10,35.7,13,46.4,309,1734,759,28,24,12,40,21,407,72
2125,Santiago Pierotti,ar,MF,FW,Lecce,Serie A,22,2001,2.2,110,0,7,56,50,13,110,11,7,63.6,4,36.4,64,322,91,4,3,4,10,5,74,20
2126,Niccolò Pierozzi,it,DF,,Salernitana,Serie A,21,2001,9.7,463,46,192,220,53,9,463,2,1,50.0,1,50.0,188,922,401,3,5,0,8,0,217,20
2127,Ronaël Pierre-Gabriel,fr,DF,,Nantes,Ligue 1,25,1998,6.6,376,35,153,146,82,8,376,8,4,50.0,4,50.0,216,1426,659,12,13,0,9,3,202,12
2128,Andrea Pinamonti,it,FW,,Sassuolo,Serie A,24,1999,34.2,939,44,76,447,420,144,936,31,12,38.7,16,51.6,454,1591,475,17,11,15,63,37,656,165
2129,Ethan Pinnock,jm,DF,,Brentford,Premier League,30,1993,28.0,1768,303,1001,661,113,43,1768,10,6,60.0,3,30.0,922,5095,3160,11,5,1,11,4,1025,16
2130,Yeremi Pino,es,MF,FW,Villarreal,La Liga,20,2002,5.3,261,8,57,83,126,22,261,17,9,52.9,6,35.3,156,787,333,11,5,8,16,9,166,49
2131,Carlo Pinsoglio,it,GK,,Juventus,Serie A,33,1990,0.5,23,22,23,0,0,0,23,0,0,,0,,17,61,26,0,0,0,0,0,16,0
2132,Lorenzo Pirola,it,DF,,Salernitana,Serie A,21,2002,22.1,1280,198,664,567,53,21,1280,6,0,0.0,4,66.7,644,2936,1499,13,7,0,5,5,786,7
2133,Niccolò Pisilli,it,MF,,Roma,Serie A,18,2004,0.1,7,0,0,6,1,0,7,0,0,,0,,5,24,10,0,0,0,1,0,6,1
2134,Alassane Pléa,fr,FW,MF,Gladbach,Bundesliga,30,1993,21.3,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157
2135,Tommaso Pobega,it,MF,,Milan,Serie A,24,1999,3.5,186,17,57,102,30,5,186,6,3,50.0,3,50.0,109,507,258,6,4,1,4,3,114,10
2136,Paul Pogba,fr,MF,,Juventus,Serie A,30,1993,0.6,43,1,4,25,14,2,43,2,1,50.0,1,50.0,23,108,53,1,1,0,2,0,32,5
2137,Ole Pohlmann,de,MF,,Dortmund,Bundesliga,22,2001,0.6,31,1,3,13,15,2,31,2,1,50.0,1,50.0,19,127,32,0,1,1,3,1,20,4
2138,Matteo Politano,it,FW,,Napoli,Serie A,29,1993,26.2,1550,14,166,555,845,86,1547,83,31,37.3,39,47.0,944,7031,3397,113,80,22,45,24,1155,216
2139,Sebastian Polter,de,FW,,Darmstadt 98,Bundesliga,32,1991,5.0,161,6,11,78,73,23,161,5,2,40.0,3,60.0,80,311,78,5,1,1,16,7,133,26
2140,Julien Ponceau,fr,MF,,Lorient,Ligue 1,22,2000,24.9,1471,30,233,771,499,52,1471,85,42,49.4,38,44.7,1139,8029,3775,106,93,14,47,41,1058,152
2141,Marin Pongračić,hr,DF,,Lecce,Serie A,25,1997,35.8,2191,322,1143,1018,60,23,2191,23,15,65.2,4,17.4,1324,10044,5792,45,18,1,15,3,1324,7
2142,Nick Pope,eng,GK,,Newcastle Utd,Premier League,31,1992,14.9,434,366,428,5,1,1,434,0,0,,0,,217,1147,633,0,0,0,0,0,172,0
2143,Pedro Porro,es,DF,,Tottenham,Premier League,23,1999,34.3,2786,161,783,1098,929,69,2786,57,26,45.6,24,42.1,1369,5484,2925,57,46,10,37,15,1670,158
2144,Portu,es,FW,,Getafe,La Liga,31,1992,1.1,36,0,5,4,28,4,36,3,0,0.0,3,100.0,17,184,97,3,4,0,2,1,23,3
2145,Portu,es,MF,FW,Girona,La Liga,31,1992,13.2,426,4,43,183,207,55,426,19,4,21.1,14,73.7,270,1533,809,32,30,10,23,15,314,96
2146,Stefan Posch,at,DF,,Bologna,Serie A,26,1997,26.8,2358,117,852,1158,363,33,2358,26,11,42.3,13,50.0,1410,7113,3253,44,35,4,29,12,1618,64
2147,Yussuf Poulsen,dk,FW,,RB Leipzig,Bundesliga,29,1994,13.5,424,16,44,214,175,62,424,22,12,54.5,7,31.8,257,950,369,11,10,5,25,20,317,78
2148,José Pozo,es,MF,,Rayo Vallecano,La Liga,27,1996,0.2,16,0,2,9,5,0,16,0,0,,0,,11,47,19,0,1,0,4,0,12,2
2149,Alejandro Pozo Pozo,es,DF,MF,Almería,La Liga,24,1999,10.8,708,28,186,340,184,11,708,14,1,7.1,12,85.7,353,1565,758,22,15,3,16,4,410,62
2150,Beñat Prados,es,MF,DF,Athletic Club,La Liga,22,2001,16.1,990,30,156,614,233,14,990,19,12,63.2,6,31.6,536,2501,1229,23,21,1,19,19,613,30
2151,Matteo Prati,it,MF,,Cagliari,Serie A,19,2003,21.9,945,33,217,574,164,22,945,9,4,44.4,5,55.6,407,1611,701,8,9,1,15,7,522,17
2152,Abdón Prats,es,FW,MF,Mallorca,La Liga,30,1992,14.1,376,16,34,171,181,43,376,18,8,44.4,10,55.6,183,830,285,9,9,5,41,10,266,49
2153,Sanjin Prcić,ba,MF,,Strasbourg,Ligue 1,29,1993,1.0,54,0,12,33,9,0,54,0,0,,0,,40,223,84,0,0,0,1,0,36,0
2154,Grischa Prömel,de,MF,,Hoffenheim,Bundesliga,28,1995,23.8,1209,54,222,698,297,36,1209,31,12,38.7,15,48.4,672,3350,1408,35,36,1,32,25,841,60
2155,Ivan Provedel,it,GK,,Lazio,Serie A,29,1994,30.0,1092,925,1075,17,0,0,1092,2,1,50.0,1,50.0,614,3186,1775,0,0,0,1,0,603,0
2156,Marc Pubill,es,DF,,Almería,La Liga,20,2003,20.9,1250,112,435,555,278,33,1250,65,33,50.8,23,35.4,580,3384,1864,59,42,7,33,14,645,85
2157,Gustavo Puerta,co,DF,MF,Leverkusen,Bundesliga,20,2003,0.5,53,2,5,38,10,0,53,1,1,100.0,0,0.0,37,186,44,1,1,0,1,0,39,1
2158,Antonio Puertas,es,MF,FW,Granada,La Liga,31,1992,8.1,321,3,43,137,148,33,319,31,15,48.4,15,48.4,210,1179,476,18,18,7,24,11,218,46
2159,Arnau Puigmal,es,FW,DF,Almería,La Liga,22,2001,2.8,122,2,20,56,48,2,122,7,2,28.6,4,57.1,76,437,210,4,3,0,7,2,78,17
2160,Christian Pulisic,us,FW,MF,Milan,Serie A,24,1998,28.9,1389,15,113,588,709,128,1389,122,47,38.5,54,44.3,995,7489,3876,131,62,46,70,33,1112,293
2161,George Pușcaș,ro,FW,,Genoa,Serie A,27,1996,2.1,92,2,2,45,46,17,92,3,1,33.3,2,66.7,58,319,119,5,5,3,10,6,75,17
2162,Jarell Quansah,eng,DF,,Liverpool,Premier League,20,2003,13.2,1284,92,521,724,46,8,1284,7,4,57.1,3,42.9,894,4943,2497,13,10,0,3,2,952,1
2163,Domingos Quina,pt,MF,,Udinese,Serie A,23,1999,0.1,2,0,1,1,0,0,2,0,0,,0,,1,2,0,0,0,0,0,0,0,0
2164,Adrien Rabiot,fr,MF,,Juventus,Serie A,28,1995,29.5,1525,69,269,829,447,79,1525,54,28,51.9,21,38.9,893,5580,2746,72,59,10,52,19,1027,106
2165,Uroš Račić,rs,MF,,Sassuolo,Serie A,25,1998,9.1,481,30,117,284,83,5,481,7,6,85.7,1,14.3,240,1134,493,5,6,0,9,6,310,11
2166,Nemanja Radonjić,rs,MF,FW,Torino,Serie A,27,1996,4.2,140,0,9,50,81,15,140,23,10,43.5,11,47.8,92,617,251,11,3,6,15,3,111,24
2167,Nemanja Radonjić,rs,MF,DF,Mallorca,La Liga,27,1996,3.9,181,0,18,71,98,19,181,33,21,63.6,11,33.3,110,1035,589,23,8,13,13,5,128,43
2168,Aleksandar Radovanović,rs,DF,,Almería,La Liga,29,1993,6.3,279,68,177,100,3,2,279,1,0,0.0,1,100.0,110,401,142,0,0,0,2,0,152,1
2169,Ionuț Radu,ro,GK,,Bournemouth,Premier League,26,1997,2.0,70,64,70,0,0,0,70,0,0,,0,,51,215,101,0,0,0,0,0,40,0
2170,Boris Radunović,rs,GK,,Cagliari,Serie A,27,1996,7.0,238,202,237,1,0,0,238,0,0,,0,,113,608,366,0,0,0,1,0,86,0
2171,Hamza Rafia,tn,MF,,Lecce,Serie A,24,1999,13.4,687,16,109,386,198,12,687,30,12,40.0,14,46.7,399,1621,609,15,12,3,29,22,451,37
2172,Abdellah Raihani,ma,FW,,Atlético Madrid,La Liga,19,2004,0.1,1,0,0,0,1,1,1,0,0,,0,,1,0,0,0,0,0,1,0,1,1
2173,Antonio Raillo,es,DF,,Mallorca,La Liga,31,1991,24.4,1437,197,743,626,76,41,1437,2,1,50.0,1,50.0,691,4771,2963,24,11,1,10,7,762,4
2174,Luca Raimund,de,FW,MF,Stuttgart,Bundesliga,18,2005,0.3,34,0,5,10,20,3,34,0,0,,0,,18,67,27,0,0,0,2,2,21,2
2175,Predrag Rajković,rs,GK,,Mallorca,La Liga,27,1995,36.0,1325,1084,1304,22,0,0,1325,3,3,100.0,0,0.0,670,3958,2410,0,0,0,1,0,563,0
2176,Jesurun Rak Sakyi,eng,MF,FW,Crystal Palace,Premier League,20,2002,1.5,77,1,10,19,48,13,77,10,4,40.0,5,50.0,46,252,145,7,3,5,4,3,54,18
2177,Ivan Rakitić,hr,MF,,Sevilla,La Liga,35,1988,15.8,1251,19,169,685,412,23,1251,20,8,40.0,9,45.0,641,2999,1588,24,21,1,30,5,797,52
2178,Ylber Ramadani,al,MF,,Lecce,Serie A,27,1996,33.0,1588,75,434,957,232,6,1588,40,23,57.5,14,35.0,843,4599,1919,36,31,0,35,25,888,14
2179,Largie Ramazani,be,FW,MF,Almería,La Liga,22,2001,17.3,578,11,90,251,263,59,578,74,31,41.9,38,51.4,381,3109,1775,59,41,27,45,33,396,104
2180,Benito Ramírez,es,FW,MF,Las Palmas,La Liga,28,1995,4.3,245,6,32,106,112,10,245,11,2,18.2,9,81.8,150,963,471,13,8,5,10,3,168,46
2181,Sandro Ramírez,es,FW,,Las Palmas,La Liga,28,1995,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209
2182,Chris Ramos,es,FW,MF,Cádiz,La Liga,26,1997,29.0,896,51,100,323,479,136,896,69,18,26.1,44,63.8,431,1951,701,31,24,21,95,53,645,102
2183,Gonçalo Ramos,pt,FW,,Paris S-G,Ligue 1,22,2001,15.8,592,17,76,238,282,93,591,21,8,38.1,11,52.4,432,1766,518,11,10,10,37,16,439,88
2184,Sergio Ramos,es,DF,,Sevilla,La Liga,37,1986,28.0,1870,289,1000,801,85,29,1870,11,6,54.5,3,27.3,994,5262,2701,11,10,3,13,6,1192,5
2185,Aaron Ramsdale,eng,GK,,Arsenal,Premier League,25,1998,6.0,197,140,186,11,0,0,197,0,0,,0,,137,697,399,0,0,0,1,0,104,0
2186,Aaron Ramsey,eng,MF,FW,Burnley,Premier League,20,2003,5.9,228,15,63,102,65,9,228,10,3,30.0,6,60.0,117,514,168,8,5,4,11,10,142,17
2187,Jacob Ramsey,eng,FW,MF,Aston Villa,Premier League,22,2001,9.5,433,10,69,178,195,47,433,20,8,40.0,11,55.0,271,1777,836,33,19,11,18,21,314,69
2188,Luca Ranieri,it,DF,,Fiorentina,Serie A,24,1999,22.9,1538,120,683,775,89,16,1538,13,4,30.8,8,61.5,937,4601,2808,17,22,0,13,0,1013,5
2189,Filippo Ranocchia,it,MF,DF,Empoli,Serie A,22,2001,5.3,284,19,69,165,51,4,284,10,6,60.0,2,20.0,158,899,359,5,4,0,12,8,174,11
2190,Grant Ranos,am,MF,FW,Gladbach,Bundesliga,20,2003,0.5,36,0,1,15,20,4,36,3,1,33.3,2,66.7,20,82,14,0,1,0,2,5,23,4
2191,Raphinha,br,FW,MF,Barcelona,La Liga,26,1996,15.2,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164
2192,Nicolai Rapp,de,DF,,Werder Bremen,Bundesliga,26,1996,0.8,56,7,31,24,1,0,56,0,0,,0,,29,144,64,1,0,0,1,1,24,0
2193,Elba Rashani,xk,MF,FW,Clermont Foot,Ligue 1,30,1993,13.1,550,17,93,238,227,42,550,46,17,37.0,26,56.5,403,2377,803,19,16,6,22,22,367,102
2194,Marcus Rashford,eng,FW,,Manchester Utd,Premier League,25,1997,25.2,1024,24,124,345,570,130,1022,109,48,44.0,53,48.6,689,4980,2388,95,51,64,59,38,798,184
2195,Giacomo Raspadori,it,FW,MF,Napoli,Serie A,23,2000,17.6,886,5,69,373,449,90,885,30,14,46.7,14,46.7,540,2852,895,29,18,12,33,18,689,139
2196,Andrei Ratiu,ro,DF,MF,Rayo Vallecano,La Liga,25,1998,7.0,392,22,121,157,116,18,392,29,13,44.8,14,48.3,178,1299,729,28,19,8,14,7,219,25
2197,Raúl,es,FW,,Osasuna,La Liga,22,2000,15.1,455,12,35,199,224,64,455,21,6,28.6,13,61.9,221,899,381,16,11,7,36,16,339,68
2198,David Raum,de,DF,,RB Leipzig,Bundesliga,25,1998,30.4,2442,88,653,1002,807,45,2442,32,18,56.3,13,40.6,1223,5411,2900,77,44,15,33,15,1474,246
2199,Federico Ravaglia,it,GK,,Bologna,Serie A,23,1999,5.9,218,195,214,4,0,0,218,1,1,100.0,0,0.0,132,579,320,0,0,0,1,0,123,0
2200,David Raya,es,GK,,Arsenal,Premier League,27,1995,32.0,1099,764,1060,39,0,0,1099,0,0,,0,,728,3442,1992,0,0,0,1,0,637,0
2201,Tim Ream,us,DF,,Fulham,Premier League,35,1987,16.7,1206,160,585,600,30,7,1206,7,6,85.7,1,14.3,739,4157,2723,11,6,2,6,3,811,3
2202,Abderrahman Rebbach,dz,FW,MF,Alavés,La Liga,24,1998,8.0,343,6,46,102,198,36,343,28,10,35.7,16,57.1,180,1419,763,34,15,18,28,12,196,78
2203,Nathan Redmond,eng,FW,MF,Burnley,Premier League,29,1994,1.6,88,3,10,31,50,9,88,6,4,66.7,2,33.3,57,435,291,7,5,1,1,2,67,22
2204,Harrison Reed,eng,MF,,Fulham,Premier League,28,1995,14.7,883,34,214,488,182,10,883,10,5,50.0,5,50.0,449,1715,590,10,10,1,19,13,603,40
2205,Sergio Reguilón,es,DF,,Manchester Utd,Premier League,26,1996,4.6,378,8,70,155,155,9,378,11,3,27.3,4,36.4,184,847,441,11,4,2,8,1,217,38
2206,Sergio Reguilón,es,DF,,Brentford,Premier League,26,1996,12.4,708,55,242,253,228,22,708,26,13,50.0,11,42.3,318,1988,1160,34,25,2,22,5,332,40
2207,Bobby Reid,jm,FW,,Fulham,Premier League,30,1993,15.8,671,23,98,301,277,55,671,25,8,32.0,12,48.0,389,1875,900,35,18,11,33,10,475,95
2208,Tijjani Reijnders,nl,MF,,Milan,Serie A,25,1998,31.3,2022,54,323,1181,533,62,2022,55,35,63.6,17,30.9,1367,9122,4195,88,81,18,40,38,1571,90
2209,Pepe Reina,es,GK,,Villarreal,La Liga,40,1982,2.0,73,69,73,0,0,0,73,0,0,,0,,47,274,156,0,0,0,0,0,39,0
2210,Reinier,br,MF,FW,Frosinone,Serie A,21,2002,11.8,528,10,67,256,211,33,528,18,9,50.0,8,44.4,269,1249,524,10,7,1,22,15,348,42
2211,Rocco Reitz,de,MF,,Gladbach,Bundesliga,21,2002,23.7,1377,54,380,758,259,46,1377,52,20,38.5,25,48.1,788,3375,1648,41,29,12,40,30,870,58
2212,Álex Remiro,es,GK,,Real Sociedad,La Liga,28,1995,36.4,1353,1103,1338,15,0,0,1353,0,0,,0,,783,3944,1947,0,0,0,2,0,726,0
2213,Guillaume Restes,fr,GK,,Toulouse,Ligue 1,18,2005,34.0,990,813,982,8,0,0,990,1,1,100.0,0,0.0,594,3013,1714,0,0,0,1,0,442,0
2214,Mateo Retegui,it,FW,,Genoa,Serie A,24,1999,24.6,685,33,77,307,308,92,684,36,14,38.9,18,50.0,393,1613,386,18,12,8,81,40,503,112
2215,Marco Reus,de,MF,FW,Dortmund,Bundesliga,34,1989,17.8,907,31,150,404,363,77,907,21,8,38.1,10,47.6,497,2587,1275,31,33,7,42,15,633,89
2216,Elvis Rexhbeçaj,xk,MF,,Augsburg,Bundesliga,25,1997,22.1,936,43,216,513,222,22,935,23,8,34.8,14,60.9,462,2215,910,15,16,3,38,18,492,51
2217,Gio Reyna,us,FW,MF,Nott'ham Forest,Premier League,20,2002,2.6,173,2,18,71,84,12,173,7,3,42.9,4,57.1,83,327,101,3,2,2,8,4,121,14
2218,Gio Reyna,us,MF,FW,Dortmund,Bundesliga,20,2002,3.1,239,9,30,110,103,15,239,8,5,62.5,3,37.5,144,711,312,8,6,2,8,7,176,19
2219,Chadi Riad,ma,DF,,Betis,La Liga,20,2003,24.0,1426,194,871,532,27,15,1426,0,0,,0,,831,3955,1926,4,7,0,9,2,937,1
2220,Alexsandro Ribeiro,br,DF,,Lille,Ligue 1,23,1999,24.7,2069,213,893,1121,64,25,2069,10,4,40.0,3,30.0,1584,7890,3888,15,10,2,15,7,1495,7
