Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
677,Thomas Delaney,dk,MF,,Hoffenheim,Bundesliga,30,1991,3.3,3,0.91,2,0,0,0,1,0,0,0.00,2,0,0,0,1,0
678,Sacha Delaye,fr,FW,MF,Montpellier,Ligue 1,20,2002,0.2,2,9.00,0,1,0,1,0,0,0,0.00,0,1,0,1,0,0
679,Fran Delgado,es,DF,,Betis,La Liga,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
680,Andy Delort,dz,FW,,Nice,Ligue 1,30,1991,8.7,21,2.42,19,0,0,2,0,0,2,0.23,19,0,0,2,0,0
681,Andy Delort,dz,FW,,Nantes,Ligue 1,30,1991,5.2,12,2.30,10,0,0,1,1,0,0,0.00,10,0,0,1,1,0
682,Karamoko Dembélé,eng,FW,MF,Brest,Ligue 1,19,2003,2.0,8,4.02,5,2,0,0,1,0,0,0.00,5,2,0,0,1,0
683,Moussa Dembélé,fr,FW,MF,Lyon,Ligue 1,26,1996,9.7,14,1.44,12,0,1,0,0,1,2,0.21,12,0,1,0,0,1
684,Ousmane Dembélé,fr,FW,,Barcelona,La Liga,25,1997,15.7,86,5.48,52,13,15,3,3,0,12,0.76,52,13,15,3,3,0
685,Siriki Dembélé,ci,FW,MF,Bournemouth,Premier League,25,1996,1.2,5,4.09,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0
686,Siriki Dembélé,ci,MF,FW,Auxerre,Ligue 1,25,1996,4.1,21,5.08,13,0,8,0,0,0,0,0.00,13,0,8,0,0,0
687,Merih Demiral,tr,DF,,Atalanta,Serie A,24,1998,17.1,4,0.23,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
688,Kerem Demirbay,de,MF,,Leverkusen,Bundesliga,29,1993,17.2,51,2.98,25,21,2,2,1,0,6,0.35,25,21,2,2,1,0
689,Ermedin Demirović,ba,FW,MF,Augsburg,Bundesliga,24,1998,26.3,57,2.17,43,0,4,5,3,2,8,0.30,43,0,4,5,3,2
690,Diego Demme,de,MF,,Napoli,Serie A,30,1991,1.6,3,1.85,3,0,0,0,0,0,1,0.62,3,0,0,0,0,0
691,Sepp van den Berg,nl,DF,,Schalke 04,Bundesliga,20,2001,7.7,3,0.39,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0
692,Branco van den Boomen,nl,MF,,Toulouse,Ligue 1,27,1995,32.1,154,4.80,85,57,0,9,3,0,22,0.69,85,57,0,9,3,0
693,Leander Dendoncker,be,MF,,Aston Villa,Premier League,27,1995,7.7,8,1.03,6,0,0,1,0,1,0,0.00,6,0,0,1,0,1
694,Leander Dendoncker,be,MF,,Wolves,Premier League,27,1995,2.4,4,1.68,3,0,0,0,0,1,0,0.00,3,0,0,0,0,1
695,Emmanuel Dennis,ng,FW,MF,Nott'ham Forest,Premier League,24,1997,8.0,25,3.12,14,1,2,2,6,0,3,0.37,14,1,2,2,6,0
696,Fabio Depaoli,it,DF,,Hellas Verona,Serie A,25,1997,24.1,43,1.78,27,9,1,0,5,1,4,0.17,27,9,1,0,5,1
697,Fabio Depaoli,it,DF,MF,Sampdoria,Serie A,25,1997,1.5,6,3.97,5,0,0,0,1,0,0,0.00,5,0,0,0,1,0
698,Kastriot Dermaku,al,DF,,Lecce,Serie A,30,1992,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
699,Halil Dervişoğlu,tr,MF,,Brentford,Premier League,22,1999,0.1,1,11.25,0,0,0,1,0,0,1,11.25,0,0,0,1,0,0
700,Rémy Descamps,fr,GK,,Nantes,Ligue 1,26,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
701,Mikkel Desler,dk,DF,,Toulouse,Ligue 1,27,1995,25.1,49,1.96,42,1,2,3,1,0,5,0.20,42,1,2,3,1,0
702,Cyriel Dessers,ng,FW,,Cremonese,Serie A,27,1994,17.6,44,2.49,28,2,5,5,3,1,2,0.11,28,2,5,5,3,1
703,Sergiño Dest,us,DF,,Milan,Serie A,21,2000,3.7,11,3.00,8,2,1,0,0,0,1,0.27,8,2,1,0,0,0
704,Mattia Destro,it,FW,MF,Empoli,Serie A,31,1991,6.4,11,1.73,5,0,3,1,2,0,1,0.16,5,0,3,1,2,0
705,Gerard Deulofeu,es,FW,,Udinese,Serie A,28,1994,13.5,82,6.09,54,14,6,5,3,0,9,0.67,54,14,6,5,3,0
706,Kiernan Dewsbury-Hall,eng,MF,,Leicester City,Premier League,23,1998,25.6,78,3.04,61,0,8,2,5,2,9,0.35,61,0,8,2,5,2
707,Samuel Di Carmine,it,FW,MF,Cremonese,Serie A,33,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
708,Federico Di Francesco,it,FW,MF,Lecce,Serie A,28,1994,22.6,49,2.17,29,5,5,2,6,2,5,0.22,29,5,5,2,6,2
709,Michele Di Gregorio,it,GK,,Monza,Serie A,25,1997,37.0,3,0.08,3,0,0,0,0,0,1,0.03,3,0,0,0,0,0
710,Giovanni Di Lorenzo,it,DF,,Napoli,Serie A,28,1993,36.2,111,3.07,93,5,1,6,3,3,13,0.36,93,5,1,6,3,3
711,Ángel Di María,ar,FW,MF,Juventus,Serie A,34,1988,15.1,83,5.48,45,24,6,6,1,1,7,0.46,45,24,6,6,1,1
712,Boulaye Dia,sn,FW,MF,Salernitana,Serie A,25,1996,28.0,64,2.29,53,0,3,5,3,0,9,0.32,53,0,3,5,3,0
713,Moussa Diaby,fr,FW,MF,Leverkusen,Bundesliga,23,1999,30.0,110,3.67,74,5,14,14,3,0,16,0.53,74,5,14,14,3,0
714,Mouctar Diakhaby,gn,DF,,Valencia,La Liga,25,1996,27.2,15,0.55,13,0,0,2,0,0,1,0.04,13,0,0,2,0,0
715,Mamadou Diakhon,fr,FW,,Reims,Ligue 1,16,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
716,Bafodé Diakité,fr,DF,,Lille,Ligue 1,21,2001,29.5,36,1.22,28,2,1,3,1,1,0,0.00,28,2,1,3,1,1
717,Ibrahim Diakité,gn,DF,,Reims,Ligue 1,18,2003,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
718,Abdou Diallo,sn,DF,MF,RB Leipzig,Bundesliga,26,1996,5.3,5,0.94,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0
719,Baila Diallo,fr,DF,MF,Clermont Foot,Ligue 1,21,2001,1.0,2,2.02,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
720,Habib Diallo,sn,FW,,Strasbourg,Ligue 1,27,1995,32.0,63,1.97,39,0,7,10,7,0,6,0.19,39,0,7,10,7,0
721,Ibrahima Diallo,fr,MF,,Southampton,Premier League,23,1999,9.1,10,1.10,8,0,1,0,0,1,0,0.00,8,0,1,0,0,1
722,Ismael Diallo,ci,DF,,Ajaccio,Ligue 1,25,1997,24.2,17,0.70,11,4,0,1,1,0,0,0.00,11,4,0,1,1,0
723,Habib Diarra,sn,MF,FW,Strasbourg,Ligue 1,18,2004,18.1,59,3.27,42,0,7,4,6,0,7,0.39,42,0,7,4,6,0
724,Mamady Diarra,ml,MF,DF,Cádiz,La Liga,22,2000,0.7,1,1.36,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0
725,Moussa Diarra,ml,DF,,Toulouse,Ligue 1,21,2000,13.6,16,1.17,15,0,0,0,1,0,3,0.22,15,0,0,0,1,0
726,Stéphane Diarra,fr,FW,MF,Lorient,Ligue 1,23,1998,11.8,35,2.95,20,2,5,2,5,1,5,0.42,20,2,5,2,5,1
727,Youba Diarra,ml,MF,,Cádiz,La Liga,24,1998,1.1,3,2.76,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0
728,Rúben Dias,pt,DF,,Manchester City,Premier League,25,1997,22.2,15,0.68,11,1,0,3,0,0,1,0.05,11,1,0,3,0,0
729,Krépin Diatta,sn,MF,FW,Monaco,Ligue 1,23,1999,23.0,68,2.95,44,1,8,7,5,3,7,0.30,44,1,8,7,5,3
730,Mory Diaw,sn,GK,,Clermont Foot,Ligue 1,29,1993,37.0,7,0.19,6,1,0,0,0,0,0,0.00,6,1,0,0,0,0
731,Brahim Díaz,ma,MF,FW,Milan,Serie A,22,1999,21.4,96,4.49,69,1,12,6,7,1,18,0.84,69,1,12,6,7,1
732,Luis Díaz,co,FW,,Liverpool,Premier League,25,1997,11.1,41,3.70,29,0,7,3,2,0,6,0.54,29,0,7,3,2,0
733,Justin Diehl,de,MF,FW,Köln,Bundesliga,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
734,Bamba Dieng,sn,FW,MF,Marseille,Ligue 1,22,2000,2.2,6,2.78,2,0,0,0,3,1,1,0.46,2,0,0,0,3,1
735,Bamba Dieng,sn,FW,,Lorient,Ligue 1,22,2000,8.3,12,1.45,8,0,0,3,0,1,2,0.24,8,0,0,3,0,1
736,Eric Dier,eng,DF,,Tottenham,Premier League,28,1994,31.3,29,0.93,24,1,0,4,0,0,2,0.06,24,1,0,4,0,0
737,Florian Dietz,de,FW,,Köln,Bundesliga,23,1998,4.4,6,1.37,3,1,1,1,0,0,0,0.00,3,1,1,1,0,0
738,Lucas Digne,fr,DF,,Aston Villa,Premier League,29,1993,16.7,29,1.74,24,4,0,0,1,0,0,0.00,24,4,0,0,1,0
739,Federico Dimarco,it,DF,,Inter,Serie A,24,1997,23.0,103,4.48,64,29,1,5,3,1,8,0.35,64,29,1,5,3,1
740,Stole Dimitrievski,mk,GK,,Rayo Vallecano,La Liga,28,1993,36.9,4,0.11,2,2,0,0,0,0,0,0.00,2,2,0,0,0,0
741,Junior Dina Ebimbe,fr,DF,MF,Eint Frankfurt,Bundesliga,21,2000,11.8,17,1.44,12,1,1,3,0,0,1,0.08,12,1,1,3,0,0
742,Tristan Dingomé,cm,MF,,Troyes,Ligue 1,31,1991,1.1,8,7.35,6,1,1,0,0,0,0,0.00,6,1,1,0,0,0
743,Eren Dinkçi,de,FW,MF,Werder Bremen,Bundesliga,20,2001,2.6,8,3.12,5,0,2,1,0,0,1,0.39,5,0,2,1,0,0
744,Sinaly Diomande,ci,DF,,Lyon,Ligue 1,21,2001,21.7,13,0.60,9,1,1,1,0,1,1,0.05,9,1,1,1,0,1
745,Lois Diony,fr,FW,,Angers,Ligue 1,29,1992,5.6,11,1.96,7,0,2,1,1,0,0,0.00,7,0,2,1,1,0
746,Edan Diop,fr,DF,FW,Monaco,Ligue 1,17,2004,2.5,7,2.83,7,0,0,0,0,0,0,0.00,7,0,0,0,0,0
747,Issa Diop,fr,DF,,Fulham,Premier League,25,1997,22.4,9,0.40,9,0,0,0,0,0,0,0.00,9,0,0,0,0,0
748,Sofiane Diop,fr,MF,FW,Nice,Ligue 1,22,2000,13.6,57,4.18,37,8,5,3,2,2,8,0.59,37,8,5,3,2,2
749,Sofiane Diop,fr,MF,,Monaco,Ligue 1,22,2000,0.7,7,9.69,4,2,1,0,0,0,2,2.77,4,2,1,0,0,0
750,Yehvann Diouf,fr,GK,,Reims,Ligue 1,22,1999,31.0,4,0.13,2,2,0,0,0,0,1,0.03,2,2,0,0,0,0
751,Axel Disasi,fr,DF,,Monaco,Ligue 1,24,1998,37.0,26,0.70,22,1,0,2,0,1,6,0.16,22,1,0,2,0,1
752,Tiago Djaló,pt,DF,,Lille,Ligue 1,22,2000,22.4,10,0.45,8,0,0,1,1,0,3,0.13,8,0,0,1,1,0
753,Djené,tg,DF,,Getafe,La Liga,30,1991,31.6,31,0.98,23,2,2,1,3,0,7,0.22,23,2,2,1,3,0
754,Moussa Djenepo,ml,DF,FW,Southampton,Premier League,24,1998,7.9,17,2.15,12,0,2,1,2,0,4,0.51,12,0,2,1,2,0
755,Koffi Djidji,ci,DF,,Torino,Serie A,29,1992,26.9,18,0.67,16,0,0,0,0,2,1,0.04,16,0,0,0,0,2
756,Alexander Djiku,gh,DF,,Strasbourg,Ligue 1,27,1994,29.7,24,0.81,22,1,0,1,0,0,5,0.17,22,1,0,1,0,0
757,Berat Djimsiti,al,DF,,Atalanta,Serie A,29,1993,20.0,10,0.50,8,0,0,1,1,0,4,0.20,8,0,0,1,1,0
758,Moussa Djitte,sn,FW,,Ajaccio,Ligue 1,22,1999,1.5,2,1.31,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
759,Ouparine Djoco,gw,GK,,Clermont Foot,Ligue 1,24,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
760,Marko Dmitrović,rs,GK,,Sevilla,La Liga,30,1992,14.1,4,0.28,2,2,0,0,0,0,0,0.00,2,2,0,0,0,0
761,Alan Do Marcolino,ga,FW,,Rennes,Ligue 1,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
762,Ben Doak,sct,FW,,Liverpool,Premier League,16,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
763,Ritsu Doan,jp,MF,FW,Freiburg,Bundesliga,24,1998,26.9,72,2.68,45,1,10,5,9,2,10,0.37,45,1,10,5,9,2
764,Dodô,br,DF,,Fiorentina,Serie A,23,1998,25.9,65,2.51,58,2,1,2,1,1,5,0.19,58,2,1,2,1,1
765,Danilho Doekhi,nl,DF,,Union Berlin,Bundesliga,24,1998,24.6,21,0.85,19,0,0,0,2,0,3,0.12,19,0,0,0,2,0
766,Matt Doherty,ie,DF,MF,Tottenham,Premier League,30,1992,7.4,18,2.43,13,0,2,2,1,0,3,0.41,13,0,2,2,1,0
767,Matt Doherty,ie,DF,,Atlético Madrid,La Liga,30,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
768,Josh Doig,sct,DF,,Hellas Verona,Serie A,20,2002,15.0,35,2.32,23,6,3,1,2,0,7,0.46,23,6,3,1,2,0
769,Jeremy Doku,be,MF,FW,Rennes,Ligue 1,20,2002,14.3,81,5.65,52,1,22,2,3,1,10,0.70,52,1,22,2,3,1
770,Kasper Dolberg,dk,FW,,Sevilla,La Liga,24,1997,2.2,1,0.45,0,0,0,0,1,0,0,0.00,0,0,0,0,1,0
771,Kasper Dolberg,dk,FW,MF,Hoffenheim,Bundesliga,24,1997,4.5,8,1.79,6,0,0,0,1,1,1,0.22,6,0,0,0,1,1
772,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,21,2001,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
773,Nicolás Domínguez,ar,MF,,Bologna,Serie A,24,1998,25.6,71,2.78,61,2,3,1,3,1,5,0.20,61,2,3,1,3,1
774,John Donald,es,MF,DF,Elche,La Liga,21,2000,12.1,6,0.49,6,0,0,0,0,0,1,0.08,6,0,0,0,0,0
775,Giulio Donati,it,DF,,Monza,Serie A,32,1990,4.7,4,0.85,2,1,0,0,1,0,0,0.00,2,1,0,0,1,0
776,Kyliane Dong,fr,MF,FW,Troyes,Ligue 1,17,2004,2.4,5,2.11,2,1,0,1,1,0,2,0.85,2,1,0,1,1,0
777,Jordan Dongmo,cm,MF,,Troyes,Ligue 1,21,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
778,Gianluigi Donnarumma,it,GK,,Paris S-G,Ligue 1,23,1999,37.9,1,0.03,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
779,Niklas Dorsch,de,MF,,Augsburg,Bundesliga,24,1998,5.4,8,1.49,6,0,0,0,2,0,0,0.00,6,0,0,0,2,0
780,Jodel Dossou,bj,MF,DF,Clermont Foot,Ligue 1,30,1992,2.9,5,1.74,4,0,0,1,0,0,0,0.00,4,0,0,1,0,0
781,Lohann Doucet,fr,MF,FW,Nantes,Ligue 1,19,2002,1.0,6,5.93,6,0,0,0,0,0,0,0.00,6,0,0,0,0,0
782,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,29,1993,17.0,45,2.65,38,0,3,2,0,2,3,0.18,38,0,3,2,0,2
783,Cheick Doucouré,ml,MF,,Crystal Palace,Premier League,22,2000,30.8,61,1.98,48,0,2,5,2,4,6,0.20,48,0,2,5,2,4
784,Siriné Doucouré,ml,FW,MF,Lorient,Ligue 1,20,2002,1.5,12,7.88,10,0,0,1,1,0,2,1.31,10,0,0,1,1,0
785,Désiré Doué,fr,MF,FW,Rennes,Ligue 1,17,2005,12.4,35,2.82,23,3,3,1,3,2,2,0.16,23,3,3,1,3,2
786,Guela Doué,ci,FW,MF,Rennes,Ligue 1,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
787,Ismaël Doukouré,fr,DF,MF,Strasbourg,Ligue 1,19,2003,25.5,20,0.78,17,0,1,1,1,0,2,0.08,17,0,1,1,1,0
788,Kamory Doumbia,ml,MF,,Reims,Ligue 1,19,2003,12.8,41,3.19,34,0,2,2,2,1,3,0.23,34,0,2,2,2,1
789,Souleyman Doumbia,ci,DF,FW,Angers,Ligue 1,25,1996,19.9,32,1.61,25,0,3,0,3,1,0,0.00,25,0,3,0,3,1
790,Flynn Downes,eng,MF,,West Ham,Premier League,23,1999,8.5,13,1.54,8,0,0,3,2,0,0,0.00,8,0,0,3,2,0
791,Kami Doyle,eng,MF,,Southampton,Premier League,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
792,Bartłomiej Drągowski,pl,GK,,Spezia,Serie A,24,1997,32.7,7,0.21,6,1,0,0,0,0,2,0.06,6,1,0,0,0,0
793,Cody Drameh,eng,DF,,Leeds United,Premier League,20,2001,0.8,1,1.30,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
794,Dion Drena Beljo,hr,FW,,Augsburg,Bundesliga,20,2002,12.5,25,1.99,20,0,0,3,1,1,5,0.40,20,0,0,3,1,1
795,Dominick Drexler,de,MF,FW,Schalke 04,Bundesliga,32,1990,15.2,46,3.03,34,6,2,1,2,1,5,0.33,34,6,2,1,2,1
796,Domingos Duarte,pt,DF,,Getafe,La Liga,27,1995,29.5,15,0.51,13,0,0,2,0,0,3,0.10,13,0,0,2,0,0
797,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,33,1989,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
798,Marvin Ducksch,de,FW,,Werder Bremen,Bundesliga,28,1994,31.7,109,3.44,67,30,5,4,3,0,24,0.76,67,30,5,4,3,0
799,Ondrej Duda,sk,MF,,Hellas Verona,Serie A,27,1994,11.8,20,1.69,13,1,1,2,2,1,2,0.17,13,1,1,2,2,1
800,Ondrej Duda,sk,MF,,Köln,Bundesliga,27,1994,7.7,22,2.88,17,2,2,0,1,0,3,0.39,17,2,2,0,1,0
801,Shane Duffy,ie,DF,FW,Fulham,Premier League,30,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
802,Rémy Dugimont,fr,FW,MF,Auxerre,Ligue 1,36,1986,1.3,5,3.95,4,0,0,0,1,0,1,0.79,4,0,0,0,1,0
803,Denzel Dumfries,nl,DF,,Inter,Serie A,26,1996,24.6,71,2.88,48,4,1,9,8,1,11,0.45,48,4,1,9,8,1
804,Alfred Duncan,gh,MF,,Fiorentina,Serie A,29,1993,12.3,39,3.17,32,2,1,2,1,1,5,0.41,32,2,1,2,1,1
805,Lewis Dunk,eng,DF,,Brighton,Premier League,30,1991,36.0,32,0.89,31,0,0,1,0,0,2,0.06,31,0,0,1,0,0
806,Maxime Dupé,fr,GK,,Toulouse,Ligue 1,29,1993,38.0,2,0.05,1,0,0,1,0,0,0,0.00,1,0,0,1,0,0
807,Jhon Durán,co,FW,MF,Aston Villa,Premier League,18,2003,1.5,5,3.31,3,0,0,1,0,1,0,0.00,3,0,0,1,0,1
808,Pablo Durán,es,MF,DF,Celta Vigo,La Liga,21,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
809,Julien Duranville,be,MF,,Dortmund,Bundesliga,16,2006,0.3,5,15.52,3,0,2,0,0,0,1,3.10,3,0,2,0,0,0
810,Hugo Duro,es,FW,,Valencia,La Liga,22,1999,15.4,22,1.43,17,0,2,0,3,0,2,0.13,17,0,2,0,3,0
811,Jean-Kevin Duverne,ht,DF,,Brest,Ligue 1,25,1997,27.9,48,1.72,32,4,5,0,7,0,4,0.14,32,4,5,0,7,0
812,Paulo Dybala,ar,MF,FW,Roma,Serie A,28,1993,19.3,104,5.38,48,29,4,10,13,0,8,0.41,48,29,4,10,13,0
813,Edin Džeko,ba,FW,,Inter,Serie A,36,1986,19.2,61,3.16,47,0,1,12,1,0,11,0.57,47,0,1,12,1,0
814,Malcolm Ebiowei,eng,MF,FW,Crystal Palace,Premier League,18,2003,0.4,1,2.65,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
815,Festy Ebosele,ie,DF,,Udinese,Serie A,19,2002,4.6,11,2.41,8,0,2,0,0,1,2,0.44,8,0,2,0,0,1
816,Enzo Ebosse,cm,DF,,Udinese,Serie A,23,1999,10.3,8,0.78,7,0,0,0,1,0,0,0.00,7,0,0,0,1,0
817,Tyronne Ebuehi,ng,DF,,Empoli,Serie A,26,1995,21.4,29,1.36,22,5,0,1,1,0,4,0.19,22,5,0,1,1,0
818,Ederson,br,GK,,Manchester City,Premier League,28,1993,35.0,2,0.06,2,0,0,0,0,0,1,0.03,2,0,0,0,0,0
819,Éderson,br,MF,,Atalanta,Serie A,23,1999,24.6,55,2.23,37,1,7,7,1,2,5,0.20,37,1,7,7,1,2
820,Odsonne Édouard,fr,FW,,Crystal Palace,Premier League,24,1998,20.0,44,2.20,32,0,1,9,2,0,4,0.20,32,0,1,9,2,0
821,Samuel Edozie,eng,FW,MF,Southampton,Premier League,19,2003,6.3,20,3.18,13,0,3,0,4,0,0,0.00,13,0,3,0,4,0
822,Maximilian Eggestein,de,MF,,Freiburg,Bundesliga,25,1996,27.2,50,1.84,44,0,1,1,3,1,5,0.18,44,0,1,1,3,1
823,Lilian Egloff,de,MF,FW,Stuttgart,Bundesliga,19,2002,2.7,10,3.75,8,0,0,1,1,0,2,0.75,8,0,0,1,1,0
824,Íñigo Eguaras,es,MF,,Almería,La Liga,30,1992,10.7,25,2.33,22,0,0,1,1,1,2,0.19,22,0,0,1,1,1
825,Kingsley Ehizibue,nl,DF,,Udinese,Serie A,27,1995,17.1,31,1.82,22,2,0,5,1,1,3,0.18,22,2,0,5,1,1
826,Kingsley Ehizibue,nl,DF,,Köln,Bundesliga,27,1995,0.7,1,1.48,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
827,Julian Eitschberger,de,FW,,Hertha BSC,Bundesliga,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
828,Chidera Ejuke,ng,FW,MF,Hertha BSC,Bundesliga,24,1998,9.9,41,4.16,28,0,9,1,2,1,5,0.51,28,0,9,1,2,1
829,Albin Ekdal,se,MF,,Spezia,Serie A,33,1989,19.3,35,1.82,26,0,1,4,2,2,1,0.05,26,0,1,4,2,2
830,Hugo Ekitike,fr,FW,,Paris S-G,Ligue 1,20,2002,12.8,33,2.57,25,0,3,2,3,0,7,0.55,25,0,3,2,3,0
831,Emmanuel Ekong,se,FW,MF,Empoli,Serie A,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
832,Anthony Elanga,se,FW,,Manchester Utd,Premier League,20,2002,4.7,17,3.59,13,0,0,3,1,0,1,0.21,13,0,0,3,1,0
833,Alberth Elis,hn,MF,FW,Brest,Ligue 1,26,1996,2.9,12,4.20,6,0,1,1,3,1,0,0.00,6,0,1,1,3,1
834,Mikael Ellertsson,is,MF,DF,Spezia,Serie A,20,2002,1.9,5,2.65,2,0,1,1,1,0,0,0.00,2,0,1,1,1,0
835,Harvey Elliott,eng,MF,FW,Liverpool,Premier League,19,2003,17.9,75,4.19,62,1,5,5,1,1,10,0.56,62,1,5,5,1,1
836,Elif Elmas,mk,FW,MF,Napoli,Serie A,22,1999,18.1,57,3.15,41,6,6,2,2,0,10,0.55,41,6,6,2,2,0
837,Mohamed Elneny,eg,MF,,Arsenal,Premier League,30,1992,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
838,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,28,1994,16.1,9,0.56,5,2,0,2,0,0,2,0.12,5,2,0,2,0,0
839,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,25,1996,31.4,17,0.54,17,0,0,0,0,0,1,0.03,17,0,0,0,0,0
840,Rodrigo Ely,br,DF,,Almería,La Liga,28,1993,35.1,21,0.60,14,1,1,5,0,0,2,0.06,14,1,1,5,0,0
841,Mohamed Elyounoussi,no,MF,FW,Southampton,Premier League,27,1994,24.1,41,1.70,34,0,1,2,3,1,4,0.17,34,0,1,2,3,1
842,Adri Embarba,es,FW,MF,Almería,La Liga,30,1992,16.4,62,3.79,29,19,7,2,4,1,9,0.55,29,19,7,2,4,1
843,Adri Embarba,es,FW,,Espanyol,La Liga,30,1992,0.4,2,5.14,0,0,2,0,0,0,0,0.00,0,0,2,0,0,0
844,Breel Embolo,ch,FW,,Monaco,Ligue 1,25,1997,20.7,63,3.05,42,0,6,8,6,1,10,0.48,42,0,6,8,6,1
845,Emerson,br,DF,,Tottenham,Premier League,23,1999,19.3,36,1.87,32,0,0,1,2,1,2,0.10,32,0,0,1,2,1
846,Youssef En-Nesyri,ma,FW,,Sevilla,La Liga,25,1997,18.5,32,1.73,21,1,2,6,2,0,5,0.27,21,1,2,6,2,0
847,Julio Enciso,py,FW,MF,Brighton,Premier League,18,2004,9.0,45,5.02,28,0,9,6,2,0,7,0.78,28,0,9,6,2,0
848,Wataru Endo,jp,MF,,Stuttgart,Bundesliga,29,1993,32.5,84,2.59,67,0,3,4,7,3,9,0.28,67,0,3,4,7,3
849,Arne Engels,be,MF,,Augsburg,Bundesliga,18,2003,16.0,47,2.94,22,17,1,2,4,1,8,0.50,22,17,1,2,4,1
850,Christian Eriksen,dk,MF,,Manchester Utd,Premier League,30,1992,22.8,71,3.12,50,17,1,3,0,0,9,0.40,50,17,1,3,0,0
851,Martin Erlic,hr,DF,,Sassuolo,Serie A,24,1998,25.9,10,0.39,8,0,0,1,0,1,0,0.00,8,0,0,1,0,1
852,Tjark Ernst,de,GK,,Hertha BSC,Bundesliga,19,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
853,Gonzalo Escalante,ar,MF,,Cremonese,Serie A,29,1993,6.2,10,1.62,8,0,0,1,1,0,0,0.00,8,0,0,1,1,0
854,Gonzalo Escalante,ar,MF,,Cádiz,La Liga,29,1993,12.5,25,2.01,22,0,2,1,0,0,3,0.24,22,0,2,1,0,0
855,Sergio Escudero,es,DF,,Valladolid,La Liga,32,1989,16.0,35,2.19,20,7,0,6,2,0,0,0.00,20,7,0,6,2,0
856,Alfonso Espino,uy,DF,,Cádiz,La Liga,30,1992,34.7,70,2.02,59,6,1,0,2,2,7,0.20,59,6,1,0,2,2
857,Bernardo Espinosa,co,DF,,Girona,La Liga,33,1989,13.6,9,0.66,6,0,0,3,0,0,2,0.15,6,0,0,3,0,0
858,Salvatore Esposito,it,MF,,Spezia,Serie A,21,2000,10.8,28,2.60,13,11,0,1,3,0,0,0.00,13,11,0,1,3,0
859,Maxime Estève,fr,DF,,Montpellier,Ligue 1,20,2002,18.3,7,0.38,5,1,0,1,0,0,0,0.00,5,1,0,1,0,0
860,Pervis Estupiñán,ec,DF,,Brighton,Premier League,24,1998,29.7,87,2.93,78,4,3,0,2,0,8,0.27,78,4,3,0,2,0
