Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
2114,Maximilian Philipp,de,FW,,Wolfsburg,Bundesliga,28,1994,1.3,1,0.78,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
2115,Maximilian Philipp,de,FW,MF,Werder Bremen,Bundesliga,28,1994,4.9,13,2.64,7,1,1,2,2,0,3,0.61,7,1,1,2,2,0
2116,Kalvin Phillips,eng,MF,,Manchester City,Premier League,26,1995,3.3,7,2.10,5,0,0,2,0,0,1,0.30,5,0,0,2,0,0
2117,Nathaniel Phillips,eng,DF,,Liverpool,Premier League,25,1997,0.7,1,1.36,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
2118,Krzysztof Piątek,pl,FW,,Salernitana,Serie A,27,1995,23.8,53,2.23,36,0,5,6,5,1,10,0.42,36,0,5,6,5,1
2119,Roberto Piccoli,it,FW,,Hellas Verona,Serie A,21,2001,2.1,1,0.47,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0
2120,Roberto Piccoli,it,FW,,Empoli,Serie A,21,2001,5.7,9,1.57,6,0,1,2,0,0,1,0.17,6,0,1,2,0,0
2121,Charles Pickel,cd,MF,,Cremonese,Serie A,25,1997,27.6,52,1.89,49,1,0,2,0,0,2,0.07,49,1,0,2,0,0
2122,Jordan Pickford,eng,GK,,Everton,Premier League,28,1994,37.0,10,0.27,4,6,0,0,0,0,1,0.03,4,6,0,0,0,0
2123,Amos Pieper,de,DF,,Werder Bremen,Bundesliga,24,1998,21.7,19,0.87,17,0,0,1,1,0,2,0.09,17,0,0,1,1,0
2124,Ronaël Pierre-Gabriel,fr,DF,,Espanyol,La Liga,24,1998,2.6,4,1.53,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
2125,Ronaël Pierre-Gabriel,fr,DF,,Strasbourg,Ligue 1,24,1998,7.3,15,2.06,8,3,1,1,1,1,1,0.14,8,3,1,1,1,1
2126,Andrea Pinamonti,it,FW,,Sassuolo,Serie A,23,1999,24.0,53,2.21,34,0,1,10,7,1,3,0.12,34,0,1,10,7,1
2127,Ethan Pinnock,jm,DF,,Brentford,Premier League,29,1993,30.0,25,0.83,18,3,0,3,1,0,5,0.17,18,3,0,3,1,0
2128,Yeremi Pino,es,FW,MF,Villarreal,La Liga,19,2002,27.2,87,3.20,61,1,8,11,6,0,9,0.33,61,1,8,11,6,0
2129,Gerard Piqué,es,DF,,Barcelona,La Liga,35,1987,4.3,5,1.17,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0
2130,Lorenzo Pirola,it,DF,,Salernitana,Serie A,20,2002,21.6,11,0.51,5,1,0,4,1,0,1,0.05,5,1,0,4,1,0
2131,Niccolò Pisilli,it,MF,,Roma,Serie A,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2132,Marko Pjaca,hr,MF,FW,Empoli,Serie A,27,1995,5.8,27,4.64,17,4,3,2,1,0,1,0.17,17,4,3,2,1,0
2133,Óscar Plano,es,FW,MF,Valladolid,La Liga,31,1991,22.6,56,2.47,46,0,1,4,4,1,7,0.31,46,0,1,4,4,1
2134,Gonzalo Plata,ec,FW,,Valladolid,La Liga,21,2000,25.6,93,3.64,66,7,9,1,8,2,11,0.43,66,7,9,1,8,2
2135,Marvin Plattenhardt,de,DF,,Hertha BSC,Bundesliga,30,1992,26.7,59,2.21,25,30,1,0,3,0,6,0.22,25,30,1,0,3,0
2136,Alassane Pléa,fr,FW,,Gladbach,Bundesliga,29,1993,19.7,67,3.40,56,2,2,3,3,1,12,0.61,56,2,2,3,3,1
2137,Tommaso Pobega,it,MF,,Milan,Serie A,23,1999,9.8,22,2.24,15,0,1,3,2,1,2,0.20,15,0,1,3,2,1
2138,Daniel Podence,pt,FW,MF,Wolves,Premier League,26,1995,19.7,69,3.51,46,9,3,8,2,1,3,0.15,46,9,3,8,2,1
2139,Paul Pogba,fr,MF,FW,Juventus,Serie A,29,1993,1.2,8,6.43,3,0,1,1,3,0,1,0.80,3,0,1,1,3,0
2140,Joel Pohjanpalo,fi,FW,MF,Leverkusen,Bundesliga,27,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2141,Matteo Politano,it,FW,,Napoli,Serie A,28,1993,13.0,71,5.48,45,8,8,6,4,0,4,0.31,45,8,8,6,4,0
2142,Sebastian Polter,de,FW,,Schalke 04,Bundesliga,31,1991,7.0,16,2.29,13,0,0,2,1,0,4,0.57,13,0,0,2,1,0
2143,Ezequiel Ponce,ar,FW,MF,Elche,La Liga,25,1997,12.5,25,1.99,20,0,0,4,1,0,4,0.32,20,0,0,4,1,0
2144,Julien Ponceau,fr,MF,,Lorient,Ligue 1,21,2000,18.4,50,2.72,45,1,2,0,2,0,4,0.22,45,1,2,0,2,0
2145,Marin Pongračić,hr,DF,,Lecce,Serie A,24,1997,8.8,6,0.68,4,1,0,0,0,1,0,0.00,4,1,0,0,0,1
2146,Nick Pope,eng,GK,,Newcastle Utd,Premier League,30,1992,36.2,5,0.14,4,1,0,0,0,0,0,0.00,4,1,0,0,0,0
2147,Łukasz Poręba,pl,MF,,Lens,Ligue 1,22,2000,2.9,9,3.10,8,0,0,0,0,1,2,0.69,8,0,0,0,0,1
2148,Jackson Porozo,ec,DF,,Troyes,Ligue 1,21,2000,18.0,9,0.50,8,0,0,1,0,0,0,0.00,8,0,0,1,0,0
2149,Pedro Porro,es,DF,MF,Tottenham,Premier League,22,1999,12.6,41,3.26,29,7,1,2,1,1,6,0.48,29,7,1,2,1,1
2150,Francisco Portillo,es,MF,FW,Almería,La Liga,32,1990,8.0,26,3.23,24,0,1,0,0,1,2,0.25,24,0,1,0,0,1
2151,Portu,es,MF,DF,Getafe,La Liga,30,1992,19.7,53,2.69,37,4,5,3,4,0,3,0.15,37,4,5,3,4,0
2152,Stefan Posch,at,DF,,Bologna,Serie A,25,1997,28.1,54,1.92,41,4,3,1,4,1,4,0.14,41,4,3,1,4,1
2153,Stefan Posch,at,DF,,Hoffenheim,Bundesliga,25,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2154,Yussuf Poulsen,dk,FW,,RB Leipzig,Bundesliga,28,1994,4.6,13,2.84,7,0,3,2,1,0,2,0.44,7,0,3,2,1,0
2155,José Pozo,es,MF,FW,Rayo Vallecano,La Liga,26,1996,1.0,7,7.16,7,0,0,0,0,0,1,1.02,7,0,0,0,0,0
2156,Manuel Pozo,es,FW,,Valladolid,La Liga,20,2001,0.2,2,9.47,1,0,1,0,0,0,0,0.00,1,0,1,0,0,0
2157,Alejandro Pozo Pozo,es,DF,,Almería,La Liga,23,1999,20.9,49,2.35,38,6,2,2,0,1,7,0.34,38,6,2,2,0,1
2158,Dennis Praet,be,MF,FW,Leicester City,Premier League,28,1994,7.2,14,1.94,11,2,0,1,0,0,0,0.00,11,2,0,1,0,0
2159,Abdón Prats,es,FW,MF,Mallorca,La Liga,29,1992,4.6,5,1.08,5,0,0,0,0,0,1,0.22,5,0,0,0,0,0
2160,Sanjin Prcić,ba,MF,,Strasbourg,Ligue 1,28,1993,18.1,37,2.04,27,4,1,1,4,0,2,0.11,27,4,1,1,4,0
2161,Isaac Price,nir,MF,,Everton,Premier League,18,2003,0.4,2,5.45,1,0,1,0,0,0,0,0.00,1,0,1,0,0,0
2162,Grischa Prömel,de,MF,,Hoffenheim,Bundesliga,27,1995,16.2,20,1.24,12,1,0,2,3,2,1,0.06,12,1,0,2,3,2
2163,Ivan Provedel,it,GK,,Lazio,Serie A,28,1994,37.9,7,0.18,7,0,0,0,0,0,1,0.03,7,0,0,0,0,0
2164,Javi Puado,es,FW,MF,Espanyol,La Liga,24,1998,26.0,57,2.19,35,2,8,8,4,0,7,0.27,35,2,8,8,4,0
2165,Mehdi Puch-Herrantz,fr,MF,,Ajaccio,Ligue 1,18,2004,0.5,3,5.63,2,0,1,0,0,0,0,0.00,2,0,1,0,0,0
2166,Tymoteusz Puchacz,pl,DF,,Union Berlin,Bundesliga,23,1999,0.6,2,3.10,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0
2167,Arnau Puigmal,es,MF,FW,Almería,La Liga,21,2001,8.5,26,3.05,20,1,1,0,2,2,1,0.12,20,1,1,0,2,2
2168,Christian Pulisic,us,FW,DF,Chelsea,Premier League,23,1998,9.1,24,2.63,21,0,0,3,0,0,3,0.33,21,0,0,3,0,0
2169,Ignacio Pussetto,ar,MF,DF,Sampdoria,Serie A,26,1995,1.7,2,1.18,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0
2170,Niklas Pyyhtiä,fi,MF,,Bologna,Serie A,18,2003,1.2,3,2.48,2,0,0,1,0,0,1,0.83,2,0,0,1,0,0
2171,Fabio Quagliarella,it,FW,,Sampdoria,Serie A,39,1983,8.9,23,2.57,19,0,1,3,0,0,3,0.34,19,0,1,3,0,0
2172,Giacomo Quagliata,it,DF,,Cremonese,Serie A,22,2000,7.8,28,3.61,16,7,0,1,4,0,2,0.26,16,7,0,1,4,0
2173,Eduardo Quaresma,pt,DF,,Hoffenheim,Bundesliga,20,2002,1.0,2,2.05,1,0,0,0,1,0,0,0.00,1,0,0,0,1,0
2174,Joshua Quarshie,de,MF,,Hoffenheim,Bundesliga,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2175,Ghjuvanni Quilichini,fr,GK,,Ajaccio,Ligue 1,19,2002,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2176,Domingos Quina,pt,MF,,Elche,La Liga,22,1999,3.1,6,1.96,5,1,0,0,0,0,0,0.00,5,1,0,0,0,0
2177,Rubén Quintanilla,es,DF,,Mallorca,La Liga,20,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2178,Adrien Rabiot,fr,MF,,Juventus,Serie A,27,1995,30.5,82,2.69,68,0,3,6,3,2,8,0.26,68,0,3,6,3,2
2179,Nemanja Radonjić,rs,MF,FW,Torino,Serie A,26,1996,16.2,49,3.03,28,4,14,2,1,0,6,0.37,28,4,14,2,1,0
2180,Ivan Radovanović,rs,MF,DF,Salernitana,Serie A,33,1988,7.5,2,0.27,0,0,0,0,2,0,0,0.00,0,0,0,0,2,0
2181,Ionuț Radu,ro,GK,,Cremonese,Serie A,25,1997,9.0,6,0.67,5,1,0,0,0,0,0,0.00,5,1,0,0,0,0
2182,Ionuț Radu,ro,GK,,Auxerre,Ligue 1,25,1997,17.0,3,0.18,3,0,0,0,0,0,1,0.06,3,0,0,0,0,0
2183,Ștefan Radu,ro,FW,,Lazio,Serie A,35,1986,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2184,Antonio Raillo,es,DF,,Mallorca,La Liga,30,1991,30.7,15,0.48,11,1,0,1,2,0,5,0.16,11,1,0,1,2,0
2185,Antonio Raimondo,it,FW,,Bologna,Serie A,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2186,Predrag Rajković,rs,GK,,Mallorca,La Liga,26,1995,36.0,11,0.31,8,3,0,0,0,0,2,0.06,8,3,0,0,0,0
2187,Ivan Rakitić,hr,MF,,Sevilla,La Liga,34,1988,19.9,66,3.32,45,14,0,2,3,2,6,0.30,45,14,0,2,3,2
2188,Diant Ramaj,de,GK,,Eint Frankfurt,Bundesliga,20,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2189,Largie Ramazani,be,FW,MF,Almería,La Liga,21,2001,15.6,42,2.70,24,1,9,4,2,2,4,0.26,24,1,9,4,2,2
2190,Simon Ramet,fr,DF,,Lille,Ligue 1,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2191,Adil Rami,fr,DF,,Troyes,Ligue 1,36,1985,17.7,9,0.51,7,0,0,1,0,1,1,0.06,7,0,0,1,0,1
2192,Chris Ramos,es,FW,,Cádiz,La Liga,25,1997,7.9,12,1.52,8,0,1,1,2,0,0,0.00,8,0,1,1,2,0
2193,Sergio Ramos,es,DF,,Paris S-G,Ligue 1,36,1986,30.0,21,0.70,16,0,0,2,3,0,1,0.03,16,0,0,2,3,0
2194,Aaron Ramsdale,eng,GK,,Arsenal,Premier League,24,1998,38.0,3,0.08,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0
2195,Aaron Ramsey,wls,MF,,Nice,Ligue 1,31,1990,17.6,62,3.52,42,14,0,5,1,0,4,0.23,42,14,0,5,1,0
2196,Jacob Ramsey,eng,MF,FW,Aston Villa,Premier League,21,2001,29.3,81,2.76,69,0,4,2,5,1,11,0.38,69,0,4,2,5,1
2197,Luca Ranieri,it,DF,,Fiorentina,Serie A,23,1999,5.6,4,0.71,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
2198,Andrea Ranocchia,it,DF,,Monza,Serie A,34,1988,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2199,Filippo Ranocchia,it,MF,,Monza,Serie A,21,2001,5.9,19,3.23,8,4,1,5,1,0,1,0.17,8,4,1,5,1,0
2200,Lilian Raolisoa,fr,DF,MF,Angers,Ligue 1,22,2000,1.9,6,3.12,5,1,0,0,0,0,0,0.00,5,1,0,0,0,0
2201,Raphinha,br,FW,,Barcelona,La Liga,25,1996,23.0,117,5.08,77,22,4,9,4,1,15,0.65,77,22,4,9,4,1
2202,Nicolai Rapp,de,MF,DF,Werder Bremen,Bundesliga,25,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2203,Elba Rashani,xk,MF,FW,Clermont Foot,Ligue 1,29,1993,24.0,46,1.92,37,0,1,5,2,1,7,0.29,37,0,1,5,2,1
2204,Marcus Rashford,eng,FW,,Manchester Utd,Premier League,24,1997,32.0,98,3.06,61,1,17,14,4,1,14,0.44,61,1,17,14,4,1
2205,Giacomo Raspadori,it,FW,,Sassuolo,Serie A,22,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2206,Giacomo Raspadori,it,FW,MF,Napoli,Serie A,22,2000,10.1,43,4.26,27,8,1,5,2,0,3,0.30,27,8,1,5,2,0
2207,Rafael Ratão,br,FW,MF,Toulouse,Ligue 1,26,1995,20.6,58,2.82,47,0,2,7,1,1,4,0.19,47,0,2,7,1,1
2208,David Raum,de,DF,MF,RB Leipzig,Bundesliga,24,1998,18.7,57,3.04,28,22,3,3,1,0,3,0.16,28,22,3,3,1,0
2209,Nicola Ravaglia,it,GK,,Sampdoria,Serie A,33,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2210,Rayan Raveloson,mg,DF,MF,Auxerre,Ligue 1,25,1997,27.0,42,1.55,36,0,1,3,1,1,2,0.07,36,0,1,3,1,1
2211,David Raya,es,GK,,Brentford,Premier League,26,1995,38.0,12,0.32,9,3,0,0,0,0,2,0.05,9,3,0,0,0,0
2212,Tim Ream,us,DF,,Fulham,Premier League,34,1987,32.2,24,0.75,23,0,0,0,0,1,0,0.00,23,0,0,0,0,1
2213,Ante Rebić,hr,FW,MF,Milan,Serie A,28,1993,10.9,34,3.12,23,1,1,4,4,1,3,0.28,23,1,1,4,4,1
2214,Arkadiusz Reca,pl,DF,,Spezia,Serie A,27,1995,24.1,50,2.07,39,2,3,4,1,1,2,0.08,39,2,3,4,1,1
2215,Nathan Redmond,eng,DF,,Southampton,Premier League,28,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2216,Harrison Reed,eng,MF,,Fulham,Premier League,27,1995,31.8,74,2.32,64,2,2,3,3,0,7,0.22,64,2,2,3,3,0
2217,Sergio Reguilón,es,DF,,Atlético Madrid,La Liga,25,1996,3.4,13,3.75,11,1,1,0,0,0,0,0.00,11,1,1,0,0,0
2218,Bobby Reid,jm,FW,DF,Fulham,Premier League,29,1993,27.5,54,1.96,36,1,3,5,7,2,3,0.11,36,1,3,5,7,2
2219,Pepe Reina,es,GK,,Villarreal,La Liga,39,1982,22.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2220,Jeff Reine-Adélaïde,fr,MF,,Troyes,Ligue 1,24,1998,2.6,6,2.32,6,0,0,0,0,0,1,0.39,6,0,0,0,0,0
2221,Jeff Reine-Adélaïde,fr,MF,,Lyon,Ligue 1,24,1998,3.7,20,5.36,16,1,1,1,0,1,2,0.54,16,1,1,1,0,1
2222,Reinier,br,MF,FW,Girona,La Liga,20,2002,7.2,19,2.64,16,0,1,1,1,0,2,0.28,16,0,1,1,1,0
2223,Rocco Reitz,de,MF,,Gladbach,Bundesliga,20,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2224,Karim Rekik,nl,DF,,Sevilla,La Liga,27,1994,13.1,14,1.07,12,0,0,1,1,0,2,0.15,12,0,0,1,1,0
2225,Álex Remiro,es,GK,,Real Sociedad,La Liga,27,1995,38.0,6,0.16,3,3,0,0,0,0,0,0.00,3,3,0,0,0,0
2226,Panagiotis Retsos,gr,DF,,Hellas Verona,Serie A,23,1998,1.4,1,0.73,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0
2227,Marco Reus,de,MF,FW,Dortmund,Bundesliga,33,1989,15.0,52,3.46,36,4,1,9,2,0,7,0.47,36,4,1,9,2,0
2228,Alejandro Revuelta Montero,es,DF,,Getafe,La Liga,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2229,Elvis Rexhbeçaj,xk,MF,,Augsburg,Bundesliga,24,1997,28.0,39,1.39,31,1,0,2,5,0,0,0.00,31,1,0,2,5,0
2230,Gio Reyna,us,FW,MF,Dortmund,Bundesliga,19,2002,6.9,28,4.04,24,0,0,3,1,0,5,0.72,24,0,0,3,1,0
2231,Chadi Riad,ma,MF,,Barcelona,La Liga,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2232,Nico Ribaudo,es,MF,FW,Espanyol,La Liga,21,2001,13.9,51,3.67,34,7,1,2,4,3,2,0.14,34,7,1,2,4,3
2233,Alexsandro Ribeiro,br,DF,,Lille,Ligue 1,22,1999,17.9,11,0.61,9,0,0,2,0,0,0,0.00,9,0,0,2,0,0
2234,Franck Ribéry,fr,MF,,Salernitana,Serie A,39,1983,0.4,1,2.43,0,0,0,0,1,0,0,0.00,0,0,0,0,1,0
2235,Samuele Ricci,it,MF,,Torino,Serie A,20,2001,23.0,38,1.65,27,3,2,4,2,0,1,0.04,27,3,2,4,2,0
2236,Declan Rice,eng,MF,,West Ham,Premier League,23,1999,36.4,100,2.75,86,7,1,1,2,3,6,0.16,86,7,1,1,2,3
2237,Chris Richards,us,DF,,Crystal Palace,Premier League,22,2000,5.0,2,0.40,1,0,0,1,0,0,0,0.00,1,0,0,1,0,0
2238,Richarlison,br,MF,FW,Tottenham,Premier League,25,1997,11.2,35,3.12,22,0,1,4,8,0,5,0.45,22,0,1,4,8,0
2239,Marco Richter,de,MF,FW,Hertha BSC,Bundesliga,24,1997,20.4,58,2.84,37,7,5,7,1,1,11,0.54,37,7,5,7,1,1
2240,Diego Rico,es,DF,,Real Sociedad,La Liga,29,1993,18.3,33,1.81,26,2,1,1,1,2,1,0.05,26,2,1,1,1,2
2241,Jaïro Riedewald,nl,DF,MF,Crystal Palace,Premier League,25,1996,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2242,Manuel Riemann,de,GK,,Bochum,Bundesliga,33,1988,34.0,21,0.62,17,4,0,0,0,0,0,0.00,17,4,0,0,0,0
2243,Tomás Rincón,ve,MF,,Sampdoria,Serie A,34,1988,28.4,39,1.37,35,0,0,1,1,2,3,0.11,35,0,0,1,1,2
2244,Rémy Riou,fr,GK,,Lyon,Ligue 1,34,1987,6.7,1,0.15,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
2245,Renaud Ripart,fr,FW,MF,Troyes,Ligue 1,29,1993,14.7,40,2.73,29,0,2,5,4,0,7,0.48,29,0,2,5,4,0
2246,Rodrigo Riquelme,es,MF,FW,Girona,La Liga,22,2000,24.2,69,2.85,46,6,10,4,3,0,9,0.37,46,6,10,4,3,0
2247,Matt Ritchie,sct,FW,MF,Newcastle Utd,Premier League,32,1989,0.4,1,2.31,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
2248,Sergi Roberto,es,DF,MF,Barcelona,La Liga,30,1992,14.5,29,2.00,24,0,0,4,1,0,3,0.21,24,0,0,4,1,0
2249,Lucas Robertone,ar,MF,,Almería,La Liga,25,1997,31.6,109,3.45,74,25,3,2,4,1,11,0.35,74,25,3,2,4,1
2250,Andrew Robertson,sct,DF,,Liverpool,Premier League,28,1994,28.7,95,3.31,59,27,1,4,1,3,13,0.45,59,27,1,4,1,3
2251,Antonee Robinson,us,DF,,Fulham,Premier League,24,1997,34.3,58,1.69,52,2,2,0,1,1,6,0.17,52,2,2,0,1,1
2252,Joel Robles,es,GK,,Leeds United,Premier League,32,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2253,Joel Roca,es,MF,FW,Girona,La Liga,17,2005,0.9,5,5.29,3,0,0,1,1,0,0,0.00,3,0,0,1,1,0
2254,Marc Roca,es,MF,,Leeds United,Premier League,25,1996,25.7,52,2.02,34,10,2,3,2,1,4,0.16,34,10,2,3,2,1
2255,Enzo Roco,cl,DF,,Elche,La Liga,29,1992,18.4,12,0.65,9,0,1,1,0,1,0,0.00,9,0,1,1,0,1
2256,Marek Rodák,sk,GK,,Fulham,Premier League,25,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2257,Sebastian Rode,de,MF,,Eint Frankfurt,Bundesliga,31,1990,15.7,32,2.04,29,0,0,1,2,0,2,0.13,29,0,0,1,2,0
2258,Joe Rodon,wls,DF,,Rennes,Ligue 1,24,1997,15.7,3,0.19,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0
2259,Rodri,es,MF,,Manchester City,Premier League,26,1996,32.3,92,2.84,80,0,4,6,1,1,10,0.31,80,0,4,6,1,1
2260,Rodri,es,FW,MF,Betis,La Liga,22,2000,17.8,58,3.26,49,1,3,3,2,0,8,0.45,49,1,3,3,2,0
2261,Rodrigo,es,FW,MF,Leeds United,Premier League,31,1991,21.5,45,2.09,30,0,4,8,2,1,4,0.19,30,0,4,8,2,1
2262,Álvaro Rodríguez,uy,FW,,Real Madrid,La Liga,18,2004,0.9,1,1.13,1,0,0,0,0,0,1,1.13,1,0,0,0,0,0
2263,Ángel Rodríguez,es,FW,MF,Mallorca,La Liga,35,1987,4.4,5,1.14,4,0,0,0,1,0,0,0.00,4,0,0,0,1,0
2264,Óscar Rodríguez Arnaiz,es,MF,,Celta Vigo,La Liga,24,1998,19.7,58,2.94,39,11,2,6,0,0,2,0.10,39,11,2,6,0,0
2265,Dani Rodríguez,es,MF,,Mallorca,La Liga,34,1988,23.3,54,2.31,39,4,4,3,3,1,10,0.43,39,4,4,3,3,1
2266,Guido Rodríguez,ar,MF,,Betis,La Liga,28,1994,31.9,37,1.16,32,1,0,2,2,0,2,0.06,32,1,0,2,2,0
2267,Miguel Rodríguez,es,MF,FW,Celta Vigo,La Liga,19,2003,2.8,7,2.50,7,0,0,0,0,0,2,0.71,7,0,0,0,0,0
2268,Pablo Rodríguez,es,FW,MF,Lecce,Serie A,20,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2269,Ricardo Rodríguez,ch,DF,,Torino,Serie A,29,1992,29.7,57,1.92,46,8,1,2,0,0,2,0.07,46,8,1,2,0,0
2270,Rodrygo,br,FW,MF,Real Madrid,La Liga,21,2001,26.4,133,5.03,78,5,25,9,15,1,21,0.79,78,5,25,9,15,1
2271,Mads Roerslev,dk,DF,,Brentford,Premier League,23,1999,12.3,13,1.06,13,0,0,0,0,0,1,0.08,13,0,0,0,0,0
2272,Agustín Rogel,uy,DF,,Hertha BSC,Bundesliga,24,1997,15.8,7,0.44,5,1,0,0,1,0,1,0.06,5,1,0,0,1,0
2273,Rogério,br,DF,,Sassuolo,Serie A,24,1998,33.3,74,2.22,62,6,1,1,4,0,6,0.18,62,6,1,1,4,0
2274,Merlin Röhl,de,MF,FW,Freiburg,Bundesliga,20,2002,0.6,2,3.16,2,0,0,0,0,0,1,1.58,2,0,0,0,0,0
2275,Tony Rölke,de,FW,,Hertha BSC,Bundesliga,19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2276,Filippo Romagna,it,DF,,Sassuolo,Serie A,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2277,Alessio Romagnoli,it,DF,,Lazio,Serie A,27,1995,32.5,14,0.43,11,3,0,0,0,0,3,0.09,11,3,0,0,0,0
2278,Simone Romagnoli,it,DF,,Lecce,Serie A,32,1990,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2279,Leo Román,es,GK,,Mallorca,La Liga,22,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2280,Cristian Romero,ar,DF,,Tottenham,Premier League,24,1998,26.3,24,0.91,22,0,0,0,1,1,4,0.15,22,0,0,0,1,1
2281,Iván Romero,es,MF,,Sevilla,La Liga,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2282,Luka Romero,ar,FW,,Lazio,Serie A,17,2004,1.7,4,2.38,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
2283,Oriol Romeu,es,MF,,Southampton,Premier League,30,1991,0.8,3,3.65,2,0,0,0,1,0,0,0.00,2,0,0,0,1,0
2284,Oriol Romeu,es,MF,,Girona,La Liga,30,1991,32.8,56,1.71,49,0,0,4,2,1,3,0.09,49,0,0,4,2,1
2285,Cristiano Ronaldo,pt,FW,,Manchester Utd,Premier League,37,1985,5.8,10,1.71,9,0,0,0,1,0,0,0.00,9,0,0,0,1,0
2286,Connor Ronan,ie,MF,,Wolves,Premier League,24,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
2287,Salomón Rondón,ve,FW,,Everton,Premier League,32,1989,1.2,4,3.30,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
2288,Valentin Rongier,fr,MF,,Marseille,Ligue 1,27,1994,33.7,72,2.14,64,0,3,1,1,3,5,0.15,64,0,3,1,1,3
2289,Marten de Roon,nl,MF,,Atalanta,Serie A,31,1991,32.9,51,1.55,45,0,1,1,3,1,2,0.06,45,0,1,1,3,1
2290,Pablo Rosario,nl,MF,DF,Nice,Ligue 1,25,1997,19.6,42,2.14,34,3,3,1,1,0,2,0.10,34,3,3,1,1,0
2291,Francesco Rossi,it,GK,,Atalanta,Serie A,31,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2292,Tom Rothe,de,DF,,Dortmund,Bundesliga,17,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2293,Joe Rothwell,eng,MF,,Bournemouth,Premier League,27,1995,11.3,24,2.12,16,6,1,1,0,0,2,0.18,16,6,1,1,0,0
2294,Anthony Rouault,fr,DF,,Toulouse,Ligue 1,21,2001,36.8,13,0.35,10,0,0,2,0,1,1,0.03,10,0,0,2,0,1
2295,Jérôme Roussillon,fr,MF,DF,Wolfsburg,Bundesliga,29,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
