Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1520,Andreas Linde,se,GK,,Greuther Fürth,Bundesliga,28,1993,12.0,3,0.25,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
1521,Victor Lindelöf,se,DF,,Manchester Utd,Premier League,27,1994,26.2,13,0.50,12,0,0,0,0,1,4,0.15,12,0,0,0,0,1,Matches
1522,Jesper Lindstrøm,dk,MF,FW,Eint Frankfurt,Bundesliga,21,2000,22.0,89,4.05,58,11,10,7,3,0,8,0.36,58,11,10,7,3,0,Matches
1523,Karol Linetty,pl,MF,FW,Torino,Serie A,26,1995,10.0,33,3.32,26,2,1,3,0,1,2,0.20,26,2,1,3,0,1,Matches
1524,Jesse Lingard,eng,FW,MF,Manchester Utd,Premier League,28,1992,4.1,16,3.92,13,0,0,2,1,0,1,0.25,13,0,0,2,1,0,Matches
1525,Pol Lirola,es,DF,FW,Marseille,Ligue 1,23,1997,19.7,56,2.85,51,2,1,2,0,0,4,0.20,51,2,1,2,0,0,Matches
1526,Valentino Livramento,eng,DF,,Southampton,Premier League,18,2002,24.5,44,1.80,37,0,2,1,3,1,3,0.12,37,0,2,1,3,1,Matches
1527,Dejan Ljubicic,at,MF,FW,Köln,Bundesliga,23,1997,21.9,76,3.48,64,1,3,5,3,0,7,0.32,64,1,3,5,3,0,Matches
1528,Javier Llabrés,es,FW,MF,Mallorca,La Liga,18,2002,1.5,4,2.73,2,0,1,1,0,0,0,0.00,2,0,1,1,0,0,Matches
1529,Diego Llorente,es,DF,,Leeds United,Premier League,27,1993,26.0,9,0.35,7,0,0,0,1,1,0,0.00,7,0,0,0,1,1,Matches
1530,Marcos Llorente,es,MF,DF,Atlético Madrid,La Liga,26,1995,27.2,57,2.10,51,3,1,0,2,0,5,0.18,51,3,1,0,2,0,Matches
1531,Hugo Lloris,fr,GK,,Tottenham,Premier League,34,1986,38.0,6,0.16,6,0,0,0,0,0,3,0.08,6,0,0,0,0,0,Matches
1532,Giovani Lo Celso,ar,MF,FW,Tottenham,Premier League,25,1996,2.6,10,3.78,5,2,1,1,1,0,0,0.00,5,2,1,1,1,0,Matches
1533,Giovani Lo Celso,ar,FW,MF,Villarreal,La Liga,25,1996,11.0,35,3.17,25,3,3,2,2,0,2,0.18,25,3,3,2,2,0,Matches
1534,Julen Lobete,es,FW,MF,Real Sociedad,La Liga,20,2000,3.2,4,1.26,2,0,0,1,1,0,0,0.00,2,0,0,1,1,0,Matches
1535,Stanislav Lobotka,sk,MF,,Napoli,Serie A,26,1994,18.7,38,2.03,36,0,0,0,2,0,1,0.05,36,0,0,0,2,0,Matches
1536,Jürgen Locadia,cw,MF,FW,Brighton,Premier League,27,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1537,Jürgen Locadia,cw,FW,MF,Bochum,Bundesliga,27,1993,4.9,18,3.64,11,0,0,5,2,0,3,0.61,11,0,0,5,2,0,Matches
1538,Manuel Locatelli,it,MF,,Juventus,Serie A,23,1998,24.0,57,2.38,52,0,1,3,0,1,8,0.33,52,0,1,3,0,1,Matches
1539,Bradley Locko,fr,MF,DF,Reims,Ligue 1,19,2002,11.2,20,1.78,16,1,2,0,0,1,7,0.62,16,1,2,0,0,1,Matches
1540,Renan Lodi,br,DF,,Atlético Madrid,La Liga,23,1998,13.1,20,1.53,18,1,0,0,1,0,3,0.23,18,1,0,0,1,0,Matches
1541,Ruben Loftus-Cheek,eng,MF,DF,Chelsea,Premier League,25,1996,15.5,56,3.62,44,0,3,4,3,2,6,0.39,44,0,3,4,3,2,Matches
1542,Kevin Long,ie,DF,,Burnley,Premier League,30,1990,4.6,1,0.22,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1543,Shane Long,ie,FW,,Southampton,Premier League,34,1987,3.4,5,1.46,2,0,0,0,3,0,0,0.00,2,0,0,0,3,0,Matches
1544,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,23,1997,16.3,26,1.60,22,2,0,1,0,1,3,0.18,22,2,0,1,0,1,Matches
1545,Ademola Lookman,ng,FW,MF,Leicester City,Premier League,23,1997,16.1,46,2.85,35,1,4,3,3,0,3,0.19,35,1,4,3,3,0,Matches
1546,Anthony Lopes,pt,GK,,Lyon,Ligue 1,30,1990,33.1,4,0.12,3,1,0,0,0,0,0,0.00,3,1,0,0,0,0,Matches
1547,David López,es,MF,DF,Espanyol,La Liga,31,1989,8.3,11,1.33,10,0,0,1,0,0,1,0.12,10,0,0,1,0,0,Matches
1548,Diego López,es,GK,,Espanyol,La Liga,39,1981,35.3,2,0.06,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1549,Javi López,es,DF,,Alavés,La Liga,19,2002,5.1,6,1.17,4,1,0,0,1,0,1,0.19,4,1,0,0,1,0,Matches
1550,Maxime Lopez,fr,MF,,Sassuolo,Serie A,23,1997,32.6,107,3.28,97,0,4,2,1,3,10,0.31,97,0,4,2,1,3,Matches
1551,Pau López,es,GK,,Marseille,Ligue 1,26,1994,29.0,6,0.21,5,1,0,0,0,0,1,0.03,5,1,0,0,0,0,Matches
1552,Unai López,es,MF,,Rayo Vallecano,La Liga,25,1995,12.9,53,4.12,36,11,1,1,2,2,2,0.16,36,11,1,1,2,2,Matches
1553,Dion Lopy,sn,MF,,Reims,Ligue 1,19,2002,18.2,22,1.21,17,1,4,0,0,0,2,0.11,17,1,4,0,0,0,Matches
1554,Samuel Loric,fr,DF,,Lorient,Ligue 1,21,2000,3.0,3,1.00,2,0,0,0,1,0,0,0.00,2,0,0,0,1,0,Matches
1555,Anthony Losilla,fr,MF,,Bochum,Bundesliga,35,1986,32.6,45,1.42,37,0,1,3,2,2,2,0.06,37,0,1,3,2,2,Matches
1556,Jonas Lössl,dk,GK,,Brentford,Premier League,32,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1557,Marcel Lotka,pl,GK,,Hertha BSC,Bundesliga,20,2001,9.8,1,0.10,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
1558,Jordan Lotomba,ch,DF,,Nice,Ligue 1,22,1998,19.8,37,1.87,30,1,4,1,1,0,4,0.20,30,1,4,1,1,0,Matches
1559,Johaneko Louisjean,fr,DF,,Bordeaux,Ligue 1,17,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1560,Mamadou Loum,sn,MF,,Alavés,La Liga,24,1996,25.7,22,0.86,15,0,2,5,0,0,0,0.00,15,0,2,5,0,0,Matches
1561,Imran Louza,ma,MF,,Watford,Premier League,22,1999,15.7,34,2.16,16,11,1,2,1,3,2,0.13,16,11,1,2,1,3,Matches
1562,Matteo Lovato,it,DF,,Atalanta,Serie A,21,2000,3.4,4,1.18,4,0,0,0,0,0,1,0.30,4,0,0,0,0,0,Matches
1563,Matteo Lovato,it,DF,,Cagliari,Serie A,21,2000,13.8,5,0.36,3,0,0,1,0,1,0,0.00,3,0,0,1,0,1,Matches
1564,Eduard Löwen,de,MF,,Bochum,Bundesliga,24,1997,15.7,68,4.55,40,20,0,5,3,0,3,0.20,40,20,0,5,3,0,Matches
1565,Matthew Lowton,eng,DF,,Burnley,Premier League,32,1989,19.7,34,1.73,25,4,0,1,2,2,2,0.10,25,4,0,1,2,2,Matches
1566,Anthony Lozano,hn,FW,MF,Cádiz,La Liga,28,1993,18.6,40,2.15,20,0,5,6,9,0,8,0.43,20,0,5,6,9,0,Matches
1567,Hirving Lozano,mx,FW,,Napoli,Serie A,26,1995,17.9,65,3.63,52,0,5,3,4,1,12,0.67,52,0,5,3,4,1,Matches
1568,Jean Lucas,br,MF,,Monaco,Ligue 1,23,1998,16.1,37,2.30,18,10,7,1,0,1,2,0.12,18,10,7,1,0,1,Matches
1569,Anderson Lucoqui,ao,DF,,Mainz 05,Bundesliga,24,1997,8.3,14,1.70,9,1,1,2,1,0,0,0.00,9,1,1,2,1,0,Matches
1570,Florentino Luís,pt,MF,,Getafe,La Liga,21,1999,11.0,17,1.54,15,0,0,0,0,2,1,0.09,15,0,0,0,0,2,Matches
1571,José Luis Gayà,es,DF,,Valencia,La Liga,26,1995,20.8,44,2.12,38,4,0,1,1,0,7,0.34,38,4,0,1,1,0,Matches
1572,José Luis Morales,es,FW,MF,Levante,La Liga,34,1987,30.2,104,3.44,59,10,20,8,6,1,13,0.43,59,10,20,8,6,1,Matches
1573,José Luis Palomino,ar,DF,,Atalanta,Serie A,31,1990,29.7,20,0.67,18,0,0,1,0,1,2,0.07,18,0,0,1,0,1,Matches
1574,Luismi,es,FW,MF,Sevilla,La Liga,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1575,Douglas Luiz,br,MF,,Aston Villa,Premier League,23,1998,30.2,89,2.95,60,21,1,2,5,0,9,0.30,60,21,1,2,5,0,Matches
1576,Romelu Lukaku,be,FW,,Chelsea,Premier League,28,1993,17.7,50,2.83,35,0,5,3,6,1,5,0.28,35,0,5,3,6,1,Matches
1577,Castello Lukeba,fr,DF,,Lyon,Ligue 1,18,2002,23.3,14,0.60,12,0,0,1,0,1,0,0.00,12,0,0,1,0,1,Matches
1578,Dodi Lukebakio,be,FW,,Hertha BSC,Bundesliga,23,1997,2.0,3,1.53,1,0,0,0,2,0,1,0.51,1,0,0,0,2,0,Matches
1579,Dodi Lukebakio,be,FW,MF,Wolfsburg,Bundesliga,23,1997,9.8,34,3.47,21,0,9,1,3,0,7,0.72,21,0,9,1,3,0,Matches
1580,Saša Lukić,rs,MF,,Torino,Serie A,24,1996,33.1,80,2.41,57,10,4,4,3,2,10,0.30,57,10,4,4,3,2,Matches
1581,Levi Lumeka,eng,DF,FW,Troyes,Ligue 1,22,1998,0.7,1,1.32,0,0,0,0,1,0,0,0.00,0,0,0,0,1,0,Matches
1582,Andriy Lunin,ua,GK,,Real Madrid,La Liga,22,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1583,Andrey Lunyov,ru,GK,,Leverkusen,Bundesliga,29,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1584,Sebastiano Luperto,it,DF,,Empoli,Serie A,24,1996,21.8,17,0.78,14,1,0,1,0,1,1,0.05,14,1,0,1,0,1,Matches
1585,Andreas Luthe,de,GK,,Union Berlin,Bundesliga,34,1987,27.0,1,0.04,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1586,Lyanco,br,DF,,Southampton,Premier League,24,1997,10.1,10,0.99,6,0,1,2,0,1,1,0.10,6,0,1,2,0,1,Matches
1587,Charalambos Lykogiannis,gr,DF,FW,Cagliari,Serie A,27,1993,20.2,27,1.34,14,10,0,3,0,0,0,0.00,14,10,0,3,0,0,Matches
1588,Yannis M'Bemba,ga,DF,FW,Nantes,Ligue 1,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1589,Alexis Mac Allister,ar,MF,FW,Brighton,Premier League,22,1998,23.6,83,3.52,57,10,3,3,7,3,5,0.21,57,10,3,3,7,3,Matches
1590,Deiver Machado,co,DF,MF,Lens,Ligue 1,27,1993,5.8,16,2.75,12,0,0,0,1,3,1,0.17,12,0,0,0,1,3,Matches
1591,Darwin Machís,ve,MF,FW,Granada,La Liga,28,1993,15.3,45,2.95,29,2,6,4,4,0,6,0.39,29,2,6,4,4,0,Matches
1592,Yvann Macon,fr,DF,,Saint-Étienne,Ligue 1,22,1998,17.0,27,1.59,23,1,1,1,1,0,3,0.18,23,1,1,1,1,0,Matches
1593,James Maddison,eng,MF,FW,Leicester City,Premier League,24,1996,27.3,106,3.88,65,14,7,9,9,2,18,0.66,65,14,7,9,9,2,Matches
1594,Niki Mäenpää,fi,GK,,Venezia,Serie A,36,1985,16.5,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1595,Pablo Maffeo,es,DF,,Mallorca,La Liga,24,1997,32.7,66,2.02,34,4,9,6,10,3,8,0.24,34,4,9,6,10,3,Matches
1596,Louis Mafouta,cf,FW,,Metz,Ligue 1,27,1994,5.8,11,1.88,9,0,0,0,2,0,0,0.00,9,0,0,0,2,0,Matches
1597,Gabriel Magalhães,br,DF,,Arsenal,Premier League,23,1997,34.0,22,0.65,19,0,0,2,0,1,1,0.03,19,0,0,2,0,1,Matches
1598,Giulio Maggiore,it,MF,,Spezia,Serie A,23,1998,31.3,73,2.33,60,0,4,3,5,1,5,0.16,60,0,4,3,5,1,Matches
1599,Matej Maglica,hr,MF,,Stuttgart,Bundesliga,22,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1600,Francesco Magnanelli,it,MF,,Sassuolo,Serie A,36,1984,3.0,2,0.67,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1601,Giangiacomo Magnani,it,DF,,Hellas Verona,Serie A,25,1995,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1602,Giangiacomo Magnani,it,DF,,Sampdoria,Serie A,25,1995,2.7,1,0.38,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1603,Hugo Magnetti,fr,MF,,Brest,Ligue 1,23,1998,16.3,20,1.23,16,1,0,2,0,1,2,0.12,16,1,0,2,0,1,Matches
1604,Yohann Magnin,fr,MF,DF,Clermont Foot,Ligue 1,24,1997,19.1,27,1.42,22,0,0,2,2,1,2,0.10,22,0,0,2,2,1,Matches
1605,Harry Maguire,eng,DF,,Manchester Utd,Premier League,28,1993,27.9,24,0.86,14,2,1,5,0,2,0,0.00,14,2,1,5,0,2,Matches
1606,Riyad Mahrez,dz,FW,,Manchester City,Premier League,30,1991,16.6,73,4.38,55,12,1,4,1,0,10,0.60,55,12,1,4,1,0,Matches
1607,Arne Maier,de,MF,,Augsburg,Bundesliga,22,1999,20.7,66,3.19,39,17,4,2,4,0,8,0.39,39,17,4,2,4,0,Matches
1608,Habib Maïga,ci,MF,,Metz,Ligue 1,25,1996,14.1,26,1.85,23,0,0,2,0,1,1,0.07,23,0,0,2,0,1,Matches
1609,Mike Maignan,fr,GK,,Milan,Serie A,26,1995,32.0,9,0.28,6,3,0,0,0,0,1,0.03,6,3,0,0,0,0,Matches
1610,Ainsley Maitland-Niles,eng,MF,,Arsenal,Premier League,23,1997,3.0,7,2.35,5,0,0,1,0,1,0,0.00,5,0,0,1,0,1,Matches
1611,Ainsley Maitland-Niles,eng,DF,,Roma,Serie A,23,1997,5.4,15,2.77,11,1,0,2,0,1,2,0.37,11,1,0,2,0,1,Matches
1612,Josh Maja,ng,FW,,Bordeaux,Ligue 1,22,1998,0.1,2,20.00,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0,Matches
1613,Abdul Majeed Waris,gh,FW,MF,Strasbourg,Ligue 1,29,1991,3.6,11,3.03,8,0,2,0,1,0,2,0.55,8,0,2,0,1,0,Matches
1614,Lovro Majer,hr,MF,FW,Rennes,Ligue 1,23,1998,20.4,102,5.01,65,20,3,5,7,2,20,0.98,65,20,3,5,7,2,Matches
1615,Jean-Victor Makengo,fr,MF,,Udinese,Serie A,23,1998,26.1,59,2.26,45,0,5,4,3,2,6,0.23,45,0,5,4,3,2,Matches
1616,Béni Makouana,cg,FW,MF,Montpellier,Ligue 1,18,2002,3.6,7,1.94,6,0,1,0,0,0,0,0.00,6,0,1,0,0,0,Matches
1617,Nemanja Maksimović,rs,MF,,Getafe,La Liga,26,1995,32.6,42,1.29,36,0,0,3,1,2,1,0.03,36,0,0,3,1,2,Matches
1618,Nikola Maksimović,rs,DF,,Genoa,Serie A,29,1991,12.4,4,0.32,3,0,0,0,1,0,0,0.00,3,0,0,0,1,0,Matches
1619,Kévin Malcuit,ma,DF,MF,Napoli,Serie A,30,1991,3.2,4,1.25,3,0,1,0,0,0,1,0.31,3,0,1,0,0,0,Matches
1620,Daniel Maldini,it,MF,,Milan,Serie A,19,2001,1.6,1,0.61,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1621,Youssef Maleh,ma,MF,,Fiorentina,Serie A,22,1998,11.3,24,2.12,20,0,0,1,3,0,3,0.26,20,0,0,1,3,0,Matches
1622,Donyell Malen,nl,FW,,Dortmund,Bundesliga,22,1999,18.7,63,3.37,39,0,8,8,8,0,12,0.64,39,0,8,8,8,0,Matches
1623,Ruslan Malinovskyi,ua,MF,FW,Atalanta,Serie A,28,1993,17.7,104,5.87,55,24,9,9,7,0,8,0.45,55,24,9,9,7,0,Matches
1624,Hugo Mallo,es,DF,,Celta Vigo,La Liga,30,1991,20.3,38,1.87,30,5,0,1,1,1,2,0.10,30,5,0,1,1,1,Matches
1625,Lennard Maloney,us,DF,,Dortmund,Bundesliga,21,1999,0.1,1,10.00,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1626,Mickael Malsa,mq,MF,,Levante,La Liga,25,1995,12.7,22,1.74,20,0,0,0,1,1,1,0.08,20,0,0,0,1,1,Matches
1627,Giorgi Mamardashvili,ge,GK,,Valencia,La Liga,20,2000,18.0,1,0.06,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1628,Rey Manaj,al,FW,,Spezia,Serie A,24,1997,19.6,50,2.55,27,0,7,6,9,1,5,0.25,27,0,7,6,9,1,Matches
1629,Hianga Mananga Mbock,fr,MF,,Brest,Ligue 1,21,1999,8.9,6,0.68,4,0,0,0,1,1,1,0.11,4,0,0,0,1,1,Matches
1630,Vincent Manceau,fr,DF,,Angers,Ligue 1,32,1989,26.2,12,0.46,12,0,0,0,0,0,4,0.15,12,0,0,0,0,0,Matches
1631,Gianluca Mancini,it,DF,,Roma,Serie A,25,1996,32.0,41,1.28,33,1,0,5,2,0,4,0.13,33,1,0,5,2,0,Matches
1632,Leonardo Mancuso,it,FW,,Empoli,Serie A,29,1992,4.7,9,1.90,9,0,0,0,0,0,0,0.00,9,0,0,0,0,0,Matches
1633,Steve Mandanda,fr,GK,,Marseille,Ligue 1,36,1985,9.0,3,0.33,1,2,0,0,0,0,0,0.00,1,2,0,0,0,0,Matches
1634,Reinildo Mandava,mz,DF,,Atlético Madrid,La Liga,27,1994,14.4,12,0.83,9,1,0,0,2,0,0,0.00,9,1,0,0,2,0,Matches
1635,Reinildo Mandava,mz,DF,,Lille,Ligue 1,27,1994,16.9,27,1.59,15,0,5,2,4,1,4,0.24,15,0,5,2,4,1,Matches
1636,Aïssa Mandi,dz,DF,,Villarreal,La Liga,29,1991,15.3,5,0.33,3,0,0,1,1,0,1,0.07,3,0,0,1,1,0,Matches
1637,Rolando Mandragora,it,MF,,Torino,Serie A,24,1997,14.7,52,3.55,31,18,1,1,1,0,4,0.27,31,18,1,1,1,0,Matches
1638,Anthony Mandrea,dz,GK,,Angers,Ligue 1,24,1996,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1639,Sadio Mané,sn,FW,,Liverpool,Premier League,29,1992,31.3,114,3.64,79,0,8,17,10,0,13,0.41,79,0,8,17,10,0,Matches
1640,Eliaquim Mangala,fr,DF,,Saint-Étienne,Ligue 1,30,1991,13.1,1,0.08,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1641,Orel Mangala,be,MF,,Stuttgart,Bundesliga,23,1998,20.6,58,2.82,45,0,7,3,1,2,7,0.34,45,0,7,3,1,2,Matches
1642,Thomas Mangani,fr,MF,,Angers,Ligue 1,34,1987,24.4,52,2.14,35,15,0,0,0,2,5,0.21,35,15,0,0,0,2,Matches
1643,Ricardo Mangas,pt,DF,,Bordeaux,Ligue 1,23,1998,26.1,38,1.45,31,4,0,1,0,2,2,0.08,31,4,0,1,0,2,Matches
1644,Kostas Manolas,gr,DF,,Napoli,Serie A,30,1991,3.5,1,0.29,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1645,Javier Manquillo,es,DF,,Newcastle Utd,Premier League,27,1994,14.0,13,0.93,11,0,0,0,2,0,4,0.29,11,0,0,0,2,0,Matches
1646,Myziane Maolida,km,MF,,Nice,Ligue 1,22,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1647,Myziane Maolida,km,FW,MF,Hertha BSC,Bundesliga,22,1999,8.6,15,1.74,11,0,1,2,1,0,2,0.23,11,0,1,2,1,0,Matches
1648,Sekou Mara,fr,FW,MF,Bordeaux,Ligue 1,19,2002,10.1,24,2.38,17,0,1,2,4,0,4,0.40,17,0,1,2,4,0,Matches
1649,Nikola Maraš,rs,DF,,Rayo Vallecano,La Liga,25,1995,11.6,5,0.43,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0,Matches
1650,Fernando Marçal,br,MF,DF,Wolves,Premier League,32,1989,16.1,22,1.37,19,1,0,1,1,0,2,0.12,19,1,0,1,1,0,Matches
1651,Marcelo,br,DF,,Real Madrid,La Liga,33,1988,5.8,15,2.58,14,0,0,0,0,1,2,0.34,14,0,0,0,0,1,Matches
1652,Marcelo,br,DF,,Bordeaux,Ligue 1,34,1987,10.0,9,0.90,7,1,0,1,0,0,1,0.10,7,1,0,1,0,0,Matches
1653,Marcelo,br,DF,,Lyon,Ligue 1,34,1987,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1654,Solly March,eng,DF,FW,Brighton,Premier League,27,1994,19.4,71,3.66,44,14,7,0,4,2,3,0.15,44,14,7,0,4,2,Matches
1655,Riccardo Marchizza,it,DF,,Empoli,Serie A,23,1998,15.0,22,1.47,16,3,2,1,0,0,4,0.27,16,3,2,1,0,0,Matches
1656,Gian Marco Ferrari,it,DF,,Sassuolo,Serie A,29,1992,34.7,30,0.86,26,0,0,2,1,1,0,0.00,26,0,0,2,1,1,Matches
1657,Iván Marcone,ar,MF,,Elche,La Liga,31,1990,9.0,4,0.45,3,1,0,0,0,0,0,0.00,3,1,0,0,0,0,Matches
1658,Óscar de Marcos,es,DF,,Athletic Club,La Liga,32,1989,18.7,39,2.09,33,5,1,0,0,0,5,0.27,33,5,1,0,0,0,Matches
1659,Davide Marfella,it,GK,,Napoli,Serie A,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1660,José Mari,es,MF,,Cádiz,La Liga,33,1987,4.3,10,2.33,8,1,0,1,0,0,2,0.47,8,1,0,1,0,0,Matches
1661,Pablo Marí,es,DF,,Arsenal,Premier League,27,1993,2.0,2,1.00,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1662,Pablo Marí,es,DF,,Udinese,Serie A,27,1993,14.9,11,0.74,4,6,1,0,0,0,1,0.07,4,6,1,0,0,0,Matches
1663,José María Giménez,uy,DF,,Atlético Madrid,La Liga,26,1995,22.7,11,0.48,7,0,1,2,1,0,2,0.09,7,0,1,2,1,0,Matches
1664,Mariano,do,FW,,Real Madrid,La Liga,27,1993,3.8,8,2.11,7,0,1,0,0,0,1,0.26,7,0,1,0,0,0,Matches
1665,Răzvan Marin,ro,MF,,Cagliari,Serie A,25,1996,31.3,118,3.77,70,36,4,4,3,1,10,0.32,70,36,4,4,3,1,Matches
1666,Guillermo Maripán,cl,DF,,Monaco,Ligue 1,27,1994,20.4,14,0.69,12,0,0,1,0,1,1,0.05,12,0,0,1,0,1,Matches
1667,Mika Màrmol,es,DF,,Barcelona,La Liga,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1668,Omar Marmoush,eg,FW,,Wolfsburg,Bundesliga,22,1999,0.3,1,3.75,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1669,Omar Marmoush,eg,FW,,Stuttgart,Bundesliga,22,1999,17.5,70,4.01,34,17,9,8,2,0,10,0.57,34,17,9,8,2,0,Matches
1670,Marquinhos,br,DF,,Paris S-G,Ligue 1,27,1994,31.8,22,0.69,19,0,0,3,0,0,2,0.06,19,0,0,3,0,0,Matches
1671,Roger Martí,es,FW,,Levante,La Liga,30,1991,23.5,39,1.66,28,0,1,7,3,0,5,0.21,28,0,1,7,3,0,Matches
1672,Anthony Martial,fr,FW,,Manchester Utd,Premier League,25,1995,2.4,5,2.12,4,0,0,0,1,0,1,0.42,4,0,0,0,1,0,Matches
1673,Anthony Martial,fr,FW,MF,Sevilla,La Liga,25,1995,5.4,6,1.10,4,0,0,1,1,0,1,0.18,4,0,0,1,1,0,Matches
1674,Martín,es,MF,,Cádiz,La Liga,22,1999,1.3,1,0.78,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1675,Aarón Martín,es,DF,,Mainz 05,Bundesliga,24,1997,25.5,68,2.67,37,26,0,3,1,1,3,0.12,37,26,0,3,1,1,Matches
1676,Ander Martin,es,FW,MF,Real Sociedad,La Liga,20,2000,1.0,3,3.07,1,1,0,1,0,0,0,0.00,1,1,0,1,0,0,Matches
1677,Andrés Martín,es,FW,MF,Rayo Vallecano,La Liga,22,1999,2.1,2,0.97,1,0,0,1,0,0,0,0.00,1,0,0,1,0,0,Matches
1678,Carlos Martín,es,DF,,Atlético Madrid,La Liga,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1679,Iván Martín,es,MF,FW,Alavés,La Liga,22,1999,1.8,1,0.54,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1680,Jonas Martin,fr,MF,,Rennes,Ligue 1,31,1990,23.4,38,1.63,32,0,0,4,1,1,4,0.17,32,0,0,4,1,1,Matches
1681,Gabriel Martinelli,br,FW,MF,Arsenal,Premier League,20,2001,20.7,72,3.49,48,4,8,8,2,2,13,0.63,48,4,8,8,2,2,Matches
1682,Emiliano Martínez,ar,GK,,Aston Villa,Premier League,28,1992,36.0,5,0.14,3,2,0,0,0,0,1,0.03,3,2,0,0,0,0,Matches
1683,Iñigo Martínez,es,DF,,Athletic Club,La Liga,30,1991,26.0,19,0.73,14,0,1,3,0,1,1,0.04,14,0,1,3,0,1,Matches
1684,Javi Martínez,es,MF,FW,Osasuna,La Liga,21,1999,9.8,27,2.77,23,4,0,0,0,0,4,0.41,23,4,0,0,0,0,Matches
1685,Josep Martinez,es,GK,,RB Leipzig,Bundesliga,23,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1686,Lautaro Martínez,ar,FW,,Inter,Serie A,23,1997,25.4,73,2.88,44,0,1,19,7,2,10,0.39,44,0,1,19,7,2,Matches
1687,Pablo Martínez,es,MF,,Levante,La Liga,23,1998,7.3,11,1.51,9,0,0,0,0,2,1,0.14,9,0,0,0,0,2,Matches
1688,Lucas Martínez Quarta,ar,DF,,Fiorentina,Serie A,25,1996,15.9,14,0.88,12,0,1,1,0,0,0,0.00,12,0,1,1,0,0,Matches
1689,Gelson Martins,pt,MF,FW,Monaco,Ligue 1,26,1995,21.2,38,1.80,29,0,2,3,3,1,3,0.14,29,0,2,3,3,1,Matches
1690,Adam Marušić,me,DF,,Lazio,Serie A,28,1992,30.2,27,0.89,23,2,1,0,1,0,4,0.13,23,2,1,0,1,0,Matches
1691,Omar Mascarell,gq,MF,,Elche,La Liga,28,1993,27.7,14,0.51,11,1,0,1,0,1,1,0.04,11,1,0,1,0,1,Matches
1692,Andrea Masiello,it,DF,,Genoa,Serie A,35,1986,5.7,2,0.35,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1693,Adam Masina,ma,DF,,Watford,Premier League,27,1994,12.0,13,1.09,9,2,0,0,1,1,1,0.08,9,2,0,0,1,1,Matches
