Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2092,Juan Pérez,es,GK,,Osasuna,La Liga,25,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2093,Kike Pérez,es,MF,FW,Elche,La Liga,24,1997,5.8,18,3.12,12,2,1,1,1,1,0,0.00,12,2,1,1,1,1,Matches
2094,Lucas Pérez,es,FW,,Elche,La Liga,32,1988,14.1,33,2.34,21,7,2,0,3,0,4,0.28,21,7,2,0,3,0,Matches
2095,Lucas Pérez,es,FW,MF,Cádiz,La Liga,32,1988,11.8,52,4.42,34,15,0,2,1,0,2,0.17,34,15,0,2,1,0,Matches
2096,Nehuén Pérez,ar,DF,,Udinese,Serie A,21,2000,18.8,17,0.90,12,4,1,0,0,0,3,0.16,12,4,1,0,0,0,Matches
2097,Mattia Perin,it,GK,,Juventus,Serie A,28,1992,4.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2098,Ivan Perišić,hr,DF,,Inter,Serie A,32,1989,31.3,118,3.76,100,5,6,4,0,3,13,0.41,100,5,6,4,0,3,Matches
2099,Sonny Perkins,eng,MF,,West Ham,Premier League,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2100,Diego Perotti,ar,MF,FW,Salernitana,Serie A,33,1988,3.2,9,2.84,8,0,1,0,0,0,2,0.63,8,0,1,0,0,0,Matches
2101,Romain Perraud,fr,DF,,Southampton,Premier League,23,1997,18.0,24,1.33,19,1,1,2,1,0,3,0.17,19,1,1,2,1,0,Matches
2102,Lucas Perrin,fr,DF,,Strasbourg,Ligue 1,22,1998,27.8,39,1.40,33,1,0,2,0,3,3,0.11,33,1,0,2,0,3,Matches
2103,Mario Perrone,it,DF,,Salernitana,Serie A,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2104,Pavao Pervan,at,GK,,Wolfsburg,Bundesliga,33,1987,6.0,1,0.17,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2105,Matteo Pessina,it,MF,FW,Atalanta,Serie A,24,1997,16.0,46,2.88,42,0,2,2,0,0,5,0.31,42,0,2,2,0,0,Matches
2106,Andrea Petagna,it,FW,,Napoli,Serie A,26,1995,6.5,14,2.16,10,0,0,1,1,2,1,0.15,10,0,0,1,1,2,Matches
2107,Nils Petersen,de,FW,,Freiburg,Bundesliga,32,1988,6.4,12,1.86,9,0,1,0,1,1,0,0.00,9,0,1,0,1,1,Matches
2108,Danijel Petković,me,GK,,Angers,Ligue 1,28,1993,15.0,1,0.07,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2109,Léo Pétrot,fr,DF,,Lorient,Ligue 1,24,1997,20.2,6,0.30,6,0,0,0,0,0,0,0.00,6,0,0,0,0,0,Matches
2110,Njegoš Petrović,rs,MF,,Granada,La Liga,22,1999,10.2,22,2.16,16,0,2,2,1,1,3,0.29,16,0,2,2,1,1,Matches
2111,Jens Petter Hauge,no,MF,FW,Eint Frankfurt,Bundesliga,21,1999,11.6,33,2.86,28,0,2,2,1,0,5,0.43,28,0,2,2,1,0,Matches
2112,Alex Petxa,es,DF,MF,Athletic Club,La Liga,24,1997,4.6,8,1.74,6,0,1,0,1,0,0,0.00,6,0,1,0,1,0,Matches
2113,Germán Pezzella,ar,DF,,Betis,La Liga,30,1991,22.1,6,0.27,3,0,0,2,1,0,1,0.05,3,0,0,2,1,0,Matches
2114,Giuseppe Pezzella,it,DF,MF,Atalanta,Serie A,23,1997,11.9,13,1.09,10,2,0,1,0,0,2,0.17,10,2,0,1,0,0,Matches
2115,Immanuel Pherai,sr,MF,,Dortmund,Bundesliga,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2116,Maximilian Philipp,de,MF,,Wolfsburg,Bundesliga,27,1994,10.7,35,3.27,26,3,2,0,4,0,6,0.56,26,3,2,0,4,0,Matches
2117,Romain Philippoteaux,fr,MF,,Brest,Ligue 1,33,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2118,Kalvin Phillips,eng,MF,,Leeds United,Premier League,25,1995,17.7,30,1.69,23,3,0,2,0,2,4,0.23,23,3,0,2,0,2,Matches
2119,Jaden Philogene Bidace,eng,FW,,Aston Villa,Premier League,19,2002,0.1,1,18.00,0,0,0,0,1,0,0,0.00,0,0,0,0,1,0,Matches
2120,Jérôme Phojo,fr,DF,,Clermont Foot,Ligue 1,28,1993,0.1,1,15.00,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2121,Krzysztof Piątek,pl,FW,,Fiorentina,Serie A,26,1995,8.1,14,1.72,10,0,1,3,0,0,2,0.25,10,0,1,3,0,0,Matches
2122,Krzysztof Piątek,pl,FW,,Hertha BSC,Bundesliga,26,1995,3.9,6,1.56,2,0,0,2,2,0,1,0.26,2,0,0,2,2,0,Matches
2123,Pablo Piatti,ar,MF,FW,Elche,La Liga,32,1989,3.5,6,1.74,4,0,1,0,1,0,0,0.00,4,0,1,0,1,0,Matches
2124,Cristiano Piccini,it,DF,,Valencia,La Liga,28,1992,3.6,7,1.96,4,2,1,0,0,0,0,0.00,4,2,1,0,0,0,Matches
2125,Roberto Piccoli,it,FW,,Genoa,Serie A,20,2001,2.4,4,1.66,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
2126,Roberto Piccoli,it,FW,,Atalanta,Serie A,20,2001,2.2,5,2.31,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0,Matches
2127,Jordan Pickford,eng,GK,,Everton,Premier League,27,1994,35.0,13,0.37,9,4,0,0,0,0,2,0.06,9,4,0,0,0,0,Matches
2128,Jérémy Pied,fr,DF,FW,Lille,Ligue 1,32,1989,0.1,1,6.92,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2129,Amos Pieper,de,DF,,Arminia,Bundesliga,23,1998,26.4,13,0.49,9,0,0,2,0,2,0,0.00,9,0,0,2,0,2,Matches
2130,Ronaël Pierre-Gabriel,fr,DF,,Brest,Ligue 1,23,1998,28.3,49,1.73,39,3,2,2,2,1,3,0.11,39,3,2,2,2,1,Matches
2131,Erik Pieters,nl,DF,,Burnley,Premier League,32,1988,8.1,12,1.48,8,2,0,1,1,0,1,0.12,8,2,0,1,1,0,Matches
2132,Tomás Pina Isla,es,MF,,Alavés,La Liga,33,1987,16.0,16,1.00,11,0,0,0,5,0,0,0.00,11,0,0,0,5,0,Matches
2133,Andrea Pinamonti,it,FW,,Empoli,Serie A,22,1999,31.9,72,2.26,43,0,6,11,12,0,7,0.22,43,0,6,11,12,0,Matches
2134,Orbelín Pineda,mx,MF,FW,Celta Vigo,La Liga,25,1996,1.1,7,6.24,5,0,0,2,0,0,0,0.00,5,0,0,2,0,0,Matches
2135,Ethan Pinnock,jm,DF,,Brentford,Premier League,28,1993,29.9,31,1.04,22,6,0,2,0,1,4,0.13,22,6,0,2,0,1,Matches
2136,Yeremi Pino,es,MF,FW,Villarreal,La Liga,18,2002,18.6,51,2.73,37,0,7,0,7,0,9,0.48,37,0,7,0,7,0,Matches
2137,Carlo Pinsoglio,it,GK,,Juventus,Serie A,31,1990,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2138,Riccardo Pinzi,it,FW,,Udinese,Serie A,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2139,Gerard Piqué,es,DF,,Barcelona,La Liga,34,1987,23.2,24,1.03,18,1,1,4,0,0,6,0.26,18,1,1,4,0,0,Matches
2140,Marko Pjaca,hr,MF,,Torino,Serie A,26,1995,12.8,43,3.38,30,1,6,3,3,0,1,0.08,30,1,6,3,3,0,Matches
2141,Marvin Plattenhardt,de,DF,,Hertha BSC,Bundesliga,29,1992,18.2,63,3.46,19,40,1,1,2,0,9,0.49,19,40,1,1,2,0,Matches
2142,Alassane Pléa,fr,MF,FW,Gladbach,Bundesliga,28,1993,23.0,105,4.77,83,1,7,8,5,1,9,0.41,83,1,7,8,5,1,Matches
2143,Tommaso Pobega,it,MF,,Torino,Serie A,22,1999,24.9,63,2.53,52,0,0,4,6,1,4,0.16,52,0,0,4,6,1,Matches
2144,Daniel Podence,pt,FW,MF,Wolves,Premier League,25,1995,16.5,66,4.00,50,0,3,7,4,2,5,0.30,50,0,3,7,4,2,Matches
2145,Suf Podgoreanu,il,FW,,Spezia,Serie A,19,2002,1.3,4,3.21,3,0,1,0,0,0,2,1.61,3,0,1,0,0,0,Matches
2146,Paul Pogba,fr,MF,FW,Manchester Utd,Premier League,28,1993,15.0,57,3.80,45,1,6,1,4,0,11,0.73,45,1,6,1,4,0,Matches
2147,Joel Pohjanpalo,fi,FW,,Leverkusen,Bundesliga,26,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2148,Matteo Politano,it,FW,,Napoli,Serie A,27,1993,18.3,73,3.98,40,13,7,5,7,1,8,0.44,40,13,7,5,7,1,Matches
2149,Julian Pollersbeck,de,GK,,Lyon,Ligue 1,26,1994,4.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2150,Sebastian Polter,de,FW,,Bochum,Bundesliga,30,1991,26.0,54,2.16,40,0,2,3,9,0,3,0.12,40,0,2,3,9,0,Matches
2151,Ezequiel Ponce,ar,FW,,Elche,La Liga,24,1997,7.4,20,2.70,13,0,3,3,0,1,2,0.27,13,0,3,3,0,1,Matches
2152,Marin Pongračić,hr,DF,,Dortmund,Bundesliga,23,1997,9.2,3,0.33,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
2153,Pere Pons,es,MF,,Alavés,La Liga,28,1993,15.2,22,1.45,16,0,2,0,2,2,0,0.00,16,0,2,0,2,2,Matches
2154,Nick Pope,eng,GK,,Burnley,Premier League,29,1992,36.0,8,0.22,4,4,0,0,0,0,0,0.00,4,4,0,0,0,0,Matches
2155,Manolo Portanova,it,FW,MF,Genoa,Serie A,21,2000,14.7,29,1.97,12,7,3,4,1,2,0,0.00,12,7,3,4,1,2,Matches
2156,Portu,es,FW,MF,Real Sociedad,La Liga,29,1992,17.7,37,2.09,30,3,0,2,2,0,4,0.23,30,3,0,2,2,0,Matches
2157,Stefan Posch,at,DF,,Hoffenheim,Bundesliga,24,1997,24.4,8,0.33,8,0,0,0,0,0,1,0.04,8,0,0,0,0,0,Matches
2158,Sergio Postigo,es,DF,,Levante,La Liga,32,1988,9.4,5,0.53,5,0,0,0,0,0,1,0.11,5,0,0,0,0,0,Matches
2159,Yussuf Poulsen,dk,FW,MF,RB Leipzig,Bundesliga,27,1994,12.0,30,2.50,21,0,1,3,5,0,6,0.50,21,0,1,3,5,0,Matches
2160,Gaëtan Poussin,fr,GK,,Bordeaux,Ligue 1,22,1999,13.0,2,0.15,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0,Matches
2161,Darío Poveda,es,FW,MF,Getafe,La Liga,24,1997,4.2,11,2.61,10,0,0,0,0,1,2,0.47,10,0,0,0,0,1,Matches
2162,José Pozo,es,MF,DF,Rayo Vallecano,La Liga,25,1996,0.8,9,11.10,8,0,0,1,0,0,0,0.00,8,0,0,1,0,0,Matches
2163,Dennis Praet,be,MF,,Torino,Serie A,27,1994,17.1,50,2.92,42,1,3,2,2,0,4,0.23,42,1,3,2,2,0,Matches
2164,Mateusz Praszelik,pl,MF,,Hellas Verona,Serie A,20,2000,0.3,1,3.60,0,0,1,0,0,0,0,0.00,0,0,1,0,0,0,Matches
2165,Abdón Prats,es,FW,,Mallorca,La Liga,28,1992,7.1,18,2.53,12,1,0,2,2,1,1,0.14,12,1,0,2,2,1,Matches
2166,Sanjin Prcić,ba,MF,,Strasbourg,Ligue 1,27,1993,24.3,64,2.63,45,9,1,7,2,0,4,0.16,45,9,1,7,2,0,Matches
2167,Nicolas de Préville,fr,FW,MF,Metz,Ligue 1,30,1991,21.9,68,3.11,31,14,8,4,10,1,5,0.23,31,14,8,4,10,1,Matches
2168,Isaac Price,nir,MF,,Everton,Premier League,17,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2169,Manuel Prietl,at,MF,,Arminia,Bundesliga,29,1991,23.6,29,1.23,19,0,6,2,0,2,4,0.17,19,0,6,2,0,2,Matches
2170,Alejandro Primo,es,GK,,Levante,La Liga,17,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2171,Grischa Prömel,de,MF,,Union Berlin,Bundesliga,26,1995,26.9,42,1.56,35,0,0,3,3,1,5,0.19,35,0,0,3,3,1,Matches
2172,Nick Proschwitz,de,FW,,Hoffenheim,Bundesliga,34,1986,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2173,Ivan Provedel,it,GK,,Spezia,Serie A,27,1994,30.7,2,0.07,2,0,0,0,0,0,1,0.03,2,0,0,0,0,0,Matches
2174,Javi Puado,es,MF,FW,Espanyol,La Liga,23,1998,24.9,45,1.80,34,1,4,3,2,1,3,0.12,34,1,4,3,2,1,Matches
2175,Marc Pubill,es,DF,MF,Levante,La Liga,18,2003,5.7,14,2.46,10,1,1,2,0,0,2,0.35,10,1,1,2,0,0,Matches
2176,Antonio Puertas,es,MF,FW,Granada,La Liga,29,1992,25.1,46,1.83,32,3,6,1,3,1,6,0.24,32,3,6,1,3,1,Matches
2177,Riqui Puig,es,MF,,Barcelona,La Liga,21,1999,5.4,24,4.44,22,0,1,1,0,0,3,0.56,22,0,1,1,0,0,Matches
2178,Teemu Pukki,fi,FW,,Norwich City,Premier League,31,1990,36.1,63,1.74,40,0,8,3,12,0,4,0.11,40,0,8,3,12,0,Matches
2179,Erick Pulgar,cl,MF,,Fiorentina,Serie A,27,1994,3.8,11,2.90,8,3,0,0,0,0,2,0.53,8,3,0,0,0,0,Matches
2180,Christian Pulisic,us,MF,FW,Chelsea,Premier League,22,1998,14.3,36,2.51,24,0,1,4,6,1,5,0.35,24,0,1,4,6,1,Matches
2181,Afimico Pululu,fr,FW,MF,Greuther Fürth,Bundesliga,22,1999,0.8,2,2.57,0,0,1,0,1,0,0,0.00,0,0,1,0,1,0,Matches
2182,Ignacio Pussetto,ar,FW,MF,Udinese,Serie A,25,1995,13.4,37,2.76,22,0,4,4,5,2,7,0.52,22,0,4,4,5,2,Matches
2183,Niklas Pyyhtiä,fi,MF,,Bologna,Serie A,17,2003,0.2,1,4.74,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2184,Przemysław Płacheta,pl,FW,MF,Norwich City,Premier League,23,1998,5.6,16,2.85,6,2,4,0,4,0,0,0.00,6,2,4,0,4,0,Matches
2185,Yacine Qasmi,ma,FW,,Rayo Vallecano,La Liga,30,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2186,Fabio Quagliarella,it,FW,,Sampdoria,Serie A,38,1983,18.5,49,2.65,35,0,5,6,2,1,8,0.43,35,0,5,6,2,1,Matches
2187,Quini,es,DF,,Granada,La Liga,31,1989,25.6,34,1.33,25,3,3,1,0,2,4,0.16,25,3,3,1,0,2,Matches
2188,Dani Raba,es,MF,FW,Villarreal,La Liga,25,1995,1.0,6,6.07,4,2,0,0,0,0,0,0.00,4,2,0,0,0,0,Matches
2189,Dani Raba,es,MF,FW,Granada,La Liga,25,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2190,Adrien Rabiot,fr,MF,,Juventus,Serie A,26,1995,25.4,45,1.77,35,0,5,3,2,0,3,0.12,35,0,5,3,2,0,Matches
2191,Uroš Račić,rs,MF,,Valencia,La Liga,23,1998,13.4,28,2.09,20,1,2,1,3,1,1,0.07,20,1,2,1,3,1,Matches
2192,Nemanja Radoja,rs,MF,,Levante,La Liga,28,1993,13.5,17,1.26,13,1,1,0,1,1,3,0.22,13,1,1,0,1,1,Matches
2193,Nemanja Radonjić,rs,FW,,Marseille,Ligue 1,25,1996,0.2,2,10.00,1,0,1,0,0,0,0,0.00,1,0,1,0,0,0,Matches
2194,Ivan Radovanović,rs,DF,MF,Salernitana,Serie A,32,1988,11.7,14,1.20,12,0,0,2,0,0,1,0.09,12,0,0,2,0,0,Matches
2195,Ionuț Radu,ro,GK,,Inter,Serie A,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2196,Ștefan Radu,ro,DF,,Lazio,Serie A,34,1986,6.2,2,0.32,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0,Matches
2197,Boris Radunović,rs,GK,,Cagliari,Serie A,25,1996,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2198,Sidney Raebiger,de,MF,,RB Leipzig,Bundesliga,16,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2199,Rafinha,br,MF,,Real Sociedad,La Liga,28,1993,11.7,35,3.00,25,2,1,1,4,2,1,0.09,25,2,1,1,4,2,Matches
2200,Rafinha,br,FW,MF,Paris S-G,Ligue 1,28,1993,2.4,8,3.27,4,0,1,0,1,2,0,0.00,4,0,1,0,1,2,Matches
2201,Antonio Raillo,es,DF,,Mallorca,La Liga,29,1991,17.0,7,0.41,6,1,0,0,0,0,0,0.00,6,1,0,0,0,0,Matches
2202,Antonio Raimondo,it,FW,,Bologna,Serie A,17,2004,0.8,1,1.22,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2203,Predrag Rajković,rs,GK,,Reims,Ligue 1,25,1995,38.0,8,0.21,8,0,0,0,0,0,0,0.00,8,0,0,0,0,0,Matches
2204,Jesurun Rak Sakyi,eng,FW,MF,Crystal Palace,Premier League,18,2002,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2205,Ivan Rakitić,hr,MF,,Sevilla,La Liga,33,1988,24.2,85,3.51,49,28,0,5,3,0,10,0.41,49,28,0,5,3,0,Matches
2206,Diant Ramaj,de,GK,,Eint Frankfurt,Bundesliga,19,2001,1.0,2,2.00,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
2207,Jonás Ramalho,es,DF,,Osasuna,La Liga,28,1993,2.7,2,0.74,1,0,0,1,0,0,0,0.00,1,0,0,1,0,0,Matches
2208,Adil Rami,fr,DF,,Troyes,Ligue 1,35,1985,13.0,5,0.38,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0,Matches
2209,Sandro Ramírez,es,FW,,Getafe,La Liga,26,1995,16.2,54,3.32,30,4,6,7,7,0,1,0.06,30,4,6,7,7,0,Matches
2210,Guilherme Ramos,pt,DF,,Arminia,Bundesliga,23,1997,10.1,5,0.50,4,0,0,0,0,1,1,0.10,4,0,0,0,0,1,Matches
2211,Sergio Ramos,es,DF,,Paris S-G,Ligue 1,35,1986,8.9,7,0.79,5,0,0,2,0,0,1,0.11,5,0,0,2,0,0,Matches
2212,Aaron Ramsdale,eng,GK,,Arsenal,Premier League,23,1998,34.0,2,0.06,0,2,0,0,0,0,0,0.00,0,2,0,0,0,0,Matches
2213,Aaron Ramsey,wls,MF,,Juventus,Serie A,30,1990,1.1,3,2.76,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
2214,Jacob Ramsey,eng,MF,,Aston Villa,Premier League,20,2001,27.4,75,2.74,55,0,7,2,9,2,6,0.22,55,0,7,2,9,2,Matches
2215,Luca Ranieri,it,DF,,Salernitana,Serie A,22,1999,23.4,26,1.11,23,2,0,1,0,0,1,0.04,23,2,0,1,0,0,Matches
2216,Andrea Ranocchia,it,DF,,Inter,Serie A,33,1988,3.8,4,1.06,4,0,0,0,0,0,1,0.26,4,0,0,0,0,0,Matches
2217,Raphinha,br,FW,MF,Leeds United,Premier League,24,1996,32.4,136,4.20,77,25,15,9,8,2,10,0.31,77,25,15,9,8,2,Matches
2218,Tobias Raschl,de,MF,,Greuther Fürth,Bundesliga,21,2000,6.6,6,0.90,4,1,1,0,0,0,1,0.15,4,1,1,0,0,0,Matches
2219,Elba Rashani,xk,FW,MF,Clermont Foot,Ligue 1,28,1993,19.5,34,1.74,27,0,3,2,2,0,5,0.26,27,0,3,2,2,0,Matches
2220,Marcus Rashford,eng,FW,MF,Manchester Utd,Premier League,23,1997,13.7,27,1.97,16,0,5,2,4,0,3,0.22,16,0,5,2,4,0,Matches
2221,Milot Rashica,xk,FW,MF,Norwich City,Premier League,25,1996,24.8,68,2.74,37,14,5,4,6,2,5,0.20,37,14,5,4,6,2,Matches
2222,Giacomo Raspadori,it,MF,FW,Sassuolo,Serie A,21,2000,30.4,103,3.38,75,7,10,5,6,0,14,0.46,75,7,10,5,6,0,Matches
2223,Raúl,es,FW,DF,Betis,La Liga,20,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2224,David Raum,de,DF,FW,Hoffenheim,Bundesliga,23,1998,30.6,144,4.70,92,41,4,4,2,1,21,0.69,92,41,4,4,2,1,Matches
2225,Nicola Ravaglia,it,GK,,Sampdoria,Serie A,32,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2226,David Raya,es,GK,,Brentford,Premier League,25,1995,24.0,7,0.29,6,1,0,0,0,0,1,0.04,6,1,0,0,0,0,Matches
2227,Ante Rebić,hr,FW,,Milan,Serie A,27,1993,9.9,51,5.16,36,0,4,7,3,1,3,0.30,36,0,4,7,3,1,Matches
2228,Arkadiusz Reca,pl,DF,,Spezia,Serie A,26,1995,19.7,29,1.47,23,3,2,0,1,0,3,0.15,23,3,2,0,1,0,Matches
2229,Lluís Recasens,es,DF,,Espanyol,La Liga,19,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2230,Nathan Redmond,eng,MF,FW,Southampton,Premier League,27,1994,20.4,73,3.58,62,4,0,5,2,0,8,0.39,62,4,0,5,2,0,Matches
2231,Sergio Reguilón,es,DF,MF,Tottenham,Premier League,24,1996,21.3,58,2.72,44,2,4,4,3,1,5,0.23,44,2,4,4,3,1,Matches
2232,Manolo Reina,es,GK,,Mallorca,La Liga,36,1985,21.0,6,0.29,4,2,0,0,0,0,0,0.00,4,2,0,0,0,0,Matches
2233,Pepe Reina,es,GK,,Lazio,Serie A,38,1982,15.0,2,0.13,2,0,0,0,0,0,1,0.07,2,0,0,0,0,0,Matches
2234,Jeff Reine-Adélaïde,fr,MF,DF,Lyon,Ligue 1,23,1998,2.2,13,5.91,12,1,0,0,0,0,2,0.91,12,1,0,0,0,0,Matches
2235,Reinier,br,FW,MF,Dortmund,Bundesliga,19,2002,1.8,3,1.67,2,0,0,1,0,0,0,0.00,2,0,0,1,0,0,Matches
2236,Karim Rekik,nl,DF,,Sevilla,La Liga,26,1994,12.2,16,1.31,14,0,0,0,1,1,2,0.16,14,0,0,0,1,1,Matches
2237,Álex Remiro,es,GK,,Real Sociedad,La Liga,26,1995,35.0,7,0.20,4,3,0,0,0,0,0,0.00,4,3,0,0,0,0,Matches
2238,Panagiotis Retsos,gr,DF,,Hellas Verona,Serie A,22,1998,0.6,1,1.73,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2239,Panagiotis Retsos,gr,DF,FW,Leverkusen,Bundesliga,22,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2240,Marco Reus,de,MF,FW,Dortmund,Bundesliga,32,1989,27.8,105,3.78,78,9,1,5,10,2,26,0.93,78,9,1,5,10,2,Matches
2241,Elvis Rexhbeçaj,xk,MF,,Bochum,Bundesliga,23,1997,28.2,48,1.76,33,5,1,2,7,0,4,0.15,33,5,1,2,7,0,Matches
2242,Gio Reyna,us,MF,,Dortmund,Bundesliga,18,2002,4.9,20,4.09,12,7,1,0,0,0,1,0.20,12,7,1,0,0,0,Matches
2243,Bryan Reynolds,us,DF,,Roma,Serie A,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2244,Nico Ribaudo,es,MF,FW,Espanyol,La Liga,20,2001,12.4,34,2.74,22,3,2,3,4,0,1,0.08,22,3,2,3,4,0,Matches
2245,Tiago Ribeiro,pt,FW,,Monaco,Ligue 1,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2246,Franck Ribéry,fr,MF,FW,Salernitana,Serie A,38,1983,15.8,62,3.92,46,5,3,2,5,1,5,0.32,46,5,3,2,5,1,Matches
2247,Samuele Ricci,it,MF,,Torino,Serie A,19,2001,8.0,14,1.74,12,1,0,1,0,0,1,0.12,12,1,0,1,0,0,Matches
2248,Samuele Ricci,it,MF,,Empoli,Serie A,19,2001,17.0,27,1.59,21,1,0,1,3,1,4,0.24,21,1,0,1,3,1,Matches
2249,Declan Rice,eng,MF,,West Ham,Premier League,22,1999,35.3,78,2.21,67,0,5,3,0,3,9,0.25,67,0,5,3,0,3,Matches
2250,Chris Richards,us,DF,,Hoffenheim,Bundesliga,21,2000,14.5,11,0.76,10,0,0,1,0,0,5,0.35,10,0,0,1,0,0,Matches
2251,Chris Richards,us,DF,,Bayern Munich,Bundesliga,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2252,Omar Richards,eng,DF,,Bayern Munich,Bundesliga,23,1998,4.9,11,2.26,7,1,1,0,2,0,0,0.00,7,1,1,0,2,0,Matches
2253,Taylor Richards,eng,MF,,Brighton,Premier League,20,2000,0.3,1,3.60,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
2254,Richarlison,br,FW,,Everton,Premier League,24,1997,28.0,69,2.46,45,0,3,9,11,1,9,0.32,45,0,3,9,11,1,Matches
2255,Marco Richter,de,FW,MF,Hertha BSC,Bundesliga,23,1997,18.9,47,2.48,25,8,5,4,5,0,2,0.11,25,8,5,4,5,0,Matches
2256,Diego Rico,es,DF,,Real Sociedad,La Liga,28,1993,18.3,31,1.70,24,3,0,1,1,2,2,0.11,24,3,0,1,1,2,Matches
2257,Sergio Rico,es,GK,,Mallorca,La Liga,27,1993,14.0,4,0.29,2,2,0,0,0,0,0,0.00,2,2,0,0,0,0,Matches
2258,Sergio Rico,es,GK,,Paris S-G,Ligue 1,27,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2259,Jaïro Riedewald,nl,MF,,Crystal Palace,Premier League,24,1996,1.3,4,3.08,2,1,1,0,0,0,0,0.00,2,1,1,0,0,0,Matches
2260,Manuel Riemann,de,GK,,Bochum,Bundesliga,32,1988,31.0,24,0.80,19,5,0,0,0,0,2,0.07,19,5,0,0,0,0,Matches
2261,Tomás Rincón,ve,MF,,Torino,Serie A,33,1988,1.8,3,1.68,1,1,0,0,1,0,0,0.00,1,1,0,0,1,0,Matches
2262,Tomás Rincón,ve,MF,,Sampdoria,Serie A,33,1988,13.0,13,1.00,12,0,0,0,1,0,1,0.08,12,0,0,0,1,0,Matches
2263,Luis Rioja,es,MF,FW,Alavés,La Liga,27,1993,34.6,92,2.66,56,5,15,8,7,1,7,0.20,56,5,15,8,7,1,Matches
2264,Renaud Ripart,fr,MF,FW,Troyes,Ligue 1,28,1993,21.0,51,2.43,34,0,4,9,3,1,3,0.14,34,0,4,9,3,1,Matches
2265,Mihailo Ristić,rs,DF,,Montpellier,Ligue 1,25,1995,20.0,45,2.24,34,1,4,1,3,2,6,0.30,34,1,4,1,3,2,Matches
