Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
707,Daniel Didavi,de,MF,FW,Stuttgart,Bundesliga,30,1990,10.8,16,6,2,9,5,7,12,58.3,5,10,0,10,3,19,8,Matches
708,Bamba Dieng,sn,FW,DF,Marseille,Ligue 1,20,2000,1.4,5,3,3,2,0,2,4,50.0,2,2,0,2,0,5,0,Matches
709,Eric Dier,eng,DF,,Tottenham,Premier League,26,1994,28.0,23,14,13,10,0,11,18,61.1,7,37,31,6,23,46,123,Matches
710,Daan Dierckx,be,DF,,Parma,it Serie A,17,2003,5.2,5,4,5,0,0,3,5,60.0,2,10,6,4,13,18,21,Matches
711,Lucas Digne,fr,DF,MF,Everton,Premier League,27,1993,29.8,63,38,40,16,7,29,54,53.7,25,42,4,38,31,94,87,Matches
712,Mitchell Dijks,nl,DF,,Bologna,it Serie A,27,1993,16.5,21,14,15,5,1,12,21,57.1,9,17,2,15,17,38,35,Matches
713,Javairô Dilrosun,nl,FW,MF,Hertha BSC,Bundesliga,22,1998,5.9,5,3,2,2,1,1,6,16.7,5,5,0,5,4,9,3,Matches
714,Federico Dimarco,it,DF,,Hellas Verona,it Serie A,22,1997,29.0,32,19,23,7,2,13,28,46.4,15,18,9,9,47,79,50,Matches
715,Junior Dina Ebimbe,fr,FW,MF,Dijon,Ligue 1,19,2000,23.8,38,25,14,19,5,15,45,33.3,30,17,1,16,14,52,9,Matches
716,Tristan Dingomé,cm,MF,,Reims,Ligue 1,29,1991,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,Matches
717,Eren Dinkçi,de,MF,FW,Werder Bremen,Bundesliga,18,2001,1.2,1,1,1,0,0,0,1,0.0,1,4,0,4,2,3,1,Matches
718,Sinaly Diomande,ci,DF,,Lyon,Ligue 1,19,2001,12.6,10,7,8,1,1,5,14,35.7,9,19,15,4,33,43,53,Matches
719,Lois Diony,fr,FW,,Angers,Ligue 1,27,1992,19.4,15,10,3,9,3,4,18,22.2,14,6,3,3,5,20,16,Matches
720,Issa Diop,fr,DF,,West Ham,Premier League,23,1997,15.3,20,14,12,8,0,7,18,38.9,11,32,22,10,22,42,59,Matches
721,Papakouli Diop,sn,MF,,Eibar,La Liga,34,1986,25.8,43,29,15,22,6,12,41,29.3,29,23,5,18,39,82,34,Matches
722,Sofiane Diop,fr,MF,FW,Monaco,Ligue 1,20,2000,22.5,49,34,17,25,7,18,53,34.0,35,25,1,24,31,80,15,Matches
723,Andy Diouf,fr,FW,,Rennes,Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
724,Yehvann Diouf,fr,GK,,Reims,Ligue 1,20,1999,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
725,Assane Dioussé,sn,DF,,Saint-Étienne,Ligue 1,22,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
726,Jonas Dirkner,de,MF,,Hertha BSC,Bundesliga,18,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
727,Axel Disasi,fr,DF,,Monaco,Ligue 1,22,1998,22.3,29,20,17,12,0,20,35,57.1,15,18,11,7,26,55,66,Matches
728,Tiago Djaló,pt,DF,,Lille,Ligue 1,20,2000,9.7,22,13,14,5,3,15,23,65.2,8,10,4,6,9,31,23,Matches
729,Djené,tg,DF,,Getafe,La Liga,28,1991,32.7,61,39,31,26,4,26,34,76.5,8,24,11,13,42,103,96,Matches
730,Moussa Djenepo,ml,MF,,Southampton,Premier League,22,1998,13.8,52,27,27,17,8,28,63,44.4,35,24,2,22,10,62,14,Matches
731,Koffi Djidji,ci,DF,,Crotone,it Serie A,27,1992,16.9,39,28,30,8,1,10,20,50.0,10,35,20,15,28,67,73,Matches
732,Alexander Djiku,gh,DF,MF,Strasbourg,Ligue 1,25,1994,28.4,60,41,45,13,2,32,52,61.5,20,28,10,18,91,151,104,Matches
733,Berat Djimsiti,al,DF,,Atalanta,it Serie A,27,1993,29.2,41,29,27,12,2,17,34,50.0,17,34,20,14,62,103,89,Matches
734,Marko Dmitrović,rs,GK,,Eibar,La Liga,28,1992,34.7,4,3,4,0,0,2,4,50.0,2,0,0,0,0,4,16,Matches
735,Ritsu Doan,jp,MF,FW,Arminia,Bundesliga,22,1998,30.8,53,31,22,19,12,19,52,36.5,33,42,1,41,31,84,11,Matches
736,Mihai Dobre,ro,FW,,Dijon,Ligue 1,21,1998,5.9,12,5,6,2,4,7,14,50.0,7,5,0,5,10,22,3,Matches
737,Matt Doherty,ie,DF,,Tottenham,Premier League,28,1992,13.8,29,15,15,10,4,13,33,39.4,20,20,5,15,23,52,46,Matches
738,Jeremy Doku,be,MF,FW,Rennes,Ligue 1,18,2002,25.7,44,25,9,24,11,11,26,42.3,15,18,1,17,11,55,1,Matches
739,Kasper Dolberg,dk,FW,,Nice,Ligue 1,22,1997,21.4,6,2,1,3,2,2,11,18.2,9,11,2,9,6,12,19,Matches
740,Keagan Dolly,za,MF,,Montpellier,Ligue 1,27,1993,5.0,7,2,6,0,1,4,8,50.0,4,3,0,3,5,12,2,Matches
741,Jaume Doménech,es,GK,,Valencia,La Liga,29,1990,28.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,16,Matches
742,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,19,2001,4.0,5,4,4,1,0,3,6,50.0,3,5,3,2,6,11,24,Matches
743,Nicolás Domínguez,ar,MF,,Bologna,it Serie A,22,1998,13.9,48,28,26,17,5,15,37,40.5,22,26,7,19,24,72,20,Matches
744,John Donald,es,DF,MF,Elche,La Liga,19,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
745,Ji Dong-won,kr,FW,,Mainz 05,Bundesliga,29,1991,0.7,1,1,1,0,0,0,0,,0,1,0,1,2,3,0,Matches
746,Anastasios Donis,gr,MF,,Reims,Ligue 1,23,1996,1.1,4,1,2,0,2,1,1,100.0,0,0,0,0,0,4,0,Matches
747,Gianluigi Donnarumma,it,GK,,Milan,it Serie A,21,1999,37.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,23,Matches
748,Bas Dost,nl,FW,,Eint Frankfurt,Bundesliga,31,1989,9.1,3,2,1,1,1,2,5,40.0,3,5,1,4,2,5,8,Matches
749,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,27,1993,27.1,52,32,25,19,8,14,43,32.6,29,24,7,17,39,91,31,Matches
750,Cheick Doucouré,ml,MF,,Lens,Ligue 1,20,2000,29.2,87,47,40,42,5,32,65,49.2,33,20,4,16,52,139,26,Matches
751,Fodé Doucouré,ml,DF,,Reims,Ligue 1,19,2001,3.7,11,8,7,4,0,4,9,44.4,5,2,0,2,4,15,11,Matches
752,Mahamadou Doucouré,ml,FW,MF,Nîmes,Ligue 1,20,2000,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,Matches
753,Cheick Doukouré,ci,MF,FW,Levante,La Liga,27,1992,1.1,5,4,2,1,2,3,4,75.0,1,2,0,2,3,8,0,Matches
754,Idrissa Doumbia,ci,MF,,Huesca,La Liga,22,1998,8.7,15,8,6,7,2,5,13,38.5,8,6,3,3,7,22,9,Matches
755,Moussa Doumbia,ml,MF,FW,Reims,Ligue 1,25,1994,10.0,10,6,4,4,2,4,22,18.2,18,5,1,4,10,20,4,Matches
756,Souleyman Doumbia,ci,DF,,Angers,Ligue 1,23,1996,24.7,48,33,25,19,4,22,36,61.1,14,18,4,14,42,90,50,Matches
757,Aleksandar Dragović,at,DF,,Leverkusen,Bundesliga,29,1991,12.6,11,7,5,5,1,9,13,69.2,4,17,5,12,13,24,33,Matches
758,Bartłomiej Drągowski,pl,GK,,Fiorentina,it Serie A,22,1997,35.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,13,Matches
759,Denis Drăguș,ro,FW,MF,Crotone,it Serie A,21,1999,2.0,3,1,0,0,3,0,4,0.0,4,4,0,4,1,4,0,Matches
760,Radu Drăgușin,ro,DF,,Juventus,it Serie A,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
761,Mouhamadou Drammeh,fr,MF,,Reims,Ligue 1,21,1999,1.9,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,7,Matches
762,Julian Draxler,de,MF,FW,Paris S-G,Ligue 1,26,1993,11.8,13,6,5,6,2,5,20,25.0,15,4,0,4,14,27,0,Matches
763,Dominick Drexler,de,MF,FW,Köln,Bundesliga,30,1990,13.7,36,26,15,18,3,12,30,40.0,18,5,1,4,14,50,15,Matches
764,Matthieu Dreyer,fr,GK,,Lorient,Ligue 1,31,1989,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,Matches
765,Domingos Duarte,pt,DF,,Granada,La Liga,25,1995,26.3,32,20,18,12,2,14,21,66.7,7,29,20,9,29,61,86,Matches
766,Léo Duarte,br,DF,,Milan,it Serie A,24,1996,0.2,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,Matches
767,Óscar Duarte,cr,DF,,Levante,La Liga,31,1989,22.9,22,13,17,5,0,10,18,55.6,8,23,15,8,36,58,97,Matches
768,Rubén Duarte,es,DF,,Alavés,La Liga,24,1995,28.3,55,30,28,21,6,23,52,44.2,29,44,6,38,66,121,72,Matches
769,Leo Dubois,fr,DF,,Lyon,Ligue 1,25,1994,32.3,38,26,19,16,3,18,36,50.0,18,27,9,18,31,69,69,Matches
770,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,31,1989,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,Matches
771,Ondrej Duda,sk,FW,MF,Köln,Bundesliga,25,1994,28.2,36,14,13,18,5,8,39,20.5,31,28,2,26,19,55,20,Matches
772,Unai Dufur,es,DF,,Eibar,La Liga,21,1999,0.7,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,0,Matches
773,Haris Duljević,ba,MF,FW,Nîmes,Ligue 1,26,1993,8.6,15,9,4,7,4,6,22,27.3,16,3,0,3,8,23,1,Matches
774,Paul Dummett,wls,DF,,Newcastle Utd,Premier League,28,1991,13.9,16,7,11,5,0,13,21,61.9,8,12,7,5,16,32,74,Matches
775,Alfred Duncan,gh,MF,,Fiorentina,it Serie A,27,1993,1.8,3,0,1,1,1,0,2,0.0,2,2,0,2,2,5,0,Matches
776,Alfred Duncan,gh,MF,,Cagliari,it Serie A,27,1993,11.9,18,10,8,9,1,4,21,19.0,17,8,0,8,16,34,8,Matches
777,Lewis Dunk,eng,DF,,Brighton,Premier League,28,1991,32.6,30,15,20,8,2,16,23,69.6,7,29,20,9,32,62,106,Matches
778,Jimmy Dunne,ie,DF,,Burnley,Premier League,22,1997,3.0,3,3,2,1,0,1,2,50.0,1,3,2,1,6,9,16,Matches
779,Erik Durm,de,DF,,Eint Frankfurt,Bundesliga,28,1992,16.4,17,13,7,9,1,8,21,38.1,13,19,5,14,29,46,26,Matches
780,Hugo Duro,es,FW,,Real Madrid,La Liga,20,1999,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
781,Jean-Kevin Duverne,ht,DF,,Brest,Ligue 1,23,1997,22.5,38,21,24,14,0,15,32,46.9,17,24,16,8,30,68,70,Matches
782,Paulo Dybala,ar,FW,,Juventus,it Serie A,26,1993,12.6,14,8,3,4,7,2,14,14.3,12,15,0,15,1,15,1,Matches
783,Edin Džeko,ba,FW,,Roma,it Serie A,34,1986,20.3,8,6,2,3,3,3,9,33.3,6,9,4,5,1,9,11,Matches
784,Steeve-Mike Ebongue,fr,MF,,Genoa,it Serie A,19,2001,0.6,2,1,1,0,1,0,3,0.0,3,1,0,1,0,2,0,Matches
785,Enzo Ebosse,cm,DF,,Angers,Ligue 1,21,1999,2.9,5,3,5,0,0,3,4,75.0,1,1,1,0,2,7,13,Matches
786,Bruno Ecuele Manga,ga,DF,,Dijon,Ligue 1,32,1988,38.0,52,38,46,6,0,29,40,72.5,11,50,33,17,57,109,165,Matches
787,Simone Edera,it,DF,MF,Torino,it Serie A,23,1997,0.6,3,1,2,1,0,3,4,75.0,1,0,0,0,1,4,1,Matches
788,Ederson,br,GK,,Manchester City,Premier League,26,1993,36.0,3,1,3,0,0,3,4,75.0,1,0,0,0,0,3,11,Matches
789,Kyle Edwards,eng,MF,FW,West Brom,Premier League,22,1998,1.3,3,2,1,1,1,0,0,,0,2,0,2,1,4,0,Matches
790,John Egan,ie,DF,,Sheffield Utd,Premier League,27,1992,29.2,41,21,29,12,0,22,39,56.4,17,43,31,12,41,82,131,Matches
791,Johannes Eggestein,de,FW,MF,Werder Bremen,Bundesliga,22,1998,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,Matches
792,Maximilian Eggestein,de,MF,,Werder Bremen,Bundesliga,23,1996,32.7,57,42,22,29,6,21,46,45.7,25,30,5,25,43,100,36,Matches
793,Lilian Egloff,de,MF,,Stuttgart,Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
794,Kingsley Ehizibue,nl,DF,,Köln,Bundesliga,25,1995,12.6,32,19,22,9,1,10,17,58.8,7,19,5,14,18,50,42,Matches
795,Albin Ekdal,se,MF,,Sampdoria,it Serie A,31,1989,25.5,56,29,21,32,3,23,65,35.4,42,31,12,19,49,105,35,Matches
796,Hugo Ekitike,fr,FW,MF,Reims,Ligue 1,18,2002,1.0,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,Matches
797,Anthony Elanga,se,FW,,Manchester Utd,Premier League,18,2002,1.7,4,2,3,1,0,4,5,80.0,1,1,1,0,1,5,1,Matches
798,Niclas Eliasson,se,MF,FW,Nîmes,Ligue 1,24,1995,20.0,28,14,9,12,7,11,24,45.8,13,20,1,19,23,51,16,Matches
799,Elif Elmas,mk,MF,FW,Napoli,it Serie A,20,1999,8.2,15,4,3,6,6,7,12,58.3,5,11,1,10,2,17,10,Matches
800,Ahmed Elmohamady,eg,DF,,Aston Villa,Premier League,32,1987,9.3,17,13,12,4,1,9,14,64.3,5,6,3,3,17,34,26,Matches
801,Mohamed Elneny,eg,MF,,Arsenal,Premier League,28,1992,17.2,14,6,7,7,0,7,28,25.0,21,11,4,7,24,38,20,Matches
802,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,26,1994,20.9,30,16,21,7,2,18,22,81.8,4,12,5,7,15,45,63,Matches
803,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,23,1996,28.2,49,35,36,12,1,25,37,67.6,12,38,22,16,65,114,123,Matches
804,Rodrigo Ely,br,DF,,Alavés,La Liga,26,1993,5.2,5,2,3,2,0,3,4,75.0,1,2,1,1,7,12,23,Matches
805,Breel Embolo,ch,FW,MF,Gladbach,Bundesliga,23,1997,16.0,15,10,1,13,1,0,6,0.0,6,16,1,15,8,23,8,Matches
806,Emerson,br,DF,,Betis,La Liga,21,1999,33.2,91,52,62,25,4,43,78,55.1,35,33,6,27,61,152,102,Matches
807,Renaud Emond,be,FW,MF,Nantes,Ligue 1,28,1991,3.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,Matches
808,Alan Empereur,br,DF,,Hellas Verona,it Serie A,26,1994,2.4,0,0,0,0,0,0,0,,0,1,1,0,6,6,7,Matches
809,Youssef En-Nesyri,ma,FW,,Sevilla,La Liga,23,1997,25.7,17,11,2,9,6,4,21,19.0,17,15,0,15,8,25,23,Matches
810,Keita Endo,jp,MF,FW,Union Berlin,Bundesliga,22,1997,5.1,8,3,1,5,2,3,9,33.3,6,5,2,3,6,14,4,Matches
811,Wataru Endo,jp,MF,,Stuttgart,Bundesliga,27,1993,32.8,65,44,25,34,6,29,71,40.8,42,53,14,39,51,116,59,Matches
812,Sergi Enrich,es,FW,,Eibar,La Liga,30,1990,15.6,21,15,6,7,8,9,22,40.9,13,11,0,11,6,27,5,Matches
813,Christian Eriksen,dk,MF,,Inter,it Serie A,28,1992,15.4,12,6,6,4,2,7,20,35.0,13,16,1,15,9,21,13,Matches
814,Martin Erlic,hr,DF,,Spezia,it Serie A,22,1998,20.0,23,14,16,6,1,11,20,55.0,9,22,16,6,41,64,71,Matches
815,Patrick Erras,de,FW,MF,Werder Bremen,Bundesliga,25,1995,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,Matches
816,Gonzalo Escalante,ar,MF,,Lazio,it Serie A,27,1993,8.1,26,13,11,14,1,8,28,28.6,20,10,3,7,19,45,13,Matches
817,Aarón Escandell,es,GK,,Granada,La Liga,24,1995,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,Matches
818,Dani Escriche,es,FW,MF,Huesca,La Liga,22,1998,9.5,9,7,5,2,2,3,10,30.0,7,11,0,11,8,17,5,Matches
819,Sergio Escudero,es,DF,,Sevilla,La Liga,30,1989,6.3,12,8,6,5,1,6,12,50.0,6,5,2,3,9,21,7,Matches
820,Alfonso Espino,uy,DF,,Cádiz,La Liga,28,1992,28.9,92,48,63,28,1,43,85,50.6,42,30,5,25,41,133,74,Matches
821,Vicente Esquerdo,es,MF,,Valencia,La Liga,21,1999,2.6,7,4,5,2,0,4,6,66.7,2,4,2,2,8,15,1,Matches
822,Nahuel Estévez,ar,MF,,Spezia,it Serie A,24,1995,19.6,13,5,4,6,3,5,32,15.6,27,23,5,18,20,33,22,Matches
823,Pervis Estupiñán,ec,DF,,Villarreal,La Liga,22,1998,13.0,37,17,23,12,2,14,23,60.9,9,10,2,8,35,72,14,Matches
824,Yoann Etienne,fr,DF,,Lorient,Ligue 1,23,1997,1.0,2,0,1,1,0,1,1,100.0,0,1,0,1,1,3,2,Matches
825,Xabier Etxeita,es,DF,,Getafe,La Liga,32,1987,9.8,8,4,5,3,0,7,14,50.0,7,6,3,3,13,21,38,Matches
826,Jonny Evans,nir,DF,,Leicester City,Premier League,32,1988,27.5,25,12,22,2,1,14,20,70.0,6,8,3,5,46,71,98,Matches
827,Edu Expósito,es,MF,,Eibar,La Liga,23,1996,27.3,51,30,16,31,4,20,66,30.3,46,25,4,21,22,73,17,Matches
828,Valentin Eysseric,fr,MF,FW,Fiorentina,it Serie A,28,1992,8.1,14,8,6,7,1,5,11,45.5,6,11,0,11,7,21,8,Matches
829,Eberechi Eze,eng,MF,,Crystal Palace,Premier League,22,1998,28.4,27,14,11,13,3,16,35,45.7,19,19,3,16,24,51,9,Matches
830,Jokin Ezkieta,es,GK,,Athletic Club,La Liga,23,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
831,Łukasz Fabiański,pl,GK,,West Ham,Premier League,35,1985,35.0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,12,Matches
832,Fabinho,br,DF,MF,Liverpool,Premier League,26,1993,28.5,58,31,21,29,8,27,54,50.0,27,28,10,18,44,102,66,Matches
833,Fábio,br,DF,,Nantes,Ligue 1,30,1990,16.7,62,37,37,23,2,35,61,57.4,26,29,8,21,37,99,49,Matches
834,Cesc Fàbregas,es,MF,FW,Monaco,Ligue 1,33,1987,9.7,20,12,6,9,5,9,22,40.9,13,11,1,10,13,33,3,Matches
835,Bandiougou Fadiga,fr,FW,MF,Paris S-G,Ligue 1,19,2001,0.7,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,Matches
836,Bandiougou Fadiga,fr,MF,FW,Brest,Ligue 1,19,2001,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,Matches
837,Wout Faes,be,DF,,Reims,Ligue 1,22,1998,32.2,35,22,26,9,0,20,39,51.3,19,40,31,9,68,103,144,Matches
838,Nicolò Fagioli,it,MF,,Juventus,it Serie A,19,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
839,Ralf Fährmann,de,GK,,Schalke 04,Bundesliga,31,1988,20.8,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,9,Matches
840,Romain Faivre,fr,MF,FW,Brest,Ligue 1,22,1998,32.1,54,27,26,23,5,21,54,38.9,33,30,0,30,30,84,18,Matches
841,Fali,es,DF,MF,Cádiz,La Liga,26,1993,29.3,42,25,24,15,3,16,37,43.2,21,28,15,13,32,74,119,Matches
842,Iago Falque,es,MF,FW,Benevento,it Serie A,30,1990,4.0,4,2,2,2,0,1,6,16.7,5,4,1,3,0,4,1,Matches
843,Andri Fannar Baldursson,is,MF,,Bologna,it Serie A,18,2002,2.4,6,6,1,2,3,1,3,33.3,2,3,1,2,3,9,7,Matches
844,Paolo Faragò,it,DF,,Bologna,it Serie A,27,1993,0.3,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,Matches
845,Paolo Faragò,it,DF,,Cagliari,it Serie A,27,1993,4.1,13,9,10,3,0,9,20,45.0,11,3,2,1,6,19,15,Matches
846,Davide Faraoni,it,DF,,Hellas Verona,it Serie A,28,1991,32.1,62,33,36,19,7,28,51,54.9,23,48,17,31,49,111,83,Matches
847,Mohamed Fares,dz,DF,,Lazio,it Serie A,24,1996,12.7,20,15,9,7,4,11,19,57.9,8,14,1,13,16,36,21,Matches
848,Diego Farias,br,FW,,Spezia,it Serie A,30,1990,16.8,9,5,4,1,4,4,21,19.0,17,12,0,12,13,22,3,Matches
849,Wuilker Faríñez,ve,GK,,Lens,Ligue 1,22,1998,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
850,Noah Fatar,fr,FW,MF,Angers,Ligue 1,18,2002,0.2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,Matches
851,Ansu Fati,es,FW,,Barcelona,La Liga,17,2002,4.8,9,4,2,4,3,2,10,20.0,8,4,0,4,3,12,1,Matches
852,Julien Faussurier,fr,DF,,Brest,Ligue 1,33,1987,10.6,16,11,6,8,2,11,25,44.0,14,12,4,8,9,25,10,Matches
853,Andrea Favilli,it,FW,,Hellas Verona,it Serie A,23,1997,3.8,3,1,0,1,2,2,3,66.7,1,2,0,2,0,3,2,Matches
854,Federico Fazio,ar,DF,,Roma,it Serie A,33,1987,4.5,3,2,3,0,0,3,4,75.0,1,3,3,0,7,10,18,Matches
855,Nabil Fekir,fr,MF,FW,Betis,La Liga,27,1993,29.1,45,23,9,22,14,7,43,16.3,36,31,2,29,8,53,2,Matches
856,Felipe,br,DF,,Atlético Madrid,La Liga,31,1989,22.9,29,17,19,10,0,18,23,78.3,5,30,15,15,36,65,128,Matches
857,Luiz Felipe,it,DF,,Lazio,it Serie A,23,1997,10.1,32,20,19,11,2,16,24,66.7,8,20,9,11,21,53,29,Matches
858,João Félix,pt,FW,MF,Atlético Madrid,La Liga,20,1999,17.5,8,4,1,6,1,4,17,23.5,13,3,0,3,5,13,2,Matches
859,Ohis Felix Uduokhai,de,DF,,Augsburg,Bundesliga,22,1997,29.0,33,24,19,10,4,18,27,66.7,9,48,25,23,54,87,164,Matches
860,Zinedine Ferhat,dz,FW,MF,Nîmes,Ligue 1,27,1993,32.9,36,21,18,9,9,18,39,46.2,21,22,0,22,32,68,38,Matches
861,Bruno Fernandes,pt,MF,,Manchester Utd,Premier League,25,1994,34.4,57,30,16,29,12,26,100,26.0,74,38,0,38,26,83,29,Matches
862,Edimilson Fernandes,ch,MF,FW,Mainz 05,Bundesliga,24,1996,9.3,8,4,4,4,0,4,7,57.1,3,12,4,8,29,37,25,Matches
863,Aitor Fernández,es,GK,,Levante,La Liga,29,1991,29.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,Matches
864,Álex Fernández,es,MF,,Cádiz,La Liga,27,1992,21.6,19,9,8,8,3,8,30,26.7,22,14,1,13,22,41,15,Matches
865,Álvaro Fernández,es,GK,,Huesca,La Liga,22,1998,22.0,1,1,0,1,0,1,3,33.3,2,0,0,0,2,3,7,Matches
866,Andrés Fernández,es,GK,,Huesca,La Liga,33,1986,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,Matches
867,Augusto Fernández,ar,MF,,Cádiz,La Liga,34,1986,4.1,11,3,5,6,0,2,13,15.4,11,5,1,4,9,20,5,Matches
868,Carlos Fernández,es,FW,,Sevilla,La Liga,24,1996,1.6,1,0,1,0,0,0,2,0.0,2,3,1,2,1,2,0,Matches
869,Carlos Fernández,es,FW,MF,Real Sociedad,La Liga,24,1996,4.3,3,2,0,2,1,1,8,12.5,7,6,1,5,0,3,6,Matches
870,Federico Fernández,ar,DF,,Newcastle Utd,Premier League,31,1989,23.1,29,22,23,5,1,17,21,81.0,4,41,31,10,17,46,147,Matches
871,Joaquín Fernández,es,DF,,Valladolid,La Liga,24,1996,23.0,30,16,21,8,1,12,21,57.1,9,24,15,9,43,73,113,Matches
872,Fernandinho,br,MF,,Manchester City,Premier League,35,1985,13.2,31,17,8,14,9,20,43,46.5,23,11,2,9,23,54,17,Matches
873,Fernando,br,MF,,Sevilla,La Liga,33,1987,28.3,54,28,24,25,5,23,43,53.5,20,25,11,14,41,95,70,Matches
874,Alex Ferrari,it,DF,,Sampdoria,it Serie A,26,1994,9.8,27,15,16,9,2,15,24,62.5,9,18,6,12,23,50,26,Matches
875,David Ferreiro,es,MF,FW,Huesca,La Liga,32,1988,28.1,25,12,12,8,5,8,49,16.3,41,21,1,20,25,50,15,Matches
876,Salvador Ferrer,es,DF,,Spezia,it Serie A,22,1998,13.2,20,10,10,8,2,8,22,36.4,14,13,4,9,24,44,37,Matches
877,Facundo Ferreyra,ar,FW,,Celta Vigo,La Liga,29,1991,3.3,4,3,1,2,1,0,2,0.0,2,5,0,5,2,6,2,Matches
878,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,28,1992,28.6,58,40,34,22,2,31,103,30.1,72,30,5,25,8,66,18,Matches
879,Marco Festa,it,GK,,Crotone,it Serie A,28,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
880,Fidel,es,MF,DF,Elche,La Liga,30,1989,26.6,46,30,28,15,3,25,64,39.1,39,22,2,20,16,62,14,Matches
881,Sam Field,eng,MF,,West Brom,Premier League,22,1998,0.7,5,5,3,2,0,0,0,,0,4,1,3,2,7,4,Matches
882,Alfreð Finnbogason,is,FW,,Augsburg,Bundesliga,31,1989,6.0,2,1,0,1,1,0,1,0.0,1,7,1,6,1,3,4,Matches
883,Roberto Firmino,br,FW,,Liverpool,Premier League,28,1991,31.5,33,15,3,17,13,6,32,18.8,26,42,5,37,11,44,12,Matches
884,Junior Firpo,do,DF,MF,Barcelona,La Liga,23,1996,3.2,1,1,1,0,0,0,1,0.0,1,5,3,2,4,5,7,Matches
885,Will Fish,eng,FW,,Manchester Utd,Premier League,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
886,John Fleck,sct,MF,,Sheffield Utd,Premier League,28,1991,28.6,51,33,28,18,5,26,83,31.3,57,26,4,22,28,79,12,Matches
887,Mark Flekken,nl,GK,,Freiburg,Bundesliga,27,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
888,Florian Flick,de,MF,,Schalke 04,Bundesliga,20,2000,4.0,10,7,4,6,0,7,16,43.8,9,4,3,1,7,17,5,Matches
889,Alexis Flips,fr,MF,FW,Reims,Ligue 1,20,2000,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,Matches
890,Alessandro Florenzi,it,DF,,Paris S-G,Ligue 1,29,1991,17.1,24,16,9,9,6,12,29,41.4,17,7,1,6,17,41,25,Matches
891,Kingsley Fobi,gh,DF,,Granada,La Liga,21,1998,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,Matches
892,Phil Foden,eng,FW,MF,Manchester City,Premier League,20,2000,18.0,22,11,12,8,2,9,23,39.1,14,9,0,9,11,33,11,Matches
